Prot_A,Prot_B,uniprotID_Prot_A,uniprotID_Prot_B,Disease
TP53,CHEMBL3885591,P04637,Q92769 Q9Y618,Alzheimer's disease
TP53,HDAC2,P04637,Q92769,Alzheimer's disease
DNMT1,CBX1,P26358,P83916,Alzheimer's disease
DNMT1,KDM1A,P26358,O60341,Alzheimer's disease
DNMT1,CHEMBL4296114,P26358,O60341 Q9P2K3,Alzheimer's disease
DNMT1,CHEMBL3137262,P26358,Q9UKL0 O60341,Alzheimer's disease
DNMT1,EHMT2,P26358,Q96KQ7,Alzheimer's disease
DNMT1,CHEMBL3885591,P26358,Q92769 Q9Y618,Alzheimer's disease
DNMT1,HDAC2,P26358,Q92769,Alzheimer's disease
DNMT1,CHEMBL4296112,P26358,Q13547 Q9P2K3,Alzheimer's disease
DNMT1,CHEMBL4106143,P26358,Q13547 O60885,Alzheimer's disease
DNMT1,CHEMBL3885590,P26358,Q13547 Q9Y618,Alzheimer's disease
DNMT1,HDAC1,P26358,Q13547,Alzheimer's disease
CHEMBL4296112,EHMT2,Q13547 Q9P2K3,Q96KQ7,Alzheimer's disease
CHEMBL4106143,EHMT2,Q13547 O60885,Q96KQ7,Alzheimer's disease
CHEMBL3885590,EHMT2,Q13547 Q9Y618,Q96KQ7,Alzheimer's disease
HDAC1,EHMT2,Q13547,Q96KQ7,Alzheimer's disease
CHEMBL4296112,KDM1A,Q13547 Q9P2K3,O60341,Alzheimer's disease
CHEMBL4296112,CHEMBL4296114,Q13547 Q9P2K3,O60341 Q9P2K3,Alzheimer's disease
CHEMBL4296112,CHEMBL3137262,Q13547 Q9P2K3,Q9UKL0 O60341,Alzheimer's disease
CHEMBL4106143,KDM1A,Q13547 O60885,O60341,Alzheimer's disease
CHEMBL4106143,CHEMBL4296114,Q13547 O60885,O60341 Q9P2K3,Alzheimer's disease
CHEMBL4106143,CHEMBL3137262,Q13547 O60885,Q9UKL0 O60341,Alzheimer's disease
CHEMBL3885590,KDM1A,Q13547 Q9Y618,O60341,Alzheimer's disease
CHEMBL3885590,CHEMBL4296114,Q13547 Q9Y618,O60341 Q9P2K3,Alzheimer's disease
CHEMBL3885590,CHEMBL3137262,Q13547 Q9Y618,Q9UKL0 O60341,Alzheimer's disease
HDAC1,KDM1A,Q13547,O60341,Alzheimer's disease
HDAC1,CHEMBL4296114,Q13547,O60341 Q9P2K3,Alzheimer's disease
HDAC1,CHEMBL3137262,Q13547,Q9UKL0 O60341,Alzheimer's disease
CHEMBL4296112,CHEMBL3885591,Q13547 Q9P2K3,Q92769 Q9Y618,Alzheimer's disease
CHEMBL4296112,HDAC2,Q13547 Q9P2K3,Q92769,Alzheimer's disease
CHEMBL4106143,CHEMBL3885591,Q13547 O60885,Q92769 Q9Y618,Alzheimer's disease
CHEMBL4106143,HDAC2,Q13547 O60885,Q92769,Alzheimer's disease
CHEMBL3885590,CHEMBL3885591,Q13547 Q9Y618,Q92769 Q9Y618,Alzheimer's disease
CHEMBL3885590,HDAC2,Q13547 Q9Y618,Q92769,Alzheimer's disease
HDAC1,CHEMBL3885591,Q13547,Q92769 Q9Y618,Alzheimer's disease
HDAC1,HDAC2,Q13547,Q92769,Alzheimer's disease
EHMT2,CBX1,Q96KQ7,P83916,Alzheimer's disease
EHMT2,CHEMBL3885591,Q96KQ7,Q92769 Q9Y618,Alzheimer's disease
EHMT2,HDAC2,Q96KQ7,Q92769,Alzheimer's disease
EHMT2,EHMT1,Q96KQ7,Q9H9B1,Alzheimer's disease
CBX1,EHMT1,P83916,Q9H9B1,Alzheimer's disease
KDM1A,CHEMBL3885591,O60341,Q92769 Q9Y618,Alzheimer's disease
KDM1A,HDAC2,O60341,Q92769,Alzheimer's disease
CHEMBL4296114,CHEMBL3885591,O60341 Q9P2K3,Q92769 Q9Y618,Alzheimer's disease
CHEMBL4296114,HDAC2,O60341 Q9P2K3,Q92769,Alzheimer's disease
CHEMBL3137262,CHEMBL3885591,Q9UKL0 O60341,Q92769 Q9Y618,Alzheimer's disease
CHEMBL3137262,HDAC2,Q9UKL0 O60341,Q92769,Alzheimer's disease
FMO5,CYP3A4,P49326,P08684,Alzheimer's disease
FMO5,CYP2D6,P49326,P10635,Alzheimer's disease
CBR1,CYP2A6,P16152,P11509,Alzheimer's disease
CBR1,CYP2D6,P16152,P10635,Alzheimer's disease
CBR1,CYP3A4,P16152,P08684,Alzheimer's disease
CYP2A6,HSD11B1,P11509,P28845,Alzheimer's disease
CYP2A6,CYP2D6,P11509,P10635,Alzheimer's disease
CYP2A6,CYP3A4,P11509,P08684,Alzheimer's disease
CYP3A4,MAOB,P08684,P27338,Alzheimer's disease
CYP3A4,HSD11B1,P08684,P28845,Alzheimer's disease
CYP3A4,MAOA,P08684,P21397,Alzheimer's disease
CYP3A4,CYP2D6,P08684,P10635,Alzheimer's disease
CYP3A4,CYP2C19,P08684,P33261,Alzheimer's disease
MAOA,MAOB,P21397,P27338,Alzheimer's disease
MAOA,CYP2C19,P21397,P33261,Alzheimer's disease
MAOA,CYP2D6,P21397,P10635,Alzheimer's disease
CYP2D6,CYP2C19,P10635,P33261,Alzheimer's disease
CYP2D6,HSD11B1,P10635,P28845,Alzheimer's disease
CYP2D6,MAOB,P10635,P27338,Alzheimer's disease
CYP2C19,MAOB,P33261,P27338,Alzheimer's disease
CYP3A5,CYP3A4,P20815,P08684,Alzheimer's disease
CYP3A5,CYP2C19,P20815,P33261,Alzheimer's disease
CYP3A5,CYP2C9,P20815,P11712,Alzheimer's disease
RPA1,MAPK8,P27694,P45983,Alzheimer's disease
RPA1,ABCB1,P27694,P08183,Alzheimer's disease
RPA1,CHEMBL3885588,P27694,Q09472 Q16665,Alzheimer's disease
RPA1,EP300,P27694,Q09472,Alzheimer's disease
RPA1,TP53,P27694,P04637,Alzheimer's disease
CYP2C9,CYP3A4,P11712,P08684,Alzheimer's disease
CHEMBL3885588,ABCB1,Q09472 Q16665,P08183,Alzheimer's disease
EP300,ABCB1,Q09472,P08183,Alzheimer's disease
CHEMBL3885588,MAPK8,Q09472 Q16665,P45983,Alzheimer's disease
EP300,MAPK8,Q09472,P45983,Alzheimer's disease
CHEMBL3885588,TP53,Q09472 Q16665,P04637,Alzheimer's disease
EP300,TP53,Q09472,P04637,Alzheimer's disease
TP53,ABCB1,P04637,P08183,Alzheimer's disease
TP53,MAPK8,P04637,P45983,Alzheimer's disease
CAV1,ABCB1,Q03135,P08183,Alzheimer's disease
MAPK8,ABCB1,P45983,P08183,Alzheimer's disease
FANCC,UBC,Q00597,P0CG48,Alzheimer's disease
FANCC,CHEMBL3430885,Q00597,Q8TAF3 O94782,Alzheimer's disease
FANCC,WDR48,Q00597,Q8TAF3,Alzheimer's disease
FANCC,USP1,Q00597,O94782,Alzheimer's disease
FANCC,FANCA,Q00597,O15360,Alzheimer's disease
FANCC,FANCG,Q00597,O15287,Alzheimer's disease
FANCC,FANCB,Q00597,Q8NB91,Alzheimer's disease
CHEMBL3430885,PCNA,Q8TAF3 O94782,P12004,Alzheimer's disease
WDR48,PCNA,Q8TAF3,P12004,Alzheimer's disease
CHEMBL3430885,FANCG,Q8TAF3 O94782,O15287,Alzheimer's disease
WDR48,FANCG,Q8TAF3,O15287,Alzheimer's disease
CHEMBL3430885,FANCA,Q8TAF3 O94782,O15360,Alzheimer's disease
WDR48,FANCA,Q8TAF3,O15360,Alzheimer's disease
CHEMBL3430885,FANCB,Q8TAF3 O94782,Q8NB91,Alzheimer's disease
WDR48,FANCB,Q8TAF3,Q8NB91,Alzheimer's disease
CHEMBL3430885,UBC,Q8TAF3 O94782,P0CG48,Alzheimer's disease
WDR48,UBC,Q8TAF3,P0CG48,Alzheimer's disease
CHEMBL3430885,USP1,Q8TAF3 O94782,O94782,Alzheimer's disease
WDR48,CHEMBL3430885,Q8TAF3,Q8TAF3 O94782,Alzheimer's disease
WDR48,USP1,Q8TAF3,O94782,Alzheimer's disease
USP1,UBC,O94782,P0CG48,Alzheimer's disease
USP1,PCNA,O94782,P12004,Alzheimer's disease
USP1,FANCG,O94782,O15287,Alzheimer's disease
USP1,FANCB,O94782,Q8NB91,Alzheimer's disease
USP1,FANCA,O94782,O15360,Alzheimer's disease
FANCG,UBC,O15287,P0CG48,Alzheimer's disease
FANCG,FANCB,O15287,Q8NB91,Alzheimer's disease
FANCG,FANCA,O15287,O15360,Alzheimer's disease
PCNA,UBC,P12004,P0CG48,Alzheimer's disease
FANCA,UBC,O15360,P0CG48,Alzheimer's disease
FANCA,FANCB,O15360,Q8NB91,Alzheimer's disease
FANCB,UBC,Q8NB91,P0CG48,Alzheimer's disease
CANX,CALR,P27824,P27797,Alzheimer's disease
CANX,HSP90B1,P27824,P14625,Alzheimer's disease
CANX,HSPA5,P27824,P11021,Alzheimer's disease
CANX,PDIA3,P27824,P30101,Alzheimer's disease
DNAJC10,PDIA6,Q8IXB1,Q15084,Alzheimer's disease
DNAJC10,HYOU1,Q8IXB1,Q9Y4L1,Alzheimer's disease
DNAJC10,HSPA5,Q8IXB1,P11021,Alzheimer's disease
PDIA4,PDIA3,P13667,P30101,Alzheimer's disease
PDIA4,P4HB,P13667,P07237,Alzheimer's disease
PDIA4,CHEMBL2364681,P13667,P55157 P07237,Alzheimer's disease
PDIA4,HSPA5,P13667,P11021,Alzheimer's disease
PDIA4,HYOU1,P13667,Q9Y4L1,Alzheimer's disease
PDIA4,HSP90B1,P13667,P14625,Alzheimer's disease
HSP90B1,AKT1,P14625,P31749,Alzheimer's disease
HSP90B1,CHEMBL3038463,P14625,P38936 P31749,Alzheimer's disease
HSP90B1,ATF6,P14625,P18850,Alzheimer's disease
HSP90B1,P4HB,P14625,P07237,Alzheimer's disease
HSP90B1,CHEMBL2364681,P14625,P55157 P07237,Alzheimer's disease
HSP90B1,PDIA6,P14625,Q15084,Alzheimer's disease
HSP90B1,CALR,P14625,P27797,Alzheimer's disease
HSP90B1,HSPA5,P14625,P11021,Alzheimer's disease
PDIA3,P4HB,P30101,P07237,Alzheimer's disease
PDIA3,CHEMBL2364681,P30101,P55157 P07237,Alzheimer's disease
PDIA3,HSPA5,P30101,P11021,Alzheimer's disease
PDIA3,CALR,P30101,P27797,Alzheimer's disease
EIF2AK3,HSPA5,Q9NZJ5,P11021,Alzheimer's disease
CALR,ATF6,P27797,P18850,Alzheimer's disease
CALR,HSPA5,P27797,P11021,Alzheimer's disease
CALR,P4HB,P27797,P07237,Alzheimer's disease
CALR,CHEMBL2364681,P27797,P55157 P07237,Alzheimer's disease
A2M,HSPA5,P01023,P11021,Alzheimer's disease
HSPA5,AKT1,P11021,P31749,Alzheimer's disease
HSPA5,CHEMBL3038463,P11021,P38936 P31749,Alzheimer's disease
HSPA5,PDIA6,P11021,Q15084,Alzheimer's disease
HSPA5,SIL1,P11021,Q9H173,Alzheimer's disease
HSPA5,P4HB,P11021,P07237,Alzheimer's disease
HSPA5,CHEMBL2364681,P11021,P55157 P07237,Alzheimer's disease
HSPA5,CASP7,P11021,P55210,Alzheimer's disease
HSPA5,DNAJC1,P11021,Q96KC8,Alzheimer's disease
HSPA5,HYOU1,P11021,Q9Y4L1,Alzheimer's disease
HSPA5,ERN1,P11021,O75460,Alzheimer's disease
HSPA5,ATF6,P11021,P18850,Alzheimer's disease
HSPA5,MANF,P11021,P55145,Alzheimer's disease
P4HB,PDIA6,P07237,Q15084,Alzheimer's disease
CHEMBL2364681,PDIA6,P55157 P07237,Q15084,Alzheimer's disease
SIL1,HYOU1,Q9H173,Q9Y4L1,Alzheimer's disease
PDIA6,HYOU1,Q15084,Q9Y4L1,Alzheimer's disease
CHEMBL4523630,PCNA,P14635 O00311,P12004,Alzheimer's disease
CCNB1,PCNA,P14635,P12004,Alzheimer's disease
CHEMBL2094127,PCNA,Q8WWL7 O95067 P06493 P14635,P12004,Alzheimer's disease
CHEMBL1907602,PCNA,P06493 P14635,P12004,Alzheimer's disease
CHEMBL4523630,CHEMBL4523636,P14635 O00311,P20248 Q00537,Alzheimer's disease
CHEMBL4523630,CHEMBL3038469,P14635 O00311,P24941 P20248,Alzheimer's disease
CHEMBL4523630,CHEMBL3038467,P14635 O00311,P06493 P20248,Alzheimer's disease
CHEMBL4523630,CCNA2,P14635 O00311,P20248,Alzheimer's disease
CHEMBL4523630,CHEMBL2094128,P14635 O00311,P78396 P24941 P20248,Alzheimer's disease
CCNB1,CHEMBL4523636,P14635,P20248 Q00537,Alzheimer's disease
CCNB1,CHEMBL3038469,P14635,P24941 P20248,Alzheimer's disease
CCNB1,CHEMBL3038467,P14635,P06493 P20248,Alzheimer's disease
CCNB1,CCNA2,P14635,P20248,Alzheimer's disease
CCNB1,CHEMBL2094128,P14635,P78396 P24941 P20248,Alzheimer's disease
CHEMBL2094127,CHEMBL4523636,Q8WWL7 O95067 P06493 P14635,P20248 Q00537,Alzheimer's disease
CHEMBL2094127,CHEMBL3038469,Q8WWL7 O95067 P06493 P14635,P24941 P20248,Alzheimer's disease
CHEMBL2094127,CHEMBL3038467,Q8WWL7 O95067 P06493 P14635,P06493 P20248,Alzheimer's disease
CHEMBL2094127,CCNA2,Q8WWL7 O95067 P06493 P14635,P20248,Alzheimer's disease
CHEMBL2094127,CHEMBL2094128,Q8WWL7 O95067 P06493 P14635,P78396 P24941 P20248,Alzheimer's disease
CHEMBL1907602,CHEMBL4523636,P06493 P14635,P20248 Q00537,Alzheimer's disease
CHEMBL1907602,CHEMBL3038469,P06493 P14635,P24941 P20248,Alzheimer's disease
CHEMBL1907602,CHEMBL3038467,P06493 P14635,P06493 P20248,Alzheimer's disease
CHEMBL1907602,CCNA2,P06493 P14635,P20248,Alzheimer's disease
CHEMBL1907602,CHEMBL2094128,P06493 P14635,P78396 P24941 P20248,Alzheimer's disease
CHEMBL4523630,CDC20,P14635 O00311,Q12834,Alzheimer's disease
CCNB1,CDC20,P14635,Q12834,Alzheimer's disease
CHEMBL2094127,CDC20,Q8WWL7 O95067 P06493 P14635,Q12834,Alzheimer's disease
CHEMBL1907602,CDC20,P06493 P14635,Q12834,Alzheimer's disease
CHEMBL4523630,CHEMBL4296066,P14635 O00311,P06493 P78396,Alzheimer's disease
CHEMBL4523630,CHEMBL4296065,P14635 O00311,P06493 P30281,Alzheimer's disease
CHEMBL4523630,CHEMBL3885551,P14635 O00311,P06493 P24385,Alzheimer's disease
CHEMBL4523630,CDK1,P14635 O00311,P06493,Alzheimer's disease
CHEMBL4523630,CHEMBL3038468,P14635 O00311,P06493 P24864,Alzheimer's disease
CHEMBL4523630,CHEMBL2094127,P14635 O00311,Q8WWL7 O95067 P06493 P14635,Alzheimer's disease
CHEMBL4523630,CHEMBL1907602,P14635 O00311,P06493 P14635,Alzheimer's disease
CCNB1,CHEMBL4296066,P14635,P06493 P78396,Alzheimer's disease
CCNB1,CHEMBL4296065,P14635,P06493 P30281,Alzheimer's disease
CCNB1,CHEMBL3885551,P14635,P06493 P24385,Alzheimer's disease
CCNB1,CDK1,P14635,P06493,Alzheimer's disease
CCNB1,CHEMBL3038468,P14635,P06493 P24864,Alzheimer's disease
CCNB1,CHEMBL2094127,P14635,Q8WWL7 O95067 P06493 P14635,Alzheimer's disease
CCNB1,CHEMBL1907602,P14635,P06493 P14635,Alzheimer's disease
CHEMBL2094127,CHEMBL4296066,Q8WWL7 O95067 P06493 P14635,P06493 P78396,Alzheimer's disease
CHEMBL2094127,CHEMBL4296065,Q8WWL7 O95067 P06493 P14635,P06493 P30281,Alzheimer's disease
CHEMBL2094127,CHEMBL3885551,Q8WWL7 O95067 P06493 P14635,P06493 P24385,Alzheimer's disease
CHEMBL2094127,CDK1,Q8WWL7 O95067 P06493 P14635,P06493,Alzheimer's disease
CHEMBL2094127,CHEMBL3038468,Q8WWL7 O95067 P06493 P14635,P06493 P24864,Alzheimer's disease
CHEMBL2094127,CHEMBL1907602,Q8WWL7 O95067 P06493 P14635,P06493 P14635,Alzheimer's disease
CHEMBL1907602,CHEMBL4296066,P06493 P14635,P06493 P78396,Alzheimer's disease
CHEMBL1907602,CHEMBL4296065,P06493 P14635,P06493 P30281,Alzheimer's disease
CHEMBL1907602,CHEMBL3885551,P06493 P14635,P06493 P24385,Alzheimer's disease
CHEMBL1907602,CDK1,P06493 P14635,P06493,Alzheimer's disease
CHEMBL1907602,CHEMBL3038468,P06493 P14635,P06493 P24864,Alzheimer's disease
CHEMBL4523636,PCNA,P20248 Q00537,P12004,Alzheimer's disease
CHEMBL3038469,PCNA,P24941 P20248,P12004,Alzheimer's disease
CHEMBL3038467,PCNA,P06493 P20248,P12004,Alzheimer's disease
CCNA2,PCNA,P20248,P12004,Alzheimer's disease
CHEMBL2094128,PCNA,P78396 P24941 P20248,P12004,Alzheimer's disease
CHEMBL4523636,MCM7,P20248 Q00537,P33993,Alzheimer's disease
CHEMBL3038469,MCM7,P24941 P20248,P33993,Alzheimer's disease
CHEMBL3038467,MCM7,P06493 P20248,P33993,Alzheimer's disease
CCNA2,MCM7,P20248,P33993,Alzheimer's disease
CHEMBL2094128,MCM7,P78396 P24941 P20248,P33993,Alzheimer's disease
CHEMBL4523636,CHEMBL4296066,P20248 Q00537,P06493 P78396,Alzheimer's disease
CHEMBL4523636,CHEMBL4296065,P20248 Q00537,P06493 P30281,Alzheimer's disease
CHEMBL4523636,CHEMBL3885551,P20248 Q00537,P06493 P24385,Alzheimer's disease
CHEMBL4523636,CDK1,P20248 Q00537,P06493,Alzheimer's disease
CHEMBL4523636,CHEMBL3038468,P20248 Q00537,P06493 P24864,Alzheimer's disease
CHEMBL4523636,CHEMBL3038467,P20248 Q00537,P06493 P20248,Alzheimer's disease
CHEMBL3038469,CHEMBL4296066,P24941 P20248,P06493 P78396,Alzheimer's disease
CHEMBL3038469,CHEMBL4296065,P24941 P20248,P06493 P30281,Alzheimer's disease
CHEMBL3038469,CHEMBL3885551,P24941 P20248,P06493 P24385,Alzheimer's disease
CHEMBL3038469,CDK1,P24941 P20248,P06493,Alzheimer's disease
CHEMBL3038469,CHEMBL3038468,P24941 P20248,P06493 P24864,Alzheimer's disease
CHEMBL3038469,CHEMBL3038467,P24941 P20248,P06493 P20248,Alzheimer's disease
CHEMBL3038467,CHEMBL4296066,P06493 P20248,P06493 P78396,Alzheimer's disease
CHEMBL3038467,CHEMBL4296065,P06493 P20248,P06493 P30281,Alzheimer's disease
CHEMBL3038467,CHEMBL3885551,P06493 P20248,P06493 P24385,Alzheimer's disease
CHEMBL3038467,CDK1,P06493 P20248,P06493,Alzheimer's disease
CHEMBL3038467,CHEMBL3038468,P06493 P20248,P06493 P24864,Alzheimer's disease
CCNA2,CHEMBL4296066,P20248,P06493 P78396,Alzheimer's disease
CCNA2,CHEMBL4296065,P20248,P06493 P30281,Alzheimer's disease
CCNA2,CHEMBL3885551,P20248,P06493 P24385,Alzheimer's disease
CCNA2,CDK1,P20248,P06493,Alzheimer's disease
CCNA2,CHEMBL3038468,P20248,P06493 P24864,Alzheimer's disease
CCNA2,CHEMBL3038467,P20248,P06493 P20248,Alzheimer's disease
CHEMBL2094128,CHEMBL4296066,P78396 P24941 P20248,P06493 P78396,Alzheimer's disease
CHEMBL2094128,CHEMBL4296065,P78396 P24941 P20248,P06493 P30281,Alzheimer's disease
CHEMBL2094128,CHEMBL3885551,P78396 P24941 P20248,P06493 P24385,Alzheimer's disease
CHEMBL2094128,CDK1,P78396 P24941 P20248,P06493,Alzheimer's disease
CHEMBL2094128,CHEMBL3038468,P78396 P24941 P20248,P06493 P24864,Alzheimer's disease
CHEMBL2094128,CHEMBL3038467,P78396 P24941 P20248,P06493 P20248,Alzheimer's disease
CHEMBL4523636,CDC20,P20248 Q00537,Q12834,Alzheimer's disease
CHEMBL3038469,CDC20,P24941 P20248,Q12834,Alzheimer's disease
CHEMBL3038467,CDC20,P06493 P20248,Q12834,Alzheimer's disease
CCNA2,CDC20,P20248,Q12834,Alzheimer's disease
CHEMBL2094128,CDC20,P78396 P24941 P20248,Q12834,Alzheimer's disease
CDC20,PCNA,Q12834,P12004,Alzheimer's disease
CDC20,CHEMBL4296066,Q12834,P06493 P78396,Alzheimer's disease
CDC20,CHEMBL4296065,Q12834,P06493 P30281,Alzheimer's disease
CDC20,CHEMBL3885551,Q12834,P06493 P24385,Alzheimer's disease
CDC20,CDK1,Q12834,P06493,Alzheimer's disease
CDC20,CHEMBL3038468,Q12834,P06493 P24864,Alzheimer's disease
PCNA,CHEMBL4296066,P12004,P06493 P78396,Alzheimer's disease
PCNA,CHEMBL4296065,P12004,P06493 P30281,Alzheimer's disease
PCNA,CHEMBL3885551,P12004,P06493 P24385,Alzheimer's disease
PCNA,CDK1,P12004,P06493,Alzheimer's disease
PCNA,CHEMBL3038468,P12004,P06493 P24864,Alzheimer's disease
CHEMBL2364701,CHEMBL3831201,Q99460 O00487 P25787 P25788 P28066 P28070 Q99436 P35998 P62191 P62333 P17980 P62195 Q13200 O43242 O00232 O00231 Q15008 P51665 Q9UNM6 P55036 P48556 P49721 P20618 P28074 P28062 P28065 P28072 P25786 P25789 P60900 O14818 Q8TAA3 P40306 A5LHX3 P49720 P43686,P49721 P20618 P28074 P28062 P28065 P28072 P25786 P25787 P25788 P25789 P28066 P60900 O14818 Q8TAA3 P40306 A5LHX3 P49720 P28070 Q99436,Alzheimer's disease
CHEMBL2364701,PSMB3,Q99460 O00487 P25787 P25788 P28066 P28070 Q99436 P35998 P62191 P62333 P17980 P62195 Q13200 O43242 O00232 O00231 Q15008 P51665 Q9UNM6 P55036 P48556 P49721 P20618 P28074 P28062 P28065 P28072 P25786 P25789 P60900 O14818 Q8TAA3 P40306 A5LHX3 P49720 P43686,P49720,Alzheimer's disease
PSMD14,CHEMBL3831201,O00487,P49721 P20618 P28074 P28062 P28065 P28072 P25786 P25787 P25788 P25789 P28066 P60900 O14818 Q8TAA3 P40306 A5LHX3 P49720 P28070 Q99436,Alzheimer's disease
PSMD14,PSMB3,O00487,P49720,Alzheimer's disease
PSMD14,CHEMBL2364701,O00487,Q99460 O00487 P25787 P25788 P28066 P28070 Q99436 P35998 P62191 P62333 P17980 P62195 Q13200 O43242 O00232 O00231 Q15008 P51665 Q9UNM6 P55036 P48556 P49721 P20618 P28074 P28062 P28065 P28072 P25786 P25789 P60900 O14818 Q8TAA3 P40306 A5LHX3 P49720 P43686,Alzheimer's disease
STAT6,CHEMBL3885538,P42226,P21554 P35372,Alzheimer's disease
STAT6,CHEMBL3883321,P42226,P08913 P35372,Alzheimer's disease
STAT6,CHEMBL3301384,P42226,P51681 P35372,Alzheimer's disease
STAT6,OPRM1,P42226,P35372,Alzheimer's disease
STAT6,CHEMBL3831285,P42226,P24394,Alzheimer's disease
STAT6,IL4R,P42226,P24394,Alzheimer's disease
GNAI2,PDYN,P04899,P01213,Alzheimer's disease
GNAI2,POMC,P04899,P01189,Alzheimer's disease
GNAI2,CHEMBL3883321,P04899,P08913 P35372,Alzheimer's disease
GNAI2,CHEMBL3301384,P04899,P51681 P35372,Alzheimer's disease
GNAI2,OPRM1,P04899,P35372,Alzheimer's disease
PENK,PDYN,P01210,P01213,Alzheimer's disease
PENK,CHEMBL3885538,P01210,P21554 P35372,Alzheimer's disease
PENK,CHEMBL3883321,P01210,P08913 P35372,Alzheimer's disease
PENK,CHEMBL3301384,P01210,P51681 P35372,Alzheimer's disease
PENK,OPRM1,P01210,P35372,Alzheimer's disease
PENK,POMC,P01210,P01189,Alzheimer's disease
FLNA,ARRB2,P21333,P32121,Alzheimer's disease
CHEMBL4296112,CHEMBL3885538,Q13547 Q9P2K3,P21554 P35372,Alzheimer's disease
CHEMBL4296112,CHEMBL3883321,Q13547 Q9P2K3,P08913 P35372,Alzheimer's disease
CHEMBL4296112,CHEMBL3301384,Q13547 Q9P2K3,P51681 P35372,Alzheimer's disease
CHEMBL4296112,OPRM1,Q13547 Q9P2K3,P35372,Alzheimer's disease
CHEMBL4106143,CHEMBL3885538,Q13547 O60885,P21554 P35372,Alzheimer's disease
CHEMBL4106143,CHEMBL3883321,Q13547 O60885,P08913 P35372,Alzheimer's disease
CHEMBL4106143,CHEMBL3301384,Q13547 O60885,P51681 P35372,Alzheimer's disease
CHEMBL4106143,OPRM1,Q13547 O60885,P35372,Alzheimer's disease
CHEMBL3885590,CHEMBL3885538,Q13547 Q9Y618,P21554 P35372,Alzheimer's disease
CHEMBL3885590,CHEMBL3883321,Q13547 Q9Y618,P08913 P35372,Alzheimer's disease
CHEMBL3885590,CHEMBL3301384,Q13547 Q9Y618,P51681 P35372,Alzheimer's disease
CHEMBL3885590,OPRM1,Q13547 Q9Y618,P35372,Alzheimer's disease
HDAC1,CHEMBL3885538,Q13547,P21554 P35372,Alzheimer's disease
HDAC1,CHEMBL3883321,Q13547,P08913 P35372,Alzheimer's disease
HDAC1,CHEMBL3301384,Q13547,P51681 P35372,Alzheimer's disease
HDAC1,OPRM1,Q13547,P35372,Alzheimer's disease
CHEMBL4296112,MECP2,Q13547 Q9P2K3,P51608,Alzheimer's disease
CHEMBL4106143,MECP2,Q13547 O60885,P51608,Alzheimer's disease
CHEMBL3885590,MECP2,Q13547 Q9Y618,P51608,Alzheimer's disease
HDAC1,MECP2,Q13547,P51608,Alzheimer's disease
GRK5,CHEMBL3885538,P34947,P21554 P35372,Alzheimer's disease
GRK5,CHEMBL3883321,P34947,P08913 P35372,Alzheimer's disease
GRK5,CHEMBL3301384,P34947,P51681 P35372,Alzheimer's disease
GRK5,OPRM1,P34947,P35372,Alzheimer's disease
GRK5,ARRB2,P34947,P32121,Alzheimer's disease
GRK5,ARRB1,P34947,P49407,Alzheimer's disease
CHEMBL3831285,CHEMBL3885538,P24394,P21554 P35372,Alzheimer's disease
CHEMBL3831285,CHEMBL3883321,P24394,P08913 P35372,Alzheimer's disease
CHEMBL3831285,CHEMBL3301384,P24394,P51681 P35372,Alzheimer's disease
CHEMBL3831285,OPRM1,P24394,P35372,Alzheimer's disease
IL4R,CHEMBL3885538,P24394,P21554 P35372,Alzheimer's disease
IL4R,CHEMBL3883321,P24394,P08913 P35372,Alzheimer's disease
IL4R,CHEMBL3301384,P24394,P51681 P35372,Alzheimer's disease
IL4R,OPRM1,P24394,P35372,Alzheimer's disease
POMC,PDYN,P01189,P01213,Alzheimer's disease
POMC,CHEMBL3885538,P01189,P21554 P35372,Alzheimer's disease
POMC,CHEMBL3883321,P01189,P08913 P35372,Alzheimer's disease
POMC,CHEMBL3301384,P01189,P51681 P35372,Alzheimer's disease
POMC,OPRM1,P01189,P35372,Alzheimer's disease
CHEMBL3885538,CHEMBL3885591,P21554 P35372,Q92769 Q9Y618,Alzheimer's disease
CHEMBL3885538,HDAC2,P21554 P35372,Q92769,Alzheimer's disease
CHEMBL3883321,CHEMBL3885591,P08913 P35372,Q92769 Q9Y618,Alzheimer's disease
CHEMBL3883321,HDAC2,P08913 P35372,Q92769,Alzheimer's disease
CHEMBL3301384,CHEMBL3885591,P51681 P35372,Q92769 Q9Y618,Alzheimer's disease
CHEMBL3301384,HDAC2,P51681 P35372,Q92769,Alzheimer's disease
OPRM1,CHEMBL3885591,P35372,Q92769 Q9Y618,Alzheimer's disease
OPRM1,HDAC2,P35372,Q92769,Alzheimer's disease
CHEMBL3885538,ARRB1,P21554 P35372,P49407,Alzheimer's disease
CHEMBL3883321,ARRB1,P08913 P35372,P49407,Alzheimer's disease
OPRM1,ARRB1,P35372,P49407,Alzheimer's disease
CHEMBL3885538,MECP2,P21554 P35372,P51608,Alzheimer's disease
CHEMBL3883321,MECP2,P08913 P35372,P51608,Alzheimer's disease
CHEMBL3301384,MECP2,P51681 P35372,P51608,Alzheimer's disease
OPRM1,MECP2,P35372,P51608,Alzheimer's disease
CHEMBL3885538,PDYN,P21554 P35372,P01213,Alzheimer's disease
CHEMBL3883321,PDYN,P08913 P35372,P01213,Alzheimer's disease
