Prot_A,Prot_B,uniprotID_Prot_A,uniprotID_Prot_B,Disease
CHEMBL3038452,CHEMBL3038456,Q9UGI9 Q9Y478 Q13131,P54646 O43741 P54619,Alzheimer's disease
CHEMBL3038452,CHEMBL3038453,Q9UGI9 Q9Y478 Q13131,O43741 P54619 Q13131,Alzheimer's disease
CHEMBL3038452,PRKAB2,Q9UGI9 Q9Y478 Q13131,O43741,Alzheimer's disease
CHEMBL3038451,CHEMBL4106163,Q9UGJ0 Q9Y478 Q13131,O43741 Q9UGJ0 Q13131,Alzheimer's disease
CHEMBL3038451,CHEMBL4106162,Q9UGJ0 Q9Y478 Q13131,O43741 Q13131 Q9UGI9,Alzheimer's disease
CHEMBL3038451,CHEMBL4106158,Q9UGJ0 Q9Y478 Q13131,P54646 O43741 Q9UGJ0,Alzheimer's disease
CHEMBL3038451,CHEMBL3038457,Q9UGJ0 Q9Y478 Q13131,P54646 O43741 Q9UGI9,Alzheimer's disease
CHEMBL3038451,CHEMBL3038456,Q9UGJ0 Q9Y478 Q13131,P54646 O43741 P54619,Alzheimer's disease
CHEMBL3038451,CHEMBL3038453,Q9UGJ0 Q9Y478 Q13131,O43741 P54619 Q13131,Alzheimer's disease
CHEMBL3038451,PRKAB2,Q9UGJ0 Q9Y478 Q13131,O43741,Alzheimer's disease
CHEMBL2111345,CHEMBL4106163,Q9Y478 P54619 Q13131,O43741 Q9UGJ0 Q13131,Alzheimer's disease
CHEMBL2111345,CHEMBL4106162,Q9Y478 P54619 Q13131,O43741 Q13131 Q9UGI9,Alzheimer's disease
CHEMBL2111345,CHEMBL4106158,Q9Y478 P54619 Q13131,P54646 O43741 Q9UGJ0,Alzheimer's disease
CHEMBL2111345,CHEMBL3038457,Q9Y478 P54619 Q13131,P54646 O43741 Q9UGI9,Alzheimer's disease
CHEMBL2111345,CHEMBL3038456,Q9Y478 P54619 Q13131,P54646 O43741 P54619,Alzheimer's disease
CHEMBL2111345,CHEMBL3038453,Q9Y478 P54619 Q13131,O43741 P54619 Q13131,Alzheimer's disease
CHEMBL2111345,PRKAB2,Q9Y478 P54619 Q13131,O43741,Alzheimer's disease
CHEMBL4106159,CHEMBL3038452,P54646 Q9Y478 Q9UGI9,Q9UGI9 Q9Y478 Q13131,Alzheimer's disease
CHEMBL4106159,PRKAG3,P54646 Q9Y478 Q9UGI9,Q9UGI9,Alzheimer's disease
CHEMBL3885504,CHEMBL4106159,P54646 Q9UGJ0 Q9Y478,P54646 Q9Y478 Q9UGI9,Alzheimer's disease
CHEMBL3885504,CHEMBL3038452,P54646 Q9UGJ0 Q9Y478,Q9UGI9 Q9Y478 Q13131,Alzheimer's disease
CHEMBL3885504,PRKAG3,P54646 Q9UGJ0 Q9Y478,Q9UGI9,Alzheimer's disease
PRKAB1,CHEMBL4106159,Q9Y478,P54646 Q9Y478 Q9UGI9,Alzheimer's disease
PRKAB1,CHEMBL3038452,Q9Y478,Q9UGI9 Q9Y478 Q13131,Alzheimer's disease
PRKAB1,PRKAG3,Q9Y478,Q9UGI9,Alzheimer's disease
CHEMBL3038455,CHEMBL4106159,P54646 P54619 Q9Y478,P54646 Q9Y478 Q9UGI9,Alzheimer's disease
CHEMBL3038455,CHEMBL3038452,P54646 P54619 Q9Y478,Q9UGI9 Q9Y478 Q13131,Alzheimer's disease
CHEMBL3038455,PRKAG3,P54646 P54619 Q9Y478,Q9UGI9,Alzheimer's disease
CHEMBL3038452,PRKAG3,Q9UGI9 Q9Y478 Q13131,Q9UGI9,Alzheimer's disease
CHEMBL3038451,CHEMBL4106159,Q9UGJ0 Q9Y478 Q13131,P54646 Q9Y478 Q9UGI9,Alzheimer's disease
CHEMBL3038451,CHEMBL3038452,Q9UGJ0 Q9Y478 Q13131,Q9UGI9 Q9Y478 Q13131,Alzheimer's disease
CHEMBL3038451,PRKAG3,Q9UGJ0 Q9Y478 Q13131,Q9UGI9,Alzheimer's disease
CHEMBL2111345,CHEMBL4106159,Q9Y478 P54619 Q13131,P54646 Q9Y478 Q9UGI9,Alzheimer's disease
CHEMBL2111345,CHEMBL3038452,Q9Y478 P54619 Q13131,Q9UGI9 Q9Y478 Q13131,Alzheimer's disease
CHEMBL2111345,PRKAG3,Q9Y478 P54619 Q13131,Q9UGI9,Alzheimer's disease
CHEMBL4106159,PRKAG1,P54646 Q9Y478 Q9UGI9,P54619,Alzheimer's disease
CHEMBL3885504,CHEMBL3038455,P54646 Q9UGJ0 Q9Y478,P54646 P54619 Q9Y478,Alzheimer's disease
CHEMBL3885504,PRKAG1,P54646 Q9UGJ0 Q9Y478,P54619,Alzheimer's disease
CHEMBL3885504,CHEMBL2111345,P54646 Q9UGJ0 Q9Y478,Q9Y478 P54619 Q13131,Alzheimer's disease
PRKAB1,CHEMBL3038455,Q9Y478,P54646 P54619 Q9Y478,Alzheimer's disease
PRKAB1,PRKAG1,Q9Y478,P54619,Alzheimer's disease
PRKAB1,CHEMBL2111345,Q9Y478,Q9Y478 P54619 Q13131,Alzheimer's disease
CHEMBL3038455,PRKAG1,P54646 P54619 Q9Y478,P54619,Alzheimer's disease
CHEMBL3038455,CHEMBL2111345,P54646 P54619 Q9Y478,Q9Y478 P54619 Q13131,Alzheimer's disease
CHEMBL3038452,PRKAG1,Q9UGI9 Q9Y478 Q13131,P54619,Alzheimer's disease
CHEMBL3038451,CHEMBL3038455,Q9UGJ0 Q9Y478 Q13131,P54646 P54619 Q9Y478,Alzheimer's disease
CHEMBL3038451,PRKAG1,Q9UGJ0 Q9Y478 Q13131,P54619,Alzheimer's disease
CHEMBL3038451,CHEMBL2111345,Q9UGJ0 Q9Y478 Q13131,Q9Y478 P54619 Q13131,Alzheimer's disease
CHEMBL2111345,PRKAG1,Q9Y478 P54619 Q13131,P54619,Alzheimer's disease
CHEMBL4106159,PRKAA1,P54646 Q9Y478 Q9UGI9,Q13131,Alzheimer's disease
CHEMBL4106159,CHEMBL3038454,P54646 Q9Y478 Q9UGI9,P54646 Q13131,Alzheimer's disease
CHEMBL3885504,PRKAA1,P54646 Q9UGJ0 Q9Y478,Q13131,Alzheimer's disease
CHEMBL3885504,CHEMBL3038454,P54646 Q9UGJ0 Q9Y478,P54646 Q13131,Alzheimer's disease
CHEMBL3885504,CHEMBL3038451,P54646 Q9UGJ0 Q9Y478,Q9UGJ0 Q9Y478 Q13131,Alzheimer's disease
PRKAB1,PRKAA1,Q9Y478,Q13131,Alzheimer's disease
PRKAB1,CHEMBL3038454,Q9Y478,P54646 Q13131,Alzheimer's disease
PRKAB1,CHEMBL3038451,Q9Y478,Q9UGJ0 Q9Y478 Q13131,Alzheimer's disease
CHEMBL3038455,PRKAA1,P54646 P54619 Q9Y478,Q13131,Alzheimer's disease
CHEMBL3038455,CHEMBL3038454,P54646 P54619 Q9Y478,P54646 Q13131,Alzheimer's disease
CHEMBL3038452,PRKAA1,Q9UGI9 Q9Y478 Q13131,Q13131,Alzheimer's disease
CHEMBL3038452,CHEMBL3038454,Q9UGI9 Q9Y478 Q13131,P54646 Q13131,Alzheimer's disease
CHEMBL3038451,PRKAA1,Q9UGJ0 Q9Y478 Q13131,Q13131,Alzheimer's disease
CHEMBL3038451,CHEMBL3038454,Q9UGJ0 Q9Y478 Q13131,P54646 Q13131,Alzheimer's disease
CHEMBL2111345,PRKAA1,Q9Y478 P54619 Q13131,Q13131,Alzheimer's disease
CHEMBL2111345,CHEMBL3038454,Q9Y478 P54619 Q13131,P54646 Q13131,Alzheimer's disease
CHEMBL4106159,PRKAA2,P54646 Q9Y478 Q9UGI9,P54646,Alzheimer's disease
CHEMBL3885504,PRKAA2,P54646 Q9UGJ0 Q9Y478,P54646,Alzheimer's disease
PRKAB1,CHEMBL3885504,Q9Y478,P54646 Q9UGJ0 Q9Y478,Alzheimer's disease
PRKAB1,PRKAA2,Q9Y478,P54646,Alzheimer's disease
CHEMBL3038455,PRKAA2,P54646 P54619 Q9Y478,P54646,Alzheimer's disease
CHEMBL3038452,PRKAA2,Q9UGI9 Q9Y478 Q13131,P54646,Alzheimer's disease
CHEMBL3038451,PRKAA2,Q9UGJ0 Q9Y478 Q13131,P54646,Alzheimer's disease
CHEMBL2111345,PRKAA2,Q9Y478 P54619 Q13131,P54646,Alzheimer's disease
CHEMBL4106159,PRKAG2,P54646 Q9Y478 Q9UGI9,Q9UGJ0,Alzheimer's disease
CHEMBL3885504,PRKAG2,P54646 Q9UGJ0 Q9Y478,Q9UGJ0,Alzheimer's disease
PRKAB1,PRKAG2,Q9Y478,Q9UGJ0,Alzheimer's disease
CHEMBL3038455,PRKAG2,P54646 P54619 Q9Y478,Q9UGJ0,Alzheimer's disease
CHEMBL3038452,PRKAG2,Q9UGI9 Q9Y478 Q13131,Q9UGJ0,Alzheimer's disease
CHEMBL3038451,PRKAG2,Q9UGJ0 Q9Y478 Q13131,Q9UGJ0,Alzheimer's disease
CHEMBL2111345,PRKAG2,Q9Y478 P54619 Q13131,Q9UGJ0,Alzheimer's disease
CHEMBL4106163,PIK3R4,O43741 Q9UGJ0 Q13131,Q99570,Alzheimer's disease
CHEMBL4106162,PIK3R4,O43741 Q13131 Q9UGI9,Q99570,Alzheimer's disease
CHEMBL4106158,PIK3R4,P54646 O43741 Q9UGJ0,Q99570,Alzheimer's disease
CHEMBL3038457,PIK3R4,P54646 O43741 Q9UGI9,Q99570,Alzheimer's disease
CHEMBL3038456,PIK3R4,P54646 O43741 P54619,Q99570,Alzheimer's disease
CHEMBL3038453,PIK3R4,O43741 P54619 Q13131,Q99570,Alzheimer's disease
PRKAB2,PIK3R4,O43741,Q99570,Alzheimer's disease
CHEMBL4106163,PPM1A,O43741 Q9UGJ0 Q13131,P35813,Alzheimer's disease
CHEMBL4106162,PPM1A,O43741 Q13131 Q9UGI9,P35813,Alzheimer's disease
CHEMBL4106158,PPM1A,P54646 O43741 Q9UGJ0,P35813,Alzheimer's disease
CHEMBL3038457,PPM1A,P54646 O43741 Q9UGI9,P35813,Alzheimer's disease
CHEMBL3038456,PPM1A,P54646 O43741 P54619,P35813,Alzheimer's disease
CHEMBL3038453,PPM1A,O43741 P54619 Q13131,P35813,Alzheimer's disease
PRKAB2,PPM1A,O43741,P35813,Alzheimer's disease
CHEMBL4106163,RHEB,O43741 Q9UGJ0 Q13131,Q15382,Alzheimer's disease
CHEMBL4106162,RHEB,O43741 Q13131 Q9UGI9,Q15382,Alzheimer's disease
CHEMBL4106158,RHEB,P54646 O43741 Q9UGJ0,Q15382,Alzheimer's disease
CHEMBL3038457,RHEB,P54646 O43741 Q9UGI9,Q15382,Alzheimer's disease
CHEMBL3038456,RHEB,P54646 O43741 P54619,Q15382,Alzheimer's disease
CHEMBL3038453,RHEB,O43741 P54619 Q13131,Q15382,Alzheimer's disease
PRKAB2,RHEB,O43741,Q15382,Alzheimer's disease
CHEMBL4106163,BECN1,O43741 Q9UGJ0 Q13131,Q14457,Alzheimer's disease
CHEMBL4106162,BECN1,O43741 Q13131 Q9UGI9,Q14457,Alzheimer's disease
CHEMBL4106158,BECN1,P54646 O43741 Q9UGJ0,Q14457,Alzheimer's disease
CHEMBL3038457,BECN1,P54646 O43741 Q9UGI9,Q14457,Alzheimer's disease
CHEMBL3038456,BECN1,P54646 O43741 P54619,Q14457,Alzheimer's disease
CHEMBL3038453,BECN1,O43741 P54619 Q13131,Q14457,Alzheimer's disease
PRKAB2,BECN1,O43741,Q14457,Alzheimer's disease
CHEMBL4106163,PIK3C3,O43741 Q9UGJ0 Q13131,Q8NEB9,Alzheimer's disease
CHEMBL4106162,PIK3C3,O43741 Q13131 Q9UGI9,Q8NEB9,Alzheimer's disease
CHEMBL4106158,PIK3C3,P54646 O43741 Q9UGJ0,Q8NEB9,Alzheimer's disease
CHEMBL3038457,PIK3C3,P54646 O43741 Q9UGI9,Q8NEB9,Alzheimer's disease
CHEMBL3038456,PIK3C3,P54646 O43741 P54619,Q8NEB9,Alzheimer's disease
CHEMBL3038453,PIK3C3,O43741 P54619 Q13131,Q8NEB9,Alzheimer's disease
PRKAB2,PIK3C3,O43741,Q8NEB9,Alzheimer's disease
CHEMBL4106163,ACACA,O43741 Q9UGJ0 Q13131,Q13085,Alzheimer's disease
CHEMBL4106162,ACACA,O43741 Q13131 Q9UGI9,Q13085,Alzheimer's disease
CHEMBL4106158,ACACA,P54646 O43741 Q9UGJ0,Q13085,Alzheimer's disease
CHEMBL3038457,ACACA,P54646 O43741 Q9UGI9,Q13085,Alzheimer's disease
CHEMBL3038456,ACACA,P54646 O43741 P54619,Q13085,Alzheimer's disease
CHEMBL3038453,ACACA,O43741 P54619 Q13131,Q13085,Alzheimer's disease
PRKAB2,ACACA,O43741,Q13085,Alzheimer's disease
CHEMBL4106163,TP53,O43741 Q9UGJ0 Q13131,P04637,Alzheimer's disease
CHEMBL4106162,TP53,O43741 Q13131 Q9UGI9,P04637,Alzheimer's disease
CHEMBL4106158,TP53,P54646 O43741 Q9UGJ0,P04637,Alzheimer's disease
CHEMBL3038457,TP53,P54646 O43741 Q9UGI9,P04637,Alzheimer's disease
CHEMBL3038456,TP53,P54646 O43741 P54619,P04637,Alzheimer's disease
CHEMBL3038453,TP53,O43741 P54619 Q13131,P04637,Alzheimer's disease
PRKAB2,TP53,O43741,P04637,Alzheimer's disease
CHEMBL4106163,CHEMBL4523999,O43741 Q9UGJ0 Q13131,Q6R327 Q9BPZ7 P42345 Q9BVC4,Alzheimer's disease
CHEMBL4106163,CHEMBL4296662,O43741 Q9UGJ0 Q13131,P68106 P62942 P42345,Alzheimer's disease
CHEMBL4106163,CHEMBL4296661,O43741 Q9UGJ0 Q13131,Q8N122 Q9BVC4 P42345,Alzheimer's disease
CHEMBL4106163,MTOR,O43741 Q9UGJ0 Q13131,P42345,Alzheimer's disease
CHEMBL4106163,CHEMBL2221341,O43741 Q9UGJ0 Q13131,P62942 P42345,Alzheimer's disease
CHEMBL4106162,CHEMBL4523999,O43741 Q13131 Q9UGI9,Q6R327 Q9BPZ7 P42345 Q9BVC4,Alzheimer's disease
CHEMBL4106162,CHEMBL4296662,O43741 Q13131 Q9UGI9,P68106 P62942 P42345,Alzheimer's disease
CHEMBL4106162,CHEMBL4296661,O43741 Q13131 Q9UGI9,Q8N122 Q9BVC4 P42345,Alzheimer's disease
CHEMBL4106162,MTOR,O43741 Q13131 Q9UGI9,P42345,Alzheimer's disease
CHEMBL4106162,CHEMBL2221341,O43741 Q13131 Q9UGI9,P62942 P42345,Alzheimer's disease
CHEMBL4106158,CHEMBL4523999,P54646 O43741 Q9UGJ0,Q6R327 Q9BPZ7 P42345 Q9BVC4,Alzheimer's disease
CHEMBL4106158,CHEMBL4296662,P54646 O43741 Q9UGJ0,P68106 P62942 P42345,Alzheimer's disease
CHEMBL4106158,CHEMBL4296661,P54646 O43741 Q9UGJ0,Q8N122 Q9BVC4 P42345,Alzheimer's disease
CHEMBL4106158,MTOR,P54646 O43741 Q9UGJ0,P42345,Alzheimer's disease
CHEMBL4106158,CHEMBL2221341,P54646 O43741 Q9UGJ0,P62942 P42345,Alzheimer's disease
CHEMBL3038457,CHEMBL4523999,P54646 O43741 Q9UGI9,Q6R327 Q9BPZ7 P42345 Q9BVC4,Alzheimer's disease
CHEMBL3038457,CHEMBL4296662,P54646 O43741 Q9UGI9,P68106 P62942 P42345,Alzheimer's disease
CHEMBL3038457,CHEMBL4296661,P54646 O43741 Q9UGI9,Q8N122 Q9BVC4 P42345,Alzheimer's disease
CHEMBL3038457,MTOR,P54646 O43741 Q9UGI9,P42345,Alzheimer's disease
CHEMBL3038457,CHEMBL2221341,P54646 O43741 Q9UGI9,P62942 P42345,Alzheimer's disease
CHEMBL3038456,CHEMBL4523999,P54646 O43741 P54619,Q6R327 Q9BPZ7 P42345 Q9BVC4,Alzheimer's disease
CHEMBL3038456,CHEMBL4296662,P54646 O43741 P54619,P68106 P62942 P42345,Alzheimer's disease
CHEMBL3038456,CHEMBL4296661,P54646 O43741 P54619,Q8N122 Q9BVC4 P42345,Alzheimer's disease
CHEMBL3038456,MTOR,P54646 O43741 P54619,P42345,Alzheimer's disease
CHEMBL3038456,CHEMBL2221341,P54646 O43741 P54619,P62942 P42345,Alzheimer's disease
CHEMBL3038453,CHEMBL4523999,O43741 P54619 Q13131,Q6R327 Q9BPZ7 P42345 Q9BVC4,Alzheimer's disease
CHEMBL3038453,CHEMBL4296662,O43741 P54619 Q13131,P68106 P62942 P42345,Alzheimer's disease
CHEMBL3038453,CHEMBL4296661,O43741 P54619 Q13131,Q8N122 Q9BVC4 P42345,Alzheimer's disease
CHEMBL3038453,MTOR,O43741 P54619 Q13131,P42345,Alzheimer's disease
CHEMBL3038453,CHEMBL2221341,O43741 P54619 Q13131,P62942 P42345,Alzheimer's disease
PRKAB2,CHEMBL4523999,O43741,Q6R327 Q9BPZ7 P42345 Q9BVC4,Alzheimer's disease
PRKAB2,CHEMBL4296662,O43741,P68106 P62942 P42345,Alzheimer's disease
PRKAB2,CHEMBL4296661,O43741,Q8N122 Q9BVC4 P42345,Alzheimer's disease
PRKAB2,MTOR,O43741,P42345,Alzheimer's disease
PRKAB2,CHEMBL2221341,O43741,P62942 P42345,Alzheimer's disease
CHEMBL4106163,CHEMBL3885534,O43741 Q9UGJ0 Q13131,Q9Y376 Q15831 Q7RTN6,Alzheimer's disease
CHEMBL4106163,CAB39,O43741 Q9UGJ0 Q13131,Q9Y376,Alzheimer's disease
CHEMBL4106162,CHEMBL3885534,O43741 Q13131 Q9UGI9,Q9Y376 Q15831 Q7RTN6,Alzheimer's disease
CHEMBL4106162,CAB39,O43741 Q13131 Q9UGI9,Q9Y376,Alzheimer's disease
CHEMBL4106158,CHEMBL3885534,P54646 O43741 Q9UGJ0,Q9Y376 Q15831 Q7RTN6,Alzheimer's disease
CHEMBL4106158,CAB39,P54646 O43741 Q9UGJ0,Q9Y376,Alzheimer's disease
CHEMBL3038457,CHEMBL3885534,P54646 O43741 Q9UGI9,Q9Y376 Q15831 Q7RTN6,Alzheimer's disease
CHEMBL3038457,CAB39,P54646 O43741 Q9UGI9,Q9Y376,Alzheimer's disease
CHEMBL3038456,CHEMBL3885534,P54646 O43741 P54619,Q9Y376 Q15831 Q7RTN6,Alzheimer's disease
CHEMBL3038456,CAB39,P54646 O43741 P54619,Q9Y376,Alzheimer's disease
CHEMBL3038453,CHEMBL3885534,O43741 P54619 Q13131,Q9Y376 Q15831 Q7RTN6,Alzheimer's disease
CHEMBL3038453,CAB39,O43741 P54619 Q13131,Q9Y376,Alzheimer's disease
PRKAB2,CHEMBL3885534,O43741,Q9Y376 Q15831 Q7RTN6,Alzheimer's disease
PRKAB2,CAB39,O43741,Q9Y376,Alzheimer's disease
CHEMBL4106163,RPTOR,O43741 Q9UGJ0 Q13131,Q8N122,Alzheimer's disease
CHEMBL4106162,RPTOR,O43741 Q13131 Q9UGI9,Q8N122,Alzheimer's disease
CHEMBL4106158,RPTOR,P54646 O43741 Q9UGJ0,Q8N122,Alzheimer's disease
CHEMBL3038457,RPTOR,P54646 O43741 Q9UGI9,Q8N122,Alzheimer's disease
CHEMBL3038456,RPTOR,P54646 O43741 P54619,Q8N122,Alzheimer's disease
CHEMBL3038453,RPTOR,O43741 P54619 Q13131,Q8N122,Alzheimer's disease
PRKAB2,RPTOR,O43741,Q8N122,Alzheimer's disease
CHEMBL4106163,STK11,O43741 Q9UGJ0 Q13131,Q15831,Alzheimer's disease
CHEMBL4106162,STK11,O43741 Q13131 Q9UGI9,Q15831,Alzheimer's disease
CHEMBL4106158,STK11,P54646 O43741 Q9UGJ0,Q15831,Alzheimer's disease
CHEMBL3038457,STK11,P54646 O43741 Q9UGI9,Q15831,Alzheimer's disease
CHEMBL3038456,STK11,P54646 O43741 P54619,Q15831,Alzheimer's disease
CHEMBL3038453,STK11,O43741 P54619 Q13131,Q15831,Alzheimer's disease
PRKAB2,STK11,O43741,Q15831,Alzheimer's disease
CHEMBL4106163,CAMKK2,O43741 Q9UGJ0 Q13131,Q96RR4,Alzheimer's disease
CHEMBL4106162,CAMKK2,O43741 Q13131 Q9UGI9,Q96RR4,Alzheimer's disease
CHEMBL4106158,CAMKK2,P54646 O43741 Q9UGJ0,Q96RR4,Alzheimer's disease
CHEMBL3038457,CAMKK2,P54646 O43741 Q9UGI9,Q96RR4,Alzheimer's disease
CHEMBL3038456,CAMKK2,P54646 O43741 P54619,Q96RR4,Alzheimer's disease
CHEMBL3038453,CAMKK2,O43741 P54619 Q13131,Q96RR4,Alzheimer's disease
PRKAB2,CAMKK2,O43741,Q96RR4,Alzheimer's disease
CHEMBL4106163,CHEMBL4106162,O43741 Q9UGJ0 Q13131,O43741 Q13131 Q9UGI9,Alzheimer's disease
CHEMBL4106163,CHEMBL3038457,O43741 Q9UGJ0 Q13131,P54646 O43741 Q9UGI9,Alzheimer's disease
CHEMBL4106163,PRKAG3,O43741 Q9UGJ0 Q13131,Q9UGI9,Alzheimer's disease
CHEMBL4106162,CHEMBL3038457,O43741 Q13131 Q9UGI9,P54646 O43741 Q9UGI9,Alzheimer's disease
CHEMBL4106162,PRKAG3,O43741 Q13131 Q9UGI9,Q9UGI9,Alzheimer's disease
CHEMBL4106158,CHEMBL4106162,P54646 O43741 Q9UGJ0,O43741 Q13131 Q9UGI9,Alzheimer's disease
CHEMBL4106158,CHEMBL3038457,P54646 O43741 Q9UGJ0,P54646 O43741 Q9UGI9,Alzheimer's disease
CHEMBL4106158,PRKAG3,P54646 O43741 Q9UGJ0,Q9UGI9,Alzheimer's disease
CHEMBL3038457,PRKAG3,P54646 O43741 Q9UGI9,Q9UGI9,Alzheimer's disease
CHEMBL3038456,CHEMBL4106162,P54646 O43741 P54619,O43741 Q13131 Q9UGI9,Alzheimer's disease
CHEMBL3038456,CHEMBL3038457,P54646 O43741 P54619,P54646 O43741 Q9UGI9,Alzheimer's disease
CHEMBL3038456,PRKAG3,P54646 O43741 P54619,Q9UGI9,Alzheimer's disease
CHEMBL3038453,CHEMBL4106162,O43741 P54619 Q13131,O43741 Q13131 Q9UGI9,Alzheimer's disease
CHEMBL3038453,CHEMBL3038457,O43741 P54619 Q13131,P54646 O43741 Q9UGI9,Alzheimer's disease
CHEMBL3038453,PRKAG3,O43741 P54619 Q13131,Q9UGI9,Alzheimer's disease
PRKAB2,CHEMBL4106162,O43741,O43741 Q13131 Q9UGI9,Alzheimer's disease
PRKAB2,CHEMBL3038457,O43741,P54646 O43741 Q9UGI9,Alzheimer's disease
PRKAB2,PRKAG3,O43741,Q9UGI9,Alzheimer's disease
CHEMBL4106163,CHEMBL3038456,O43741 Q9UGJ0 Q13131,P54646 O43741 P54619,Alzheimer's disease
CHEMBL4106163,CHEMBL3038453,O43741 Q9UGJ0 Q13131,O43741 P54619 Q13131,Alzheimer's disease
CHEMBL4106163,PRKAG1,O43741 Q9UGJ0 Q13131,P54619,Alzheimer's disease
CHEMBL4106162,PRKAG1,O43741 Q13131 Q9UGI9,P54619,Alzheimer's disease
CHEMBL4106158,CHEMBL3038456,P54646 O43741 Q9UGJ0,P54646 O43741 P54619,Alzheimer's disease
CHEMBL4106158,CHEMBL3038453,P54646 O43741 Q9UGJ0,O43741 P54619 Q13131,Alzheimer's disease
CHEMBL4106158,PRKAG1,P54646 O43741 Q9UGJ0,P54619,Alzheimer's disease
CHEMBL3038457,PRKAG1,P54646 O43741 Q9UGI9,P54619,Alzheimer's disease
CHEMBL3038456,CHEMBL3038453,P54646 O43741 P54619,O43741 P54619 Q13131,Alzheimer's disease
CHEMBL3038456,PRKAG1,P54646 O43741 P54619,P54619,Alzheimer's disease
CHEMBL3038453,PRKAG1,O43741 P54619 Q13131,P54619,Alzheimer's disease
PRKAB2,CHEMBL3038456,O43741,P54646 O43741 P54619,Alzheimer's disease
PRKAB2,CHEMBL3038453,O43741,O43741 P54619 Q13131,Alzheimer's disease
PRKAB2,PRKAG1,O43741,P54619,Alzheimer's disease
CHEMBL4106163,PRKAA1,O43741 Q9UGJ0 Q13131,Q13131,Alzheimer's disease
CHEMBL4106163,CHEMBL3038454,O43741 Q9UGJ0 Q13131,P54646 Q13131,Alzheimer's disease
CHEMBL4106162,PRKAA1,O43741 Q13131 Q9UGI9,Q13131,Alzheimer's disease
CHEMBL4106162,CHEMBL3038454,O43741 Q13131 Q9UGI9,P54646 Q13131,Alzheimer's disease
CHEMBL4106158,CHEMBL4106163,P54646 O43741 Q9UGJ0,O43741 Q9UGJ0 Q13131,Alzheimer's disease
CHEMBL4106158,PRKAA1,P54646 O43741 Q9UGJ0,Q13131,Alzheimer's disease
CHEMBL4106158,CHEMBL3038454,P54646 O43741 Q9UGJ0,P54646 Q13131,Alzheimer's disease
CHEMBL3038457,PRKAA1,P54646 O43741 Q9UGI9,Q13131,Alzheimer's disease
CHEMBL3038457,CHEMBL3038454,P54646 O43741 Q9UGI9,P54646 Q13131,Alzheimer's disease
CHEMBL3038456,PRKAA1,P54646 O43741 P54619,Q13131,Alzheimer's disease
CHEMBL3038456,CHEMBL3038454,P54646 O43741 P54619,P54646 Q13131,Alzheimer's disease
CHEMBL3038453,PRKAA1,O43741 P54619 Q13131,Q13131,Alzheimer's disease
CHEMBL3038453,CHEMBL3038454,O43741 P54619 Q13131,P54646 Q13131,Alzheimer's disease
PRKAB2,CHEMBL4106163,O43741,O43741 Q9UGJ0 Q13131,Alzheimer's disease
PRKAB2,PRKAA1,O43741,Q13131,Alzheimer's disease
PRKAB2,CHEMBL3038454,O43741,P54646 Q13131,Alzheimer's disease
CHEMBL4106163,PRKAA2,O43741 Q9UGJ0 Q13131,P54646,Alzheimer's disease
CHEMBL4106162,PRKAA2,O43741 Q13131 Q9UGI9,P54646,Alzheimer's disease
CHEMBL4106158,PRKAA2,P54646 O43741 Q9UGJ0,P54646,Alzheimer's disease
CHEMBL3038457,PRKAA2,P54646 O43741 Q9UGI9,P54646,Alzheimer's disease
CHEMBL3038456,PRKAA2,P54646 O43741 P54619,P54646,Alzheimer's disease
CHEMBL3038453,PRKAA2,O43741 P54619 Q13131,P54646,Alzheimer's disease
PRKAB2,CHEMBL4106158,O43741,P54646 O43741 Q9UGJ0,Alzheimer's disease
PRKAB2,PRKAA2,O43741,P54646,Alzheimer's disease
CHEMBL4106163,PRKAG2,O43741 Q9UGJ0 Q13131,Q9UGJ0,Alzheimer's disease
CHEMBL4106162,PRKAG2,O43741 Q13131 Q9UGI9,Q9UGJ0,Alzheimer's disease
CHEMBL4106158,PRKAG2,P54646 O43741 Q9UGJ0,Q9UGJ0,Alzheimer's disease
CHEMBL3038457,PRKAG2,P54646 O43741 Q9UGI9,Q9UGJ0,Alzheimer's disease
CHEMBL3038456,PRKAG2,P54646 O43741 P54619,Q9UGJ0,Alzheimer's disease
CHEMBL3038453,PRKAG2,O43741 P54619 Q13131,Q9UGJ0,Alzheimer's disease
PRKAB2,PRKAG2,O43741,Q9UGJ0,Alzheimer's disease
CHEMBL3885534,PRKAG3,Q9Y376 Q15831 Q7RTN6,Q9UGI9,Alzheimer's disease
CAB39,PRKAG3,Q9Y376,Q9UGI9,Alzheimer's disease
CHEMBL3885534,PRKAG1,Q9Y376 Q15831 Q7RTN6,P54619,Alzheimer's disease
CAB39,PRKAG1,Q9Y376,P54619,Alzheimer's disease
CHEMBL3885534,PRKAG2,Q9Y376 Q15831 Q7RTN6,Q9UGJ0,Alzheimer's disease
CAB39,PRKAG2,Q9Y376,Q9UGJ0,Alzheimer's disease
CHEMBL3885534,CHEMBL3038454,Q9Y376 Q15831 Q7RTN6,P54646 Q13131,Alzheimer's disease
CHEMBL3885534,PRKAA2,Q9Y376 Q15831 Q7RTN6,P54646,Alzheimer's disease
CAB39,CHEMBL3038454,Q9Y376,P54646 Q13131,Alzheimer's disease
