Prot_A,Prot_B,score,Disease
ACAT1,ACAA1,0.946,Alzheimer's Disease
ACAT1,ACAT2,0.95,Alzheimer's Disease
ACAT1,ACAA2,0.963,Alzheimer's Disease
ACAT1,ACSS1,0.964,Alzheimer's Disease
ACAT1,ACOX1,0.968,Alzheimer's Disease
ACAT1,ECI2,0.979,Alzheimer's Disease
ACAT1,HADHA,0.994,Alzheimer's Disease
ACAA2,ACAT2,0.922,Alzheimer's Disease
ACAA2,ACSS1,0.937,Alzheimer's Disease
ACAA2,ECHDC1,0.957,Alzheimer's Disease
ACAA2,PCCB,0.962,Alzheimer's Disease
ACOX1,PCCB,0.952,Alzheimer's Disease
ACOX1,ACSS1,0.956,Alzheimer's Disease
ACOX1,ACAT2,0.965,Alzheimer's Disease
ACOX1,ECHDC1,0.966,Alzheimer's Disease
ACOX1,SCP2,0.984,Alzheimer's Disease
ACOX1,HSD17B4,0.998,Alzheimer's Disease
ACSS1,ACAA1,0.911,Alzheimer's Disease
ACSS1,HADHB,0.931,Alzheimer's Disease
ACSS1,PCCB,0.935,Alzheimer's Disease
ACSS1,ECHDC1,0.942,Alzheimer's Disease
ACSS1,ACAT2,0.954,Alzheimer's Disease
HADHB,ACAT2,0.93,Alzheimer's Disease
HADHB,ECHDC1,0.939,Alzheimer's Disease
HADHB,PCCB,0.966,Alzheimer's Disease
ACAA1,ACAT2,0.923,Alzheimer's Disease
ACAA1,ECHDC1,0.954,Alzheimer's Disease
ACAA1,PCCB,0.955,Alzheimer's Disease
ACAA1,SCP2,0.982,Alzheimer's Disease
ACAA1,HSD17B4,0.999,Alzheimer's Disease
ACAT2,HADHA,0.974,Alzheimer's Disease
ACAT2,ECI2,0.981,Alzheimer's Disease
SCP2,ECI2,0.961,Alzheimer's Disease
SCP2,HSD17B4,0.986,Alzheimer's Disease
PCCB,ECHDC1,0.948,Alzheimer's Disease
ACAT1,ACOX3,0.962,Alzheimer's Disease
ACSS1,ACOX3,0.954,Alzheimer's Disease
ACOX3,PCCB,0.946,Alzheimer's Disease
ACOX3,ECHDC1,0.954,Alzheimer's Disease
ACOX3,ACAT2,0.957,Alzheimer's Disease
ACOX3,SCP2,0.978,Alzheimer's Disease
ACOX3,HSD17B4,0.989,Alzheimer's Disease
ACSBG1,LPL,0.816,Alzheimer's Disease
ACSBG1,MGLL,0.817,Alzheimer's Disease
ACSBG1,PPT1,0.837,Alzheimer's Disease
LIPG,LPL,0.907,Alzheimer's Disease
LIPG,LIPC,0.91,Alzheimer's Disease
LIPG,MGLL,0.926,Alzheimer's Disease
LIPG,PNPLA2,0.928,Alzheimer's Disease
MGLL,ACSL3,0.866,Alzheimer's Disease
MGLL,ACSL4,0.868,Alzheimer's Disease
MGLL,LIPC,0.934,Alzheimer's Disease
CPT1A,CPT1C,0.906,Alzheimer's Disease
LIPC,PNPLA2,0.956,Alzheimer's Disease
LIPC,LPL,0.957,Alzheimer's Disease
ACSL4,PPT1,0.845,Alzheimer's Disease
ACSL4,LPL,0.905,Alzheimer's Disease
ACSL3,PPT1,0.841,Alzheimer's Disease
ACSL3,LPL,0.914,Alzheimer's Disease
WASL,ARPC5L,0.96,Alzheimer's Disease
WASL,ACTA1,0.963,Alzheimer's Disease
WASL,ACTB,0.979,Alzheimer's Disease
WASL,ARPC1A,0.98,Alzheimer's Disease
WASL,ARPC4,0.994,Alzheimer's Disease
WASL,ARPC1B,0.999,Alzheimer's Disease
WASL,ACTR2,0.999,Alzheimer's Disease
ARPC1A,NCKIPSD,0.892,Alzheimer's Disease
ARPC1A,WASF2,0.927,Alzheimer's Disease
ARPC1A,ACTB,0.947,Alzheimer's Disease
ARPC1A,WAS,0.966,Alzheimer's Disease
ARPC1A,ARPC1B,0.985,Alzheimer's Disease
ARPC1A,ACTR2,0.999,Alzheimer's Disease
ARPC1A,ARPC4,0.999,Alzheimer's Disease
ARPC1A,ARPC5L,0.999,Alzheimer's Disease
NCKIPSD,ARPC1B,0.91,Alzheimer's Disease
ARPC5L,WASF2,0.915,Alzheimer's Disease
ARPC5L,ACTB,0.945,Alzheimer's Disease
ARPC5L,WAS,0.955,Alzheimer's Disease
ARPC5L,ARPC1B,0.999,Alzheimer's Disease
ACTA1,ACTB,0.901,Alzheimer's Disease
ACTA1,WASF2,0.919,Alzheimer's Disease
ACTA1,ARPC4,0.933,Alzheimer's Disease
ACTA1,ARPC1B,0.939,Alzheimer's Disease
ACTA1,WAS,0.961,Alzheimer's Disease
ACTA1,ACTR2,0.976,Alzheimer's Disease
ACTA1,CFL1,0.978,Alzheimer's Disease
CTTN,ACTR2,0.973,Alzheimer's Disease
WAS,ACTB,0.954,Alzheimer's Disease
WAS,ARPC4,0.981,Alzheimer's Disease
WAS,ARPC1B,0.995,Alzheimer's Disease
WAS,ACTR2,0.999,Alzheimer's Disease
ACTR2,ACTB,0.968,Alzheimer's Disease
ACTR2,WASF2,0.988,Alzheimer's Disease
ACTR2,ARPC1B,0.999,Alzheimer's Disease
ARPC4,WASF2,0.921,Alzheimer's Disease
ARPC4,ACTB,0.961,Alzheimer's Disease
ARPC4,ARPC1B,0.999,Alzheimer's Disease
ARPC1B,WASF2,0.937,Alzheimer's Disease
ARPC1B,ACTB,0.958,Alzheimer's Disease
CFL1,ACTB,0.999,Alzheimer's Disease
WASF2,ACTB,0.941,Alzheimer's Disease
WASL,ACTG1,0.978,Alzheimer's Disease
ARPC1A,ACTG1,0.94,Alzheimer's Disease
ARPC5L,ACTG1,0.975,Alzheimer's Disease
ACTA1,ACTG1,0.92,Alzheimer's Disease
WAS,ACTG1,0.949,Alzheimer's Disease
ACTR2,ACTG1,0.949,Alzheimer's Disease
ARPC4,ACTG1,0.939,Alzheimer's Disease
ARPC1B,ACTG1,0.962,Alzheimer's Disease
ACTG1,WASF2,0.953,Alzheimer's Disease
ACTG1,ACTB,0.999,Alzheimer's Disease
AK1,ADK,0.967,Alzheimer's Disease
AK1,ADSL,0.968,Alzheimer's Disease
NT5E,AMPD1,0.87,Alzheimer's Disease
NT5E,AMPD3,0.882,Alzheimer's Disease
NT5E,AMPD2,0.885,Alzheimer's Disease
NT5E,ADSL,0.943,Alzheimer's Disease
NT5E,ADK,0.97,Alzheimer's Disease
NT5E,PNP,0.99,Alzheimer's Disease
AK7,ADK,0.94,Alzheimer's Disease
AK7,ADSL,0.961,Alzheimer's Disease
PDE7B,ADSL,0.9,Alzheimer's Disease
PDE7B,ADK,0.937,Alzheimer's Disease
PNP,ADK,0.986,Alzheimer's Disease
PNP,ADA,0.998,Alzheimer's Disease
ENTPD1,ADSL,0.905,Alzheimer's Disease
ENTPD1,AMPD1,0.922,Alzheimer's Disease
ENTPD1,AMPD3,0.926,Alzheimer's Disease
ENTPD1,AMPD2,0.932,Alzheimer's Disease
ENTPD1,ADK,0.959,Alzheimer's Disease
ADA,ADK,0.992,Alzheimer's Disease
AK4,ADK,0.949,Alzheimer's Disease
AK4,ADSL,0.965,Alzheimer's Disease
AMPD3,AMPD2,0.921,Alzheimer's Disease
AMPD3,AMPD1,0.934,Alzheimer's Disease
AMPD3,ADSL,0.973,Alzheimer's Disease
AMPD3,ADK,0.98,Alzheimer's Disease
AMPD1,AMPD2,0.956,Alzheimer's Disease
AMPD1,ADSL,0.973,Alzheimer's Disease
AMPD1,ADK,0.977,Alzheimer's Disease
ADK,AK2,0.972,Alzheimer's Disease
ADK,ADSL,0.977,Alzheimer's Disease
ADK,AMPD2,0.98,Alzheimer's Disease
ADSL,AK2,0.964,Alzheimer's Disease
ADSL,AMPD2,0.972,Alzheimer's Disease
GNAQ,CXCR2,0.953,Alzheimer's Disease
RHO,GNG2,0.908,Alzheimer's Disease
RHO,GNB1,0.992,Alzheimer's Disease
GRK2,CSNK1D,0.914,Alzheimer's Disease
CXCR2,GNG2,0.824,Alzheimer's Disease
CXCR2,GNB1,0.828,Alzheimer's Disease
NME3,AK2,0.816,Alzheimer's Disease
NME3,RRM1,0.816,Alzheimer's Disease
NME3,PKM,0.913,Alzheimer's Disease
NME3,ENTPD2,0.917,Alzheimer's Disease
NME3,NME2,0.967,Alzheimer's Disease
NME3,NME1,0.989,Alzheimer's Disease
RRM1,NME1,0.846,Alzheimer's Disease
RRM1,AK2,0.846,Alzheimer's Disease
RRM1,NME2,0.853,Alzheimer's Disease
RRM1,ENTPD2,0.919,Alzheimer's Disease
RRM1,PKM,0.928,Alzheimer's Disease
PKM,ENTPD2,0.905,Alzheimer's Disease
PKM,NME1,0.923,Alzheimer's Disease
PKM,NME2,0.925,Alzheimer's Disease
PKM,AK2,0.944,Alzheimer's Disease
NME1,AK2,0.807,Alzheimer's Disease
NME1,ENTPD2,0.903,Alzheimer's Disease
NME1,NME2,0.995,Alzheimer's Disease
ENTPD2,NME2,0.905,Alzheimer's Disease
ENTPD2,AK2,0.906,Alzheimer's Disease
TPK1,AK2,0.909,Alzheimer's Disease
NME2,AK2,0.849,Alzheimer's Disease
ATIC,AMPD3,0.947,Alzheimer's Disease
ATIC,AMPD2,0.951,Alzheimer's Disease
ATIC,HPRT1,0.958,Alzheimer's Disease
ATIC,AMPD1,0.968,Alzheimer's Disease
ATIC,GMPR,0.975,Alzheimer's Disease
ATIC,ADSL,0.999,Alzheimer's Disease
GDA,HPRT1,0.961,Alzheimer's Disease
GDA,PNP,0.991,Alzheimer's Disease
GMPR,AMPD1,0.954,Alzheimer's Disease
GMPR,AMPD2,0.956,Alzheimer's Disease
GMPR,AMPD3,0.958,Alzheimer's Disease
HPRT1,ADSL,0.935,Alzheimer's Disease
HPRT1,AMPD3,0.963,Alzheimer's Disease
HPRT1,AMPD1,0.963,Alzheimer's Disease
HPRT1,AMPD2,0.964,Alzheimer's Disease
HPRT1,PNP,0.989,Alzheimer's Disease
AK5,ADK,0.928,Alzheimer's Disease
AK5,ADSL,0.958,Alzheimer's Disease
RRAS2,BRAF,0.951,Alzheimer's Disease
RRAS2,ARAF,0.967,Alzheimer's Disease
RPA1,MRE11,0.953,Alzheimer's Disease
RPA1,ATR,0.983,Alzheimer's Disease
NBN,MRE11,0.999,Alzheimer's Disease
TP53,BLM,0.932,Alzheimer's Disease
ATM,MRE11,0.999,Alzheimer's Disease
MRE11,ATR,0.968,Alzheimer's Disease
MRE11,BLM,0.969,Alzheimer's Disease
MRE11,BRCA1,0.999,Alzheimer's Disease
ATR,BLM,0.962,Alzheimer's Disease
KIT,SHC3,0.925,Alzheimer's Disease
KIT,GAB2,0.932,Alzheimer's Disease
BCR,SHC3,0.901,Alzheimer's Disease
ABL1,PIK3R1,0.832,Alzheimer's Disease
BUB1B,ZWINT,0.996,Alzheimer's Disease
PLK1,ZWINT,0.93,Alzheimer's Disease
BUB1,ZWINT,0.991,Alzheimer's Disease
BUB1,BUB3,0.999,Alzheimer's Disease
CPX-3946,ZWINT,0.968,Alzheimer's Disease
AARS1,GARS1,0.983,Alzheimer's Disease
EEF1A1,CARS1,0.861,Alzheimer's Disease
IARS2,IARS1,0.935,Alzheimer's Disease
IARS1,GARS1,0.97,Alzheimer's Disease
IARS1,LARS1,0.999,Alzheimer's Disease
MCM7,CDC7,0.999,Alzheimer's Disease
CCND1,CDK1,0.998,Alzheimer's Disease
CCNB1,GADD45A,0.983,Alzheimer's Disease
GADD45A,CDK1,0.997,Alzheimer's Disease
CPX-3946,CDKN1A,0.853,Alzheimer's Disease
CCND1,CDC25A,0.97,Alzheimer's Disease
CDK4,CDC25A,0.979,Alzheimer's Disease
CCND2,CDC25A,0.955,Alzheimer's Disease
CDC25A,CCND3,0.953,Alzheimer's Disease
CPX-2556,HDAC2,0.976,Alzheimer's Disease
ENTPD3,CTPS1,0.928,Alzheimer's Disease
ENTPD3,ENTPD5,0.948,Alzheimer's Disease
RPL5,RPL23,0.999,Alzheimer's Disease
UQCRC1,CPX-6123,0.99,Alzheimer's Disease
UQCRC1,NDUFS4,0.993,Alzheimer's Disease
UQCRC1,NDUFS3,0.995,Alzheimer's Disease
UQCRC1,NDUFV2,0.996,Alzheimer's Disease
UQCRC1,NDUFS8,0.998,Alzheimer's Disease
UQCRC1,COX4I1,0.998,Alzheimer's Disease
UQCRC1,NDUFS1,0.998,Alzheimer's Disease
UQCRC1,CPX-560,0.999,Alzheimer's Disease
UQCRC1,NDUFS2,0.999,Alzheimer's Disease
UQCRC1,COX5B,0.999,Alzheimer's Disease
UQCRC1,UQCRC2,0.999,Alzheimer's Disease
UQCRC1,UQCRB,0.999,Alzheimer's Disease
UQCRC1,COX5A,0.999,Alzheimer's Disease
COX5B,NDUFS1,0.96,Alzheimer's Disease
COX5B,NDUFS4,0.975,Alzheimer's Disease
COX5B,NDUFS2,0.985,Alzheimer's Disease
COX5B,NDUFS3,0.985,Alzheimer's Disease
COX5B,NDUFV2,0.987,Alzheimer's Disease
COX5B,CPX-560,0.992,Alzheimer's Disease
COX5B,CYCS,0.993,Alzheimer's Disease
COX5B,NDUFS8,0.996,Alzheimer's Disease
COX5B,CPX-6123,0.999,Alzheimer's Disease
COX5B,UQCRC2,0.999,Alzheimer's Disease
COX5B,COX4I1,0.999,Alzheimer's Disease
COX5B,UQCRB,0.999,Alzheimer's Disease
COX5B,COX5A,0.999,Alzheimer's Disease
NDUFS3,CPX-560,0.985,Alzheimer's Disease
NDUFS3,CPX-6123,0.99,Alzheimer's Disease
NDUFS3,COX4I1,0.993,Alzheimer's Disease
NDUFS3,UQCRC2,0.995,Alzheimer's Disease
NDUFS3,COX5A,0.996,Alzheimer's Disease
NDUFS3,UQCRB,0.997,Alzheimer's Disease
UQCRC2,NDUFS8,0.988,Alzheimer's Disease
UQCRC2,NDUFS2,0.994,Alzheimer's Disease
UQCRC2,NDUFV2,0.996,Alzheimer's Disease
UQCRC2,NDUFS4,0.997,Alzheimer's Disease
UQCRC2,NDUFS1,0.998,Alzheimer's Disease
UQCRC2,CPX-560,0.999,Alzheimer's Disease
UQCRC2,COX4I1,0.999,Alzheimer's Disease
UQCRC2,CPX-6123,0.999,Alzheimer's Disease
UQCRC2,COX5A,0.999,Alzheimer's Disease
UQCRC2,UQCRB,0.999,Alzheimer's Disease
NDUFS4,CPX-6123,0.93,Alzheimer's Disease
NDUFS4,CPX-560,0.956,Alzheimer's Disease
NDUFS4,COX4I1,0.961,Alzheimer's Disease
NDUFS4,COX5A,0.988,Alzheimer's Disease
NDUFS4,UQCRB,0.999,Alzheimer's Disease
CPX-560,NDUFS1,0.999,Alzheimer's Disease
CPX-560,NDUFV2,0.999,Alzheimer's Disease
CPX-560,CPX-6123,0.999,Alzheimer's Disease
CPX-560,UQCRB,0.999,Alzheimer's Disease
CPX-560,CYCS,0.999,Alzheimer's Disease
CPX-560,COX4I1,0.999,Alzheimer's Disease
CPX-560,NDUFS2,0.999,Alzheimer's Disease
CPX-560,NDUFS8,0.999,Alzheimer's Disease
CYCS,CPX-6123,0.987,Alzheimer's Disease
CYCS,CPX-560,0.999,Alzheimer's Disease
NDUFS8,COX4I1,0.98,Alzheimer's Disease
NDUFS8,CPX-6123,0.986,Alzheimer's Disease
NDUFS8,CPX-560,0.987,Alzheimer's Disease
NDUFS8,COX5A,0.994,Alzheimer's Disease
NDUFS8,UQCRB,0.998,Alzheimer's Disease
COX5A,NDUFS1,0.951,Alzheimer's Disease
COX5A,NDUFS2,0.981,Alzheimer's Disease
COX5A,CPX-560,0.988,Alzheimer's Disease
COX5A,NDUFV2,0.994,Alzheimer's Disease
COX5A,COX4I1,0.999,Alzheimer's Disease
COX5A,CPX-6123,0.999,Alzheimer's Disease
COX5A,UQCRB,0.999,Alzheimer's Disease
NDUFV2,COX4I1,0.974,Alzheimer's Disease
NDUFV2,CPX-6123,0.983,Alzheimer's Disease
NDUFV2,CPX-560,0.985,Alzheimer's Disease
NDUFV2,UQCRB,0.999,Alzheimer's Disease
CPX-6123,NDUFS1,0.988,Alzheimer's Disease
CPX-6123,NDUFS2,0.99,Alzheimer's Disease
CPX-6123,UQCRB,0.995,Alzheimer's Disease
CPX-6123,CPX-560,0.996,Alzheimer's Disease
CPX-6123,COX4I1,0.999,Alzheimer's Disease
CPX-6123,CPX-6123,0.999,Alzheimer's Disease
NDUFS2,CPX-560,0.992,Alzheimer's Disease
NDUFS2,COX4I1,0.994,Alzheimer's Disease
NDUFS2,UQCRB,0.997,Alzheimer's Disease
NDUFS1,COX4I1,0.965,Alzheimer's Disease
NDUFS1,UQCRB,0.998,Alzheimer's Disease
UQCRB,COX4I1,0.998,Alzheimer's Disease
DCTPP1,NT5C3A,0.904,Alzheimer's Disease
PDE4D,ADSL,0.9,Alzheimer's Disease
PNP,NT5C3A,0.919,Alzheimer's Disease
ADA,NT5C3A,0.921,Alzheimer's Disease
NT5C3A,ADSL,0.903,Alzheimer's Disease
NME3,RRM2B,0.771,Alzheimer's Disease
NME3,DCTPP1,0.91,Alzheimer's Disease
NME3,NME7,0.921,Alzheimer's Disease
RRM2B,NME1,0.759,Alzheimer's Disease
RRM2B,NME7,0.76,Alzheimer's Disease
RRM2B,NME2,0.818,Alzheimer's Disease
RRM2B,DCTPP1,0.916,Alzheimer's Disease
RRM2B,RRM1,0.999,Alzheimer's Disease
RRM1,NME7,0.827,Alzheimer's Disease
RRM1,DCTPP1,0.917,Alzheimer's Disease
DCTPP1,NT5C3B,0.906,Alzheimer's Disease
DCTPP1,NME7,0.907,Alzheimer's Disease
DCTPP1,NME2,0.914,Alzheimer's Disease
DCTPP1,NME1,0.93,Alzheimer's Disease
NME1,NME7,0.929,Alzheimer's Disease
NME7,NME2,0.918,Alzheimer's Disease
FAM98A,RTRAF,0.985,Alzheimer's Disease
FAM98A,DDX1,0.994,Alzheimer's Disease
RTRAF,DDX1,0.999,Alzheimer's Disease
RTRAF,FAM98B,0.999,Alzheimer's Disease
DDX1,FAM98B,0.999,Alzheimer's Disease
AGO2,PABPC1,0.919,Alzheimer's Disease
AGO2,EIF4E,0.991,Alzheimer's Disease
EIF2S1,EIF4A1,0.99,Alzheimer's Disease
XPO1,CTNNB1,0.889,Alzheimer's Disease
AGO2,DICER1,0.999,Alzheimer's Disease
AGO2,TNRC6A,0.999,Alzheimer's Disease
TNRC6A,EIF4E,0.945,Alzheimer's Disease
TNRC6A,DICER1,0.998,Alzheimer's Disease
EIF4ENIF1,LSM14A,0.995,Alzheimer's Disease
EIF4ENIF1,EIF4E,0.999,Alzheimer's Disease
EIF4E,DICER1,0.948,Alzheimer's Disease
LBR,DHCR24,0.95,Alzheimer's Disease
CFTR,HSPA4,0.925,Alzheimer's Disease
CFTR,STUB1,0.97,Alzheimer's Disease
CFTR,HSPA8,0.986,Alzheimer's Disease
AHSA1,HSP90AB1,0.999,Alzheimer's Disease
AHSA1,HSP90AA1,0.999,Alzheimer's Disease
STUB1,HSPA2,0.901,Alzheimer's Disease
STUB1,HSPA1B,0.979,Alzheimer's Disease
STUB1,HSPA8,0.999,Alzheimer's Disease
STUB1,HSP90AA1,0.999,Alzheimer's Disease
STUB1,HSP90AB1,0.999,Alzheimer's Disease
STUB1,HSPA4,0.999,Alzheimer's Disease
DNAJB1,DNAJA2,0.917,Alzheimer's Disease
DNAJB1,HSPA2,0.967,Alzheimer's Disease
DNAJB1,HSPH1,0.99,Alzheimer's Disease
DNAJB1,HSPA1B,0.998,Alzheimer's Disease
CCT2,STIP1,0.962,Alzheimer's Disease
CCT2,HSP90AB1,0.97,Alzheimer's Disease
HSPA6,HSPA1B,0.959,Alzheimer's Disease
DNAJA2,HSPA8,0.993,Alzheimer's Disease
HSPA1B,HSPA2,0.873,Alzheimer's Disease
HSPA1B,HSPA8,0.947,Alzheimer's Disease
HSPA1B,DNAJA1,0.984,Alzheimer's Disease
HSPA1B,HSPA1A,0.994,Alzheimer's Disease
HSPA1A,HSPA8,0.939,Alzheimer's Disease
DNAJA1,DNAJA4,0.939,Alzheimer's Disease
DNAJA1,HSPA8,0.998,Alzheimer's Disease
HSPA2,HSPA8,0.884,Alzheimer's Disease
HSPA2,HSPH1,0.905,Alzheimer's Disease
HSPA8,HSPH1,0.998,Alzheimer's Disease
EIF5,RACK1,0.912,Alzheimer's Disease
EIF5,RPS18,0.945,Alzheimer's Disease
EIF5,RPS11,0.958,Alzheimer's Disease
EIF5,RPS2,0.969,Alzheimer's Disease
EIF5,EIF1AX,0.975,Alzheimer's Disease
EIF5,FAU,0.985,Alzheimer's Disease
RPS11,EIF5B,0.992,Alzheimer's Disease
RPS11,EIF1AX,0.996,Alzheimer's Disease
RPS11,RPL9,0.999,Alzheimer's Disease
RPS11,RACK1,0.999,Alzheimer's Disease
RPS11,RPS2,0.999,Alzheimer's Disease
EIF5B,RPS18,0.987,Alzheimer's Disease
EIF5B,RPL5,0.989,Alzheimer's Disease
EIF5B,RPL9,0.991,Alzheimer's Disease
EIF5B,EIF1AX,0.991,Alzheimer's Disease
EIF5B,RACK1,0.992,Alzheimer's Disease
EIF5B,RPS2,0.993,Alzheimer's Disease
EIF5B,FAU,0.993,Alzheimer's Disease
RPS2,EIF1AX,0.992,Alzheimer's Disease
RPS2,RPS18,0.999,Alzheimer's Disease
RPS2,RPL5,0.999,Alzheimer's Disease
RPS2,RPL9,0.999,Alzheimer's Disease
RPL5,RACK1,0.999,Alzheimer's Disease
RPL5,RPL9,0.999,Alzheimer's Disease
EIF1AX,RACK1,0.965,Alzheimer's Disease
EIF1AX,RPS18,0.996,Alzheimer's Disease
EIF1AX,FAU,0.997,Alzheimer's Disease
RPS18,RPL9,0.999,Alzheimer's Disease
RPS18,RACK1,0.999,Alzheimer's Disease
RACK1,RPL9,0.999,Alzheimer's Disease
FAU,RPL9,0.999,Alzheimer's Disease
ACAD8,ECHS1,0.962,Alzheimer's Disease
NDUFS8,NDUFAB1,0.999,Alzheimer's Disease
SUCLG1,ETFA,0.956,Alzheimer's Disease
RARS1,LARS1,0.999,Alzheimer's Disease
RARS1,KARS1,0.999,Alzheimer's Disease
RARS1,IARS1,0.999,Alzheimer's Disease
KARS1,IARS1,0.999,Alzheimer's Disease
KARS1,LARS1,0.999,Alzheimer's Disease
HMOX1,COX10,0.911,Alzheimer's Disease
HMOX1,HMOX2,0.911,Alzheimer's Disease
HMOX1,HEPH,0.935,Alzheimer's Disease
HMOX1,FXN,0.939,Alzheimer's Disease
HMOX1,CP,0.942,Alzheimer's Disease
HMOX1,FECH,0.963,Alzheimer's Disease
COX10,HMOX2,0.911,Alzheimer's Disease
COX10,FECH,0.953,Alzheimer's Disease
CP,HEPH,0.904,Alzheimer's Disease
CP,HMOX2,0.917,Alzheimer's Disease
CP,FECH,0.934,Alzheimer's Disease
CP,FXN,0.945,Alzheimer's Disease
PPOX,CPOX,0.998,Alzheimer's Disease
PPOX,FECH,0.999,Alzheimer's Disease
UROS,ALAD,0.997,Alzheimer's Disease
UROS,HMBS,0.999,Alzheimer's Disease
ALAS1,ALAD,0.991,Alzheimer's Disease
ALAD,HMBS,0.999,Alzheimer's Disease
FXN,HMOX2,0.924,Alzheimer's Disease
FXN,HEPH,0.937,Alzheimer's Disease
FXN,FECH,0.996,Alzheimer's Disease
HEPH,HMOX2,0.916,Alzheimer's Disease
HEPH,FECH,0.943,Alzheimer's Disease
HMOX2,FECH,0.971,Alzheimer's Disease
AARS2,AARS1,0.91,Alzheimer's Disease
HARS1,HARS2,0.956,Alzheimer's Disease
NOP53,NSA2,0.954,Alzheimer's Disease
NOP53,SDAD1,0.995,Alzheimer's Disease
NOP53,GNL2,0.996,Alzheimer's Disease
SDAD1,EIF6,0.931,Alzheimer's Disease
SDAD1,NSA2,0.984,Alzheimer's Disease
SDAD1,GNL2,0.992,Alzheimer's Disease
GNL2,EIF6,0.993,Alzheimer's Disease
GNL2,NSA2,0.999,Alzheimer's Disease
EIF6,NSA2,0.993,Alzheimer's Disease
HMOX1,BLVRB,0.952,Alzheimer's Disease
HMOX1,POR,0.965,Alzheimer's Disease
HMOX1,BLVRA,0.995,Alzheimer's Disease
BLVRB,HMOX2,0.951,Alzheimer's Disease
BLVRB,BLVRA,0.993,Alzheimer's Disease
BLVRA,HMOX2,0.992,Alzheimer's Disease
RARS1,RARS2,0.917,Alzheimer's Disease
PXN,FERMT2,0.98,Alzheimer's Disease
TLN1,ACTB,0.96,Alzheimer's Disease
LIMS1,ILK,0.999,Alzheimer's Disease
LIMS1,PARVG,0.999,Alzheimer's Disease
FERMT2,ILK,0.997,Alzheimer's Disease
AKT2,ILK,0.946,Alzheimer's Disease
ITGB1,PIK3R1,0.951,Alzheimer's Disease
ITGB1,ACTB,0.984,Alzheimer's Disease
ITGB1,ILK,0.999,Alzheimer's Disease
ILK,PIK3R1,0.937,Alzheimer's Disease
ILK,AKT3,0.942,Alzheimer's Disease
ILK,ACTB,0.951,Alzheimer's Disease
ILK,PARVG,0.999,Alzheimer's Disease
PARVG,ACTB,0.905,Alzheimer's Disease
TLN2,ACTB,0.957,Alzheimer's Disease
ATIC,NT5E,0.937,Alzheimer's Disease
ATIC,IMPDH2,0.991,Alzheimer's Disease
NT5E,GMPS,0.926,Alzheimer's Disease
NT5E,HPRT1,0.932,Alzheimer's Disease
NT5E,IMPDH2,0.954,Alzheimer's Disease
NT5E,GMPR,0.957,Alzheimer's Disease
GMPR,IMPDH2,0.93,Alzheimer's Disease
ANKRD9,IMPDH2,0.93,Alzheimer's Disease
HPRT1,IMPDH2,0.967,Alzheimer's Disease
IMPDH2,AMPD1,0.966,Alzheimer's Disease
IMPDH2,AMPD2,0.966,Alzheimer's Disease
IMPDH2,AMPD3,0.966,Alzheimer's Disease
IMPDH2,GMPS,0.998,Alzheimer's Disease
BHMT2,MAT2B,0.95,Alzheimer's Disease
BHMT2,MTR,0.95,Alzheimer's Disease
BHMT2,BHMT,0.967,Alzheimer's Disease
BHMT2,MAT2A,0.973,Alzheimer's Disease
DNMT3A,MAT2A,0.931,Alzheimer's Disease
DNMT3A,MAT2B,0.932,Alzheimer's Disease
DNMT3A,DNMT3B,0.998,Alzheimer's Disease
BHMT,MTR,0.95,Alzheimer's Disease
BHMT,MAT2B,0.965,Alzheimer's Disease
BHMT,MAT2A,0.982,Alzheimer's Disease
AGXT,SHMT2,0.992,Alzheimer's Disease
AGXT,SHMT1,0.994,Alzheimer's Disease
MAT2A,DNMT3B,0.934,Alzheimer's Disease
MAT2A,DNMT1,0.936,Alzheimer's Disease
MAT2A,MTR,0.981,Alzheimer's Disease
MAT2A,MAT2B,0.999,Alzheimer's Disease
SHMT1,MTHFR,0.998,Alzheimer's Disease
MAT2B,DNMT3B,0.924,Alzheimer's Disease
MAT2B,DNMT1,0.94,Alzheimer's Disease
MAT2B,MTR,0.954,Alzheimer's Disease
SHMT2,MTHFR,0.996,Alzheimer's Disease
MTR,MTHFR,0.999,Alzheimer's Disease
TIPIN,MCM7,0.999,Alzheimer's Disease
MYH9,MYH14,0.932,Alzheimer's Disease
MYH9,MYH11,0.937,Alzheimer's Disease
MYH9,ACTA2,0.953,Alzheimer's Disease
MYH9,MYL6B,0.974,Alzheimer's Disease
MYH9,ACTG1,0.978,Alzheimer's Disease
MYH9,MYH10,0.985,Alzheimer's Disease
MYH9,ACTB,0.991,Alzheimer's Disease
ACTA2,MYH14,0.907,Alzheimer's Disease
ACTA2,MYL6B,0.934,Alzheimer's Disease
ACTA2,MYH10,0.959,Alzheimer's Disease
ACTA2,MYH11,0.997,Alzheimer's Disease
MYH10,MYH14,0.915,Alzheimer's Disease
MYH10,MYH11,0.938,Alzheimer's Disease
MYH10,ACTB,0.957,Alzheimer's Disease
MYH10,ACTG1,0.959,Alzheimer's Disease
MYH10,MYL6B,0.98,Alzheimer's Disease
MYH11,MYH14,0.915,Alzheimer's Disease
MYH11,ACTG1,0.942,Alzheimer's Disease
MYH11,ACTB,0.961,Alzheimer's Disease
MYL6B,ACTB,0.926,Alzheimer's Disease
