mol_id,title,num_confs,has_sites
1,57446059,1,1
2,25009523,1,1
3,25009524,1,1
4,25009891,1,1
5,25009525,1,1
6,25009526,1,1
7,25009896,1,1
8,25009892,1,1
9,25008330,1,1
10,57446028,1,1
11,59799793,1,1
12,57446029,1,1
13,57446030,1,1
14,57446031,1,1
15,57446032,1,1
16,57446033,1,1
17,57446034,1,1
18,25008494,1,1
19,25009893,1,1
20,25009019,1,1
21,44595671,1,1
22,57446035,1,1
23,44595808,1,1
24,57446036,1,1
25,57446037,1,1
26,57446038,1,1
27,25008495,1,1
28,25009018,1,1
29,25009016,1,1
30,44595809,1,1
31,57446040,1,1
32,57446041,1,1
33,57446042,1,1
34,57446043,1,1
35,57446044,1,1
36,57446045,1,1
37,25009703,1,1
38,25009894,1,1
39,57446046,1,1
40,25009015,1,1
41,25009014,1,1
42,25008848,1,1
43,57446047,1,1
44,57446048,1,1
45,57446049,1,1
46,57446050,1,1
47,25009704,1,1
48,57446051,1,1
49,24825745,1,1
50,57446052,1,1
51,44595810,1,1
52,44595811,1,1
53,25009705,1,1
54,25009706,1,1
55,25008847,1,1
56,25009895,1,1
57,57446053,1,1
58,56641701,1,1
59,25008846,1,1
60,57446054,1,1
61,57446055,1,1
62,57446056,1,1
63,57446057,1,1
64,57446058,1,1
65,57446060,1,1
66,57446061,1,1
67,57446062,1,1
68,57446063,1,1
69,59799789,1,1
70,59799781,1,1
71,44594370,1,1
72,44594373,1,1
73,44599394,1,1
74,44599395,1,1
75,59799790,1,1
76,44599069,1,1
77,59799769,1,1
78,44599070,1,1
79,57446064,1,1
80,25009185,1,1
81,25010080,1,1
82,25010077,1,1
83,25010076,1,1
84,25010078,1,1
85,25010079,1,1
86,57446065,1,1
87,25010081,1,1
88,25010082,1,1
89,25010253,1,1
90,44594508,1,1
91,25010254,1,1
92,25010255,1,1
93,25010256,1,1
94,25010257,1,1
95,25010258,1,1
96,25008845,1,1
97,44595812,1,1
98,25008844,1,1
99,25010259,1,1
100,25008674,1,1
101,25008673,1,1
102,25008672,1,1
103,25008671,1,1
104,25008670,1,1
105,25008669,1,1
106,25010427,1,1
107,25008499,1,1
108,25010428,1,1
109,25008498,1,1
110,25010429,1,1
111,25010430,1,1
112,91663787,1,1
113,25010432,1,1
114,25008497,1,1
115,25010599,1,1
116,25010600,1,1
117,25008496,1,1
118,44594372,1,1
119,25010601,1,1
120,25010602,1,1
121,25007984,1,1
122,44421899,1,1
