Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,3,"A(3) R(9) R(10)",0.9649,0.9617,0.6293,2.5560,no
mol_2,1,3,"A(3) R(9) R(11)",0.9663,0.9469,0.6034,2.5166,no
mol_3,1,3,"A(4) R(10) R(12)",0.9590,0.8265,0.4782,2.2636,no
mol_4,1,3,"A(3) R(8) R(10)",0.9755,0.8525,0.6515,2.4795,no
mol_5,1,3,"A(3) R(9) R(11)",0.9737,0.8489,0.4712,2.2937,no
mol_6,1,3,"A(4) R(10) R(11)",0.9749,0.9983,0.8027,2.7759,no
mol_7,1,3,"A(4) R(10) R(12)",0.9774,0.9993,0.9429,2.9197,no
mol_8,1,3,"A(3) R(10) R(11)",0.9673,0.6059,0.5053,2.0785,no
mol_9,1,3,"A(5) R(10) R(12)",0.9765,0.8544,0.5095,2.3404,no
mol_10,1,3,"A(3) R(10) R(12)",0.9650,0.9837,0.6062,2.5549,no
mol_11,1,3,"A(4) R(9) R(11)",0.9644,0.8118,0.4925,2.2687,no
mol_12,1,3,"A(3) R(9) R(10)",0.9743,0.8528,0.6185,2.4456,no
mol_13,1,3,"A(4) R(9) R(11)",0.9659,0.9799,0.5554,2.5013,no
mol_14,1,3,"A(4) R(11) R(13)",0.9755,0.9999,0.6043,2.5797,no
mol_15,1,3,"A(2) R(9) R(11)",0.9555,0.8039,0.6818,2.4412,no
mol_16,1,3,"A(3) R(7) R(9)",0.9728,0.8513,0.5195,2.3436,no
mol_17,1,3,"A(4) R(9) R(10)",0.9737,0.9998,0.7215,2.6950,no
mol_18,1,3,"A(3) R(8) R(10)",0.9727,0.8450,0.5527,2.3704,no
mol_19,1,3,"A(3) R(9) R(11)",0.9627,0.9980,0.5600,2.5208,no
mol_20,1,3,"A(4) R(10) R(12)",0.9745,0.9993,0.6249,2.5987,no
mol_21,1,3,"A(4) R(9) R(11)",0.9767,0.8447,0.6545,2.4759,no
mol_22,1,3,"A(4) R(9) R(11)",0.9775,0.4735,0.4545,1.9055,no
mol_23,1,3,"A(4) R(11) R(13)",0.9601,0.8253,0.6290,2.4144,no
mol_24,1,3,"A(4) R(9) R(11)",0.9738,0.8551,0.6063,2.4352,no
mol_25,1,3,"A(3) R(7) R(8)",0.9693,0.4857,0.4749,1.9299,no
mol_26,1,3,"A(5) R(11) R(13)",0.9836,0.7824,0.7875,2.5535,no
mol_27,1,3,"A(4) R(9) R(10)",0.9772,0.9984,0.7567,2.7323,no
mol_28,1,3,"A(3) R(9) R(10)",0.9757,0.9994,0.5900,2.5652,no
mol_29,1,3,"A(3) R(9) R(11)",0.9759,0.9982,0.7587,2.7328,no
