Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,3,"A(3) D(6) R(10)",0.8919,0.8191,0.4665,2.1775,no
mol_2,1,3,"A(3) D(5) R(11)",0.8703,0.6975,0.4503,2.0181,no
mol_3,1,3,"A(4) D(7) R(12)",0.9017,0.9223,0.4161,2.2401,no
mol_4,1,3,"A(3) D(5) R(10)",0.8247,0.8259,0.4369,2.0875,no
mol_5,1,3,"A(3) D(5) R(11)",0.8262,0.8390,0.3821,2.0473,no
mol_6,1,3,"A(4) D(6) R(11)",0.8237,0.6201,0.4353,1.8791,no
mol_7,1,3,"A(4) D(6) R(12)",0.8214,0.6478,0.4508,1.9200,no
mol_8,1,3,"A(3) D(6) R(11)",0.9654,0.9985,0.5912,2.5551,no
mol_9,1,3,"A(5) D(8) R(12)",0.8250,0.8074,0.3903,2.0227,no
mol_10,1,3,"A(3) D(5) R(12)",0.8943,0.6684,0.4054,1.9681,no
mol_11,1,3,"A(4) D(7) R(11)",0.8944,0.9272,0.5584,2.3801,no
mol_12,1,3,"A(3) D(5) R(10)",0.8262,0.8269,0.4151,2.0682,no
mol_13,1,3,"A(4) D(7) R(11)",0.8933,0.6732,0.4031,1.9697,no
mol_14,1,3,"A(4) D(6) R(13)",0.8248,0.6728,0.3818,1.8794,no
mol_15,1,3,"A(2) D(4) R(11)",0.9123,0.9532,0.5269,2.3924,no
mol_16,1,3,"A(3) D(5) R(9)",0.8273,0.8366,0.3668,2.0307,no
mol_17,1,3,"A(4) D(6) R(10)",0.8273,0.6792,0.4061,1.9126,no
mol_18,1,3,"A(3) D(5) R(10)",0.8270,0.8460,0.5068,2.1797,no
mol_19,1,3,"A(3) D(5) R(11)",0.8962,0.6417,0.5277,2.0656,no
mol_20,1,3,"A(4) D(7) R(12)",0.8248,0.6442,0.3961,1.8650,no
mol_21,1,3,"A(4) D(7) R(11)",0.8220,0.8549,0.4324,2.1094,no
mol_22,1,3,"A(4) D(6) R(11)",0.9786,0.9704,0.5171,2.4661,no
mol_23,1,3,"A(4) D(6) R(13)",0.9001,0.9233,0.5757,2.3992,no
mol_24,1,3,"A(4) D(6) R(11)",0.8299,0.7946,0.3763,2.0008,no
mol_25,1,3,"A(3) D(4) R(8)",0.9719,0.9756,0.6384,2.5859,no
mol_26,1,3,"A(5) D(7) R(13)",0.9629,0.7719,0.3531,2.0878,no
mol_27,1,3,"A(4) D(6) R(10)",0.8211,0.6233,0.4170,1.8614,no
mol_28,1,3,"A(3) D(5) R(10)",0.8274,0.7155,0.5305,2.0733,no
