Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,4,"A(3) D(6) R(9) R(10)",0.8507,0.9408,0.5580,2.3496,no
mol_2,1,4,"A(3) D(5) R(9) R(11)",0.5966,0.9473,0.3077,1.8516,no
mol_3,1,4,"A(4) D(7) R(10) R(12)",0.7331,0.7849,0.3914,1.9094,no
mol_4,1,4,"A(3) D(5) R(8) R(10)",0.6829,0.8667,0.4419,1.9915,no
mol_5,1,4,"A(3) D(5) R(9) R(11)",0.6869,0.8679,0.3216,1.8764,no
mol_6,1,4,"A(4) D(6) R(10) R(11)",0.7145,0.9672,0.5168,2.1985,no
mol_7,1,4,"A(4) D(6) R(10) R(12)",0.7223,0.9683,0.4816,2.1722,no
mol_8,1,4,"A(3) D(6) R(10) R(11)",0.9592,0.9961,0.6140,2.5693,no
mol_9,1,4,"A(5) D(8) R(10) R(12)",0.6747,0.8603,0.3845,1.9195,no
mol_10,1,4,"A(3) D(5) R(10) R(12)",0.7442,0.8271,0.3573,1.9286,no
mol_11,1,4,"A(4) D(7) R(9) R(11)",0.7260,0.7872,0.6009,2.1141,no
mol_12,1,4,"A(3) D(5) R(9) R(10)",0.6823,0.8668,0.4626,2.0117,no
mol_13,1,4,"A(4) D(7) R(9) R(11)",0.7458,0.8298,0.3698,1.9454,no
mol_14,1,4,"A(4) D(6) R(11) R(13)",0.7299,0.9683,0.5280,2.2262,no
mol_15,1,4,"A(2) D(4) R(9) R(11)",0.7779,0.8568,0.4469,2.0816,no
mol_16,1,4,"A(3) D(5) R(7) R(9)",0.6861,0.8696,0.3834,1.9391,no
mol_17,1,4,"A(4) D(6) R(9) R(10)",0.7320,0.9678,0.4399,2.1398,no
mol_18,1,4,"A(3) D(5) R(8) R(10)",0.6883,0.8658,0.4541,2.0082,no
mol_19,1,4,"A(3) D(5) R(9) R(11)",0.7283,0.8111,0.4579,1.9973,no
mol_20,1,4,"A(4) D(7) R(10) R(12)",0.7210,0.9676,0.5011,2.1896,no
mol_21,1,4,"A(4) D(7) R(9) R(11)",0.6956,0.8697,0.4010,1.9664,no
mol_22,1,4,"A(4) D(6) R(9) R(11)",0.9635,0.9845,0.5281,2.4760,no
mol_23,1,4,"A(4) D(6) R(11) R(13)",0.7323,0.7852,0.3940,1.9114,no
mol_24,1,4,"A(4) D(6) R(9) R(11)",0.6669,0.8570,0.4446,1.9685,no
mol_25,1,4,"A(3) D(4) R(7) R(8)",0.9640,0.9868,0.6702,2.6210,no
mol_26,1,4,"A(5) D(7) R(11) R(13)",0.5620,0.7778,0.2631,1.6029,no
mol_27,1,4,"A(4) D(6) R(9) R(10)",0.7161,0.9680,0.4964,2.1806,no
mol_28,1,4,"A(3) D(5) R(9) R(10)",0.7445,0.9695,0.3824,2.0964,no
mol_29,1,4,"A(3) D(5) R(9) R(11)",0.7153,0.9674,0.4535,2.1362,no
mol_30,1,4,"A(4) D(8) R(12) R(13)",0.7171,0.9672,0.4572,2.1414,no
mol_31,1,4,"A(3) D(5) R(9) R(10)",0.7437,0.9692,0.3792,2.0921,no
mol_32,1,4,"A(4) D(7) R(10) R(12)",0.7313,0.7801,0.2986,1.8100,no
mol_33,1,4,"A(3) D(5) R(7) R(8)",0.7169,0.7838,0.3807,1.8814,no
mol_34,1,4,"A(4) D(6) R(11) R(13)",0.7167,0.9672,0.4922,2.1761,no
mol_35,1,4,"A(3) D(5) R(9) R(10)",0.7244,0.7872,0.4355,1.9470,no
mol_36,1,4,"A(3) D(5) R(8) R(10)",0.7099,0.8643,0.3214,1.8955,no
mol_37,1,4,"A(2) D(4) R(9) R(11)",0.7779,0.8568,0.4469,2.0816,no
mol_38,1,4,"A(3) D(5) R(9) R(10)",0.7445,0.9694,0.3817,2.0956,no
mol_39,1,4,"A(4) D(6) R(8) R(9)",0.7315,0.9679,0.4861,2.1855,no
mol_40,1,4,"A(4) D(7) R(10) R(12)",0.7340,0.9693,0.4002,2.1034,no
mol_41,1,4,"A(3) D(5) R(9) R(10)",0.7336,0.9694,0.5335,2.2365,no
mol_42,1,4,"A(5) D(7) R(11) R(13)",0.7243,0.7887,0.4967,2.0097,no
mol_43,1,4,"A(3) D(5) R(8) R(11)",0.7264,0.8107,0.4175,1.9545,no
mol_44,1,4,"A(3) D(5) R(8) R(10)",0.6880,0.8670,0.3609,1.9159,no
mol_45,1,4,"A(3) D(8) R(10) R(12)",0.7394,0.8206,0.4268,1.9868,no
mol_46,1,4,"A(3) D(5) R(8) R(10)",0.7421,0.9699,0.3292,2.0412,no
mol_47,1,4,"A(4) D(6) R(10) R(12)",0.6833,0.8675,0.5116,2.0623,no
mol_48,1,4,"A(4) D(7) R(11) R(13)",0.6889,0.8701,0.3721,1.9311,no
mol_49,1,4,"A(3) D(6) R(9) R(10)",0.6797,0.8646,0.3949,1.9392,no
mol_50,1,4,"A(4) D(7) R(11) R(13)",0.6886,0.8686,0.4372,1.9944,no
mol_51,1,4,"A(3) D(5) R(9) R(11)",0.7458,0.8297,0.5725,2.1480,no
mol_52,1,4,"A(2) D(4) R(8) R(9)",0.7941,0.9638,0.4147,2.1726,no
mol_53,1,4,"A(3) D(5) R(9) R(10)",0.7193,0.9682,0.5351,2.2226,no
mol_54,1,4,"A(3) D(5) R(8) R(9)",0.7175,0.9678,0.5055,2.1908,no
mol_55,1,4,"A(3) D(5) R(9) R(10)",0.7156,0.9682,0.5406,2.2244,no
mol_56,1,4,"A(3) D(5) R(9) R(10)",0.7520,0.8321,0.4129,1.9970,no
