Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,4,"H(5) H(7) R(9) R(12)",0.9206,0.9975,0.8588,2.7768,no
mol_2,1,4,"H(8) H(9) R(11) R(14)",0.9289,0.9917,0.8915,2.8122,no
mol_3,1,4,"H(11) H(13) R(15) R(18)",0.8565,0.9931,0.9230,2.7726,no
mol_4,1,4,"H(8) H(9) R(11) R(14)",0.9314,0.9970,0.9196,2.8479,no
mol_5,1,4,"H(8) H(9) R(11) R(14)",0.9878,0.9860,0.9037,2.8775,no
mol_6,1,4,"H(7) H(8) R(10) R(13)",0.9697,0.9989,0.9097,2.8783,no
mol_7,1,4,"H(9) H(10) R(12) R(15)",0.9833,0.9946,0.9450,2.9229,no
mol_8,1,4,"H(10) H(11) R(13) R(16)",0.8938,0.9973,0.8860,2.7770,no
mol_9,1,4,"H(9) H(11) R(13) R(16)",0.8533,0.9295,0.8581,2.6409,no
mol_10,1,4,"H(5) H(7) R(9) R(12)",0.9388,0.9979,0.9200,2.8566,no
mol_11,1,4,"H(7) H(8) R(11) R(14)",0.8547,0.9944,0.7861,2.6352,no
mol_12,1,4,"H(10) H(12) R(14) R(17)",0.8570,0.9894,0.9200,2.7664,no
mol_13,1,4,"H(11) H(12) R(13) R(16)",0.8613,0.9975,0.8606,2.7194,no
mol_14,1,4,"H(10) H(11) R(13) R(16)",0.9489,0.9989,0.9274,2.8752,no
mol_15,1,4,"H(6) H(7) R(9) R(12)",0.9429,0.9618,0.8952,2.7998,no
mol_16,1,4,"H(9) H(10) R(12) R(15)",0.8765,0.9953,0.8551,2.7268,no
mol_17,1,4,"H(10) H(11) R(13) R(16)",0.9376,0.9966,0.8566,2.7908,no
mol_18,1,4,"H(5) H(6) R(8) R(11)",0.8453,0.9770,0.7993,2.6216,no
mol_19,1,4,"H(11) H(12) R(15) R(17)",0.9747,0.9980,0.9378,2.9106,no
mol_20,1,4,"H(7) H(8) R(10) R(13)",0.8921,0.9966,0.8522,2.7409,no
mol_21,1,4,"H(12) H(13) R(15) R(18)",0.9562,0.9991,0.9489,2.9042,no
mol_22,1,4,"H(10) H(11) R(14) R(16)",0.9685,0.9996,0.9233,2.8914,no
mol_23,1,4,"H(10) H(12) R(14) R(17)",0.8518,0.9306,0.8603,2.6427,no
mol_24,1,4,"H(11) H(12) R(14) R(17)",0.9690,0.9790,0.8965,2.8445,no
mol_25,1,4,"H(9) H(11) R(12) R(15)",0.8544,0.9667,0.7751,2.5962,no
mol_26,1,4,"H(9) H(10) R(13) R(16)",0.9268,0.9796,0.8529,2.7593,no
mol_27,1,4,"H(10) H(11) R(14) R(16)",0.8763,0.9862,0.7962,2.6588,no
mol_28,1,4,"H(11) H(12) R(14) R(17)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,4,"H(11) H(14) R(16) R(18)",0.9550,0.9787,0.8749,2.8086,no
mol_30,1,4,"H(6) H(8) R(10) R(13)",0.9675,0.9967,0.9074,2.8717,no
