Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,4,"H(5) R(9) R(10) R(11)",0.9455,0.9962,0.8489,2.7906,no
mol_2,1,4,"H(8) R(11) R(12) R(13)",0.9914,0.9978,0.8667,2.8559,no
mol_3,1,4,"H(11) R(15) R(16) R(17)",0.8649,0.9996,0.9172,2.7817,no
mol_4,1,4,"H(8) R(11) R(12) R(13)",0.9545,0.9973,0.8868,2.8386,no
mol_5,1,4,"H(8) R(11) R(12) R(13)",0.9860,0.9959,0.8894,2.8713,no
mol_6,1,4,"H(7) R(10) R(11) R(12)",0.9891,0.9973,0.8841,2.8706,no
mol_7,1,4,"H(9) R(12) R(13) R(14)",0.9901,0.9973,0.9278,2.9151,no
mol_8,1,4,"H(10) R(13) R(14) R(15)",0.9909,0.9991,0.8813,2.8713,no
mol_9,1,4,"H(9) R(13) R(14) R(15)",0.8664,0.9990,0.8533,2.7187,no
mol_10,1,4,"H(5) R(9) R(10) R(11)",0.9550,0.9980,0.8980,2.8509,no
mol_11,1,4,"H(7) R(11) R(12) R(13)",0.9550,0.9993,0.7672,2.7215,no
mol_12,1,4,"H(10) R(14) R(15) R(16)",0.8667,0.9996,0.9165,2.7828,no
mol_13,1,4,"H(11) R(13) R(14) R(15)",0.9920,0.9999,0.8654,2.8572,no
mol_14,1,4,"H(10) R(13) R(14) R(15)",0.9929,0.9994,0.9173,2.9095,no
mol_15,1,4,"H(6) R(9) R(10) R(11)",0.9534,0.9979,0.8837,2.8351,no
mol_16,1,4,"H(9) R(12) R(13) R(14)",0.9924,0.9968,0.8360,2.8251,no
mol_17,1,4,"H(10) R(13) R(14) R(15)",0.9891,0.9978,0.8540,2.8410,no
mol_18,1,4,"H(5) R(8) R(9) R(10)",0.9493,0.9974,0.7876,2.7343,no
mol_19,1,4,"H(11) R(15) R(16) R(14)",0.8949,0.9941,0.8612,2.7502,no
mol_20,1,4,"H(7) R(10) R(11) R(12)",0.9551,0.9973,0.8194,2.7718,no
mol_21,1,4,"H(12) R(15) R(16) R(17)",0.9924,0.9994,0.9156,2.9074,no
mol_22,1,4,"H(10) R(14) R(15) R(13)",0.8981,0.9891,0.8448,2.7320,no
mol_23,1,4,"H(10) R(14) R(15) R(16)",0.8652,0.9990,0.8593,2.7235,no
mol_24,1,4,"H(11) R(14) R(15) R(16)",0.9965,0.9982,0.8984,2.8931,no
mol_25,1,4,"H(9) R(12) R(13) R(14)",0.9909,0.9908,0.7604,2.7421,no
mol_26,1,4,"H(9) R(13) R(14) R(15)",0.9882,0.9977,0.8348,2.8207,no
mol_27,1,4,"H(10) R(14) R(15) R(13)",0.9356,0.9889,0.7864,2.7109,no
mol_28,1,4,"H(11) R(14) R(15) R(16)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,4,"H(11) R(16) R(15) R(17)",0.9932,0.9925,0.8659,2.8515,no
mol_30,1,4,"H(6) R(10) R(11) R(12)",0.9924,0.9978,0.8897,2.8798,no
