Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,4,"H(7) R(9) R(10) R(12)",0.9358,0.9964,0.8589,2.7910,no
mol_2,1,4,"H(9) R(11) R(12) R(14)",0.9598,0.9896,0.8691,2.8185,no
mol_3,1,4,"H(13) R(15) R(16) R(18)",0.9869,0.9957,0.9352,2.9178,no
mol_4,1,4,"H(9) R(11) R(12) R(14)",0.9366,0.9965,0.9102,2.8433,no
mol_5,1,4,"H(9) R(11) R(12) R(14)",0.9921,0.9898,0.8999,2.8818,no
mol_6,1,4,"H(8) R(10) R(11) R(13)",0.9860,0.9982,0.9021,2.8863,no
mol_7,1,4,"H(10) R(12) R(13) R(15)",0.9916,0.9955,0.9393,2.9265,no
mol_8,1,4,"H(11) R(13) R(14) R(16)",0.9603,0.9940,0.8676,2.8219,no
mol_9,1,4,"H(11) R(13) R(14) R(16)",0.9783,0.9488,0.8652,2.7923,no
mol_10,1,4,"H(7) R(9) R(10) R(12)",0.9383,0.9983,0.9161,2.8527,no
mol_11,1,4,"H(8) R(11) R(12) R(14)",0.9043,0.9917,0.7785,2.6745,no
mol_12,1,4,"H(12) R(14) R(15) R(17)",0.9868,0.9928,0.9303,2.9099,no
mol_13,1,4,"H(12) R(13) R(14) R(16)",0.9399,0.9853,0.8162,2.7414,no
mol_14,1,4,"H(11) R(13) R(14) R(16)",0.9771,0.9989,0.9179,2.8939,no
mol_15,1,4,"H(7) R(9) R(10) R(12)",0.9418,0.9733,0.8917,2.8067,no
mol_16,1,4,"H(10) R(12) R(13) R(15)",0.9537,0.9841,0.8327,2.7705,no
mol_17,1,4,"H(11) R(13) R(14) R(16)",0.9745,0.9934,0.8318,2.7997,no
mol_18,1,4,"H(6) R(8) R(9) R(11)",0.9069,0.9861,0.7929,2.6858,no
mol_19,1,4,"H(12) R(15) R(16) R(17)",0.9868,0.9977,0.9323,2.9168,no
mol_20,1,4,"H(8) R(10) R(11) R(13)",0.9093,0.9940,0.8345,2.7378,no
mol_21,1,4,"H(13) R(15) R(16) R(18)",0.9838,0.9977,0.9363,2.9178,no
mol_22,1,4,"H(11) R(14) R(15) R(16)",0.9853,0.9989,0.9166,2.9008,no
mol_23,1,4,"H(12) R(14) R(15) R(17)",0.9768,0.9489,0.8656,2.7912,no
mol_24,1,4,"H(12) R(14) R(15) R(17)",0.9791,0.9832,0.8879,2.8503,no
mol_25,1,4,"H(11) R(12) R(13) R(15)",0.9372,0.9528,0.7288,2.6188,no
mol_26,1,4,"H(10) R(13) R(14) R(16)",0.9532,0.9812,0.8462,2.7805,no
mol_27,1,4,"H(11) R(14) R(15) R(16)",0.9443,0.9764,0.7565,2.6772,no
mol_28,1,4,"H(12) R(14) R(15) R(17)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,4,"H(14) R(16) R(15) R(18)",0.9764,0.9881,0.8718,2.8363,no
mol_30,1,4,"H(8) R(10) R(11) R(13)",0.9851,0.9963,0.8993,2.8806,no
