Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,5,"A(1) H(5) H(7) R(10) R(12)",0.9171,0.9978,0.8585,2.7735,no
mol_2,1,5,"A(2) H(8) H(9) R(12) R(14)",0.9275,0.9935,0.8840,2.8050,no
mol_3,1,5,"A(2) H(11) H(13) R(16) R(18)",0.8687,0.9955,0.9271,2.7913,no
mol_4,1,5,"A(1) H(8) H(9) R(12) R(14)",0.9317,0.9975,0.9172,2.8464,no
mol_5,1,5,"A(2) H(8) H(9) R(12) R(14)",0.9872,0.9905,0.9028,2.8805,no
mol_6,1,5,"A(2) H(7) H(8) R(11) R(13)",0.9685,0.9991,0.9076,2.8753,no
mol_7,1,5,"A(2) H(9) H(10) R(13) R(15)",0.9825,0.9962,0.9433,2.9220,no
mol_8,1,5,"A(2) H(10) H(11) R(14) R(16)",0.8931,0.9980,0.8831,2.7742,no
mol_9,1,5,"A(2) H(9) H(11) R(14) R(16)",0.8658,0.9534,0.8614,2.6806,no
mol_10,1,5,"A(1) H(5) H(7) R(10) R(12)",0.9395,0.9982,0.9198,2.8575,no
mol_11,1,5,"A(1) H(7) H(8) R(12) R(14)",0.8558,0.9960,0.7842,2.6359,no
mol_12,1,5,"A(3) H(10) H(12) R(15) R(17)",0.8688,0.9931,0.9241,2.7860,no
mol_13,1,5,"A(2) H(11) H(12) R(14) R(16)",0.8631,0.9970,0.8548,2.7150,no
mol_14,1,5,"A(2) H(10) H(11) R(14) R(16)",0.9500,0.9994,0.9260,2.8753,no
mol_15,1,5,"A(1) H(6) H(7) R(10) R(12)",0.9426,0.9735,0.8948,2.8109,no
mol_16,1,5,"A(2) H(9) H(10) R(13) R(15)",0.8718,0.9964,0.8463,2.7145,no
mol_17,1,5,"A(3) H(10) H(11) R(14) R(16)",0.9368,0.9972,0.8508,2.7847,no
mol_18,1,5,"A(1) H(5) H(6) R(9) R(11)",0.8481,0.9857,0.8019,2.6356,no
mol_19,1,5,"A(2) H(11) H(12) R(16) R(17)",0.9750,0.9986,0.9373,2.9109,no
mol_20,1,5,"A(1) H(7) H(8) R(11) R(13)",0.8927,0.9969,0.8455,2.7351,no
mol_21,1,5,"A(2) H(12) H(13) R(16) R(18)",0.9552,0.9992,0.9449,2.8994,no
mol_22,1,5,"A(2) H(10) H(11) R(15) R(16)",0.9685,0.9996,0.9222,2.8903,no
mol_23,1,5,"A(3) H(10) H(12) R(15) R(17)",0.8645,0.9539,0.8635,2.6820,no
mol_24,1,5,"A(3) H(11) H(12) R(15) R(17)",0.9702,0.9861,0.8969,2.8531,no
mol_25,1,5,"A(2) H(9) H(11) R(13) R(15)",0.8559,0.9748,0.7671,2.5978,no
mol_26,1,5,"A(2) H(9) H(10) R(14) R(16)",0.9236,0.9850,0.8501,2.7587,no
mol_27,1,5,"A(2) H(10) H(11) R(15) R(16)",0.8768,0.9888,0.7918,2.6574,no
mol_28,1,5,"A(3) H(11) H(12) R(15) R(17)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,5,"A(4) H(11) H(14) R(15) R(18)",0.9558,0.9862,0.8752,2.8172,no
mol_30,1,5,"A(2) H(6) H(8) R(11) R(13)",0.9670,0.9976,0.9059,2.8706,no
