Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,6,"A(1) A(3) H(5) H(7) R(10) R(12)",0.9077,0.9974,0.8557,2.7608,no
mol_2,1,6,"A(2) A(4) H(8) H(9) R(12) R(14)",0.9250,0.9938,0.8705,2.7893,no
mol_3,1,6,"A(2) A(6) H(11) H(13) R(16) R(18)",0.8783,0.9968,0.9296,2.8047,no
mol_4,1,6,"A(1) A(3) H(8) H(9) R(12) R(14)",0.9241,0.9976,0.9150,2.8368,no
mol_5,1,6,"A(2) A(4) H(8) H(9) R(12) R(14)",0.9881,0.9928,0.9023,2.8832,no
mol_6,1,6,"A(2) A(4) H(7) H(8) R(11) R(13)",0.9688,0.9991,0.9045,2.8725,no
mol_7,1,6,"A(2) A(4) H(9) H(10) R(13) R(15)",0.9834,0.9971,0.9420,2.9224,no
mol_8,1,6,"A(2) A(4) H(10) H(11) R(14) R(16)",0.8985,0.9982,0.8777,2.7744,no
mol_9,1,6,"A(2) A(4) H(9) H(11) R(14) R(16)",0.8758,0.9653,0.8631,2.7043,no
mol_10,1,6,"A(1) A(3) H(5) H(7) R(10) R(12)",0.9304,0.9983,0.9204,2.8491,no
mol_11,1,6,"A(1) A(3) H(7) H(8) R(12) R(14)",0.8623,0.9963,0.7834,2.6420,no
mol_12,1,6,"A(3) A(5) H(10) H(12) R(15) R(17)",0.8785,0.9949,0.9263,2.7997,no
mol_13,1,6,"A(2) A(4) H(11) H(12) R(14) R(16)",0.8714,0.9966,0.8466,2.7147,no
mol_14,1,6,"A(2) A(4) H(10) H(11) R(14) R(16)",0.9515,0.9996,0.9228,2.8739,no
mol_15,1,6,"A(1) A(3) H(6) H(7) R(10) R(12)",0.9332,0.9791,0.8944,2.8068,no
mol_16,1,6,"A(2) A(4) H(9) H(10) R(13) R(15)",0.8650,0.9947,0.8301,2.6898,no
mol_17,1,6,"A(3) A(5) H(10) H(11) R(14) R(16)",0.9400,0.9973,0.8452,2.7825,no
mol_18,1,6,"A(1) A(3) H(5) H(6) R(9) R(11)",0.8553,0.9892,0.8026,2.6471,no
mol_19,1,6,"A(2) A(5) H(11) H(12) R(16) R(17)",0.9762,0.9988,0.9364,2.9114,no
mol_20,1,6,"A(1) A(3) H(7) H(8) R(11) R(13)",0.8879,0.9964,0.8340,2.7184,no
mol_21,1,6,"A(2) A(6) H(12) H(13) R(16) R(18)",0.9567,0.9991,0.9407,2.8965,no
mol_22,1,6,"A(2) A(5) H(10) H(11) R(15) R(16)",0.9697,0.9996,0.9208,2.8901,no
mol_23,1,6,"A(3) A(5) H(10) H(12) R(15) R(17)",0.8747,0.9656,0.8654,2.7057,no
mol_24,1,6,"A(3) A(5) H(11) H(12) R(15) R(17)",0.9724,0.9898,0.8969,2.8590,no
mol_25,1,6,"A(2) A(3) H(9) H(11) R(13) R(15)",0.8639,0.9782,0.7575,2.5996,no
mol_26,1,6,"A(2) A(4) H(9) H(10) R(14) R(16)",0.9161,0.9863,0.8396,2.7420,no
mol_27,1,6,"A(2) A(5) H(10) H(11) R(15) R(16)",0.8848,0.9901,0.7857,2.6607,no
mol_28,1,6,"A(3) A(5) H(11) H(12) R(15) R(17)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,6,"A(4) A(5) H(11) H(14) R(15) R(18)",0.9588,0.9900,0.8750,2.8238,no
mol_30,1,6,"A(2) A(4) H(6) H(8) R(11) R(13)",0.9675,0.9979,0.9031,2.8685,no
