Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,5,"A(3) H(5) H(7) R(9) R(10)",0.9414,0.9979,0.8481,2.7874,no
mol_2,1,5,"A(4) H(8) H(9) R(11) R(12)",0.9457,0.9979,0.8622,2.8057,no
mol_3,1,5,"A(6) H(11) H(13) R(15) R(16)",0.8787,0.9999,0.9216,2.8002,no
mol_4,1,5,"A(3) H(8) H(9) R(11) R(12)",0.9676,0.9992,0.9123,2.8791,no
mol_5,1,5,"A(4) H(8) H(9) R(11) R(12)",0.9959,0.9999,0.9014,2.8972,no
mol_6,1,5,"A(4) H(7) H(8) R(10) R(11)",0.9816,0.9994,0.9004,2.8814,no
mol_7,1,5,"A(4) H(9) H(10) R(12) R(13)",0.9922,0.9998,0.9413,2.9333,no
mol_8,1,5,"A(4) H(10) H(11) R(13) R(14)",0.9528,0.9935,0.8534,2.7997,no
mol_9,1,5,"A(4) H(9) H(11) R(13) R(14)",0.8784,0.9999,0.8617,2.7399,no
mol_10,1,5,"A(3) H(5) H(7) R(9) R(10)",0.9701,0.9997,0.9185,2.8883,no
mol_11,1,5,"A(3) H(7) H(8) R(11) R(12)",0.9275,0.9915,0.7648,2.6837,no
mol_12,1,5,"A(5) H(10) H(12) R(14) R(15)",0.8792,1.0000,0.9185,2.7977,no
mol_13,1,5,"A(4) H(11) H(12) R(13) R(14)",0.9497,0.9919,0.8206,2.7621,no
mol_14,1,5,"A(4) H(10) H(11) R(13) R(14)",0.9795,0.9990,0.9157,2.8942,no
mol_15,1,5,"A(3) H(6) H(7) R(9) R(10)",0.9651,0.9996,0.8955,2.8601,no
mol_16,1,5,"A(4) H(9) H(10) R(12) R(13)",0.9075,0.9878,0.8151,2.7104,no
mol_17,1,5,"A(5) H(10) H(11) R(13) R(14)",0.9734,0.9975,0.8330,2.8039,no
mol_18,1,5,"A(3) H(5) H(6) R(8) R(9)",0.9288,0.9913,0.7912,2.7114,no
mol_19,1,5,"A(5) H(11) H(12) R(15) R(16)",0.9918,0.9998,0.9364,2.9279,no
mol_20,1,5,"A(3) H(7) H(8) R(10) R(11)",0.9257,0.9969,0.8256,2.7482,no
mol_21,1,5,"A(6) H(12) H(13) R(15) R(16)",0.9767,0.9988,0.9349,2.9105,no
mol_22,1,5,"A(5) H(10) H(11) R(14) R(15)",0.9882,0.9996,0.9187,2.9064,no
mol_23,1,5,"A(5) H(10) H(12) R(14) R(15)",0.8784,0.9999,0.8637,2.7419,no
mol_24,1,5,"A(5) H(11) H(12) R(14) R(15)",0.9873,0.9999,0.9014,2.8886,no
mol_25,1,5,"A(3) H(9) H(11) R(12) R(13)",0.9458,0.9915,0.7459,2.6832,no
mol_26,1,5,"A(4) H(9) H(10) R(13) R(14)",0.9235,0.9979,0.8337,2.7551,no
mol_27,1,5,"A(5) H(10) H(11) R(14) R(15)",0.9555,0.9944,0.7682,2.7181,no
mol_28,1,5,"A(5) H(11) H(12) R(14) R(15)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,5,"A(5) H(11) H(14) R(16) R(15)",0.9895,0.9989,0.8694,2.8578,no
mol_30,1,5,"A(4) H(6) H(8) R(10) R(11)",0.9821,0.9995,0.8995,2.8812,no
