Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,4,"H(5) H(7) R(10) R(12)",0.9375,0.9988,0.8501,2.7865,no
mol_2,1,4,"H(8) H(9) R(12) R(14)",0.9420,0.9945,0.9004,2.8369,no
mol_3,1,4,"H(11) H(13) R(16) R(18)",0.8571,0.9923,0.9185,2.7679,no
mol_4,1,4,"H(8) H(9) R(12) R(14)",0.9382,0.9980,0.9206,2.8567,no
mol_5,1,4,"H(8) H(9) R(12) R(14)",0.9878,0.9864,0.9046,2.8787,no
mol_6,1,4,"H(7) H(8) R(11) R(13)",0.9739,0.9994,0.9114,2.8847,no
mol_7,1,4,"H(9) H(10) R(13) R(15)",0.9852,0.9951,0.9469,2.9272,no
mol_8,1,4,"H(10) H(11) R(14) R(16)",0.9155,0.9947,0.8672,2.7774,no
mol_9,1,4,"H(9) H(11) R(14) R(16)",0.8534,0.9314,0.8576,2.6424,no
mol_10,1,4,"H(5) H(7) R(10) R(12)",0.9429,0.9983,0.9186,2.8598,no
mol_11,1,4,"H(7) H(8) R(12) R(14)",0.8737,0.9916,0.7734,2.6386,no
mol_12,1,4,"H(10) H(12) R(15) R(17)",0.8574,0.9888,0.9173,2.7635,no
mol_13,1,4,"H(11) H(12) R(14) R(16)",0.8843,0.9988,0.8476,2.7306,no
mol_14,1,4,"H(10) H(11) R(14) R(16)",0.9563,0.9981,0.9211,2.8755,no
mol_15,1,4,"H(6) H(7) R(10) R(12)",0.9478,0.9640,0.8947,2.8065,no
mol_16,1,4,"H(9) H(10) R(13) R(15)",0.9019,0.9990,0.8424,2.7433,no
mol_17,1,4,"H(10) H(11) R(14) R(16)",0.9484,0.9981,0.8609,2.8074,no
mol_18,1,4,"H(5) H(6) R(9) R(11)",0.8678,0.9677,0.7627,2.5982,no
mol_19,1,4,"H(11) H(12) R(16) R(17)",0.9775,0.9984,0.9383,2.9143,no
mol_20,1,4,"H(7) H(8) R(11) R(13)",0.9058,0.9985,0.8579,2.7622,no
mol_21,1,4,"H(12) H(13) R(16) R(18)",0.9652,0.9997,0.9516,2.9164,no
mol_22,1,4,"H(10) H(11) R(15) R(16)",0.9729,0.9998,0.9237,2.8964,no
mol_23,1,4,"H(10) H(12) R(15) R(17)",0.8521,0.9330,0.8596,2.6446,no
mol_24,1,4,"H(11) H(12) R(15) R(17)",0.9680,0.9802,0.8966,2.8448,no
mol_25,1,4,"H(9) H(11) R(13) R(15)",0.8785,0.9772,0.7780,2.6338,no
mol_26,1,4,"H(9) H(10) R(14) R(16)",0.9429,0.9844,0.8478,2.7751,no
mol_27,1,4,"H(10) H(11) R(15) R(16)",0.8960,0.9916,0.7962,2.6838,no
mol_28,1,4,"H(11) H(12) R(15) R(17)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,4,"H(11) H(14) R(15) R(18)",0.9591,0.9761,0.8704,2.8056,no
mol_30,1,4,"H(6) H(8) R(11) R(13)",0.9721,0.9975,0.9088,2.8784,no
