Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,5,"H(5) H(7) R(9) R(10) R(12)",0.9244,0.9982,0.8596,2.7823,no
mol_2,1,5,"H(8) H(9) R(11) R(12) R(14)",0.9349,0.9943,0.8905,2.8197,no
mol_3,1,5,"H(11) H(13) R(15) R(16) R(18)",0.8689,0.9954,0.9262,2.7905,no
mol_4,1,5,"H(8) H(9) R(11) R(12) R(14)",0.9333,0.9979,0.9192,2.8503,no
mol_5,1,5,"H(8) H(9) R(11) R(12) R(14)",0.9880,0.9906,0.9034,2.8820,no
mol_6,1,5,"H(7) H(8) R(10) R(11) R(13)",0.9718,0.9992,0.9094,2.8803,no
mol_7,1,5,"H(9) H(10) R(12) R(13) R(15)",0.9843,0.9963,0.9447,2.9253,no
mol_8,1,5,"H(10) H(11) R(13) R(14) R(16)",0.9028,0.9974,0.8852,2.7854,no
mol_9,1,5,"H(9) H(11) R(13) R(14) R(16)",0.8657,0.9527,0.8610,2.6794,no
mol_10,1,5,"H(5) H(7) R(9) R(10) R(12)",0.9397,0.9986,0.9199,2.8581,no
mol_11,1,5,"H(7) H(8) R(11) R(12) R(14)",0.8643,0.9953,0.7861,2.6457,no
mol_12,1,5,"H(10) H(12) R(14) R(15) R(17)",0.8692,0.9929,0.9231,2.7852,no
mol_13,1,5,"H(11) H(12) R(13) R(14) R(16)",0.8716,0.9972,0.8585,2.7273,no
mol_14,1,5,"H(10) H(11) R(13) R(14) R(16)",0.9524,0.9993,0.9270,2.8787,no
mol_15,1,5,"H(6) H(7) R(9) R(10) R(12)",0.9436,0.9746,0.8958,2.8140,no
mol_16,1,5,"H(9) H(10) R(12) R(13) R(15)",0.8871,0.9958,0.8535,2.7364,no
mol_17,1,5,"H(10) H(11) R(13) R(14) R(16)",0.9424,0.9974,0.8551,2.7949,no
mol_18,1,5,"H(5) H(6) R(8) R(9) R(11)",0.8561,0.9840,0.8011,2.6412,no
mol_19,1,5,"H(11) H(12) R(15) R(16) R(17)",0.9762,0.9986,0.9378,2.9126,no
mol_20,1,5,"H(7) H(8) R(10) R(11) R(13)",0.8978,0.9975,0.8516,2.7469,no
mol_21,1,5,"H(12) H(13) R(15) R(16) R(18)",0.9600,0.9993,0.9481,2.9074,no
mol_22,1,5,"H(10) H(11) R(14) R(15) R(16)",0.9705,0.9997,0.9232,2.8934,no
mol_23,1,5,"H(10) H(12) R(14) R(15) R(17)",0.8643,0.9534,0.8632,2.6809,no
mol_24,1,5,"H(11) H(12) R(14) R(15) R(17)",0.9688,0.9857,0.8966,2.8511,no
mol_25,1,5,"H(9) H(11) R(12) R(13) R(15)",0.8652,0.9763,0.7731,2.6147,no
mol_26,1,5,"H(9) H(10) R(13) R(14) R(16)",0.9335,0.9863,0.8532,2.7730,no
mol_27,1,5,"H(10) H(11) R(14) R(15) R(16)",0.8853,0.9898,0.7955,2.6707,no
mol_28,1,5,"H(11) H(12) R(14) R(15) R(17)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,5,"H(11) H(14) R(16) R(15) R(18)",0.9572,0.9858,0.8751,2.8182,no
mol_30,1,5,"H(6) H(8) R(10) R(11) R(13)",0.9698,0.9978,0.9073,2.8748,no
