Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,5,"A(3) H(5) H(7) R(10) R(11)",0.8924,0.9964,0.8575,2.7463,no
mol_2,1,5,"A(4) H(8) H(9) R(12) R(13)",0.8660,0.9987,0.8896,2.7543,no
mol_3,1,5,"A(6) H(11) H(13) R(16) R(17)",0.8751,0.9996,0.9243,2.7989,no
mol_4,1,5,"A(3) H(8) H(9) R(12) R(13)",0.9018,0.9986,0.9147,2.8151,no
mol_5,1,5,"A(4) H(8) H(9) R(12) R(13)",0.9602,0.9968,0.9029,2.8599,no
mol_6,1,5,"A(4) H(7) H(8) R(11) R(12)",0.9234,0.9983,0.9086,2.8303,no
mol_7,1,5,"A(4) H(9) H(10) R(13) R(14)",0.9573,0.9978,0.9436,2.8988,no
mol_8,1,5,"A(4) H(10) H(11) R(14) R(15)",0.8649,0.9979,0.8836,2.7463,no
mol_9,1,5,"A(4) H(9) H(11) R(14) R(15)",0.8729,0.9992,0.8629,2.7350,no
mol_10,1,5,"A(3) H(5) H(7) R(10) R(11)",0.9245,0.9988,0.9184,2.8417,no
mol_11,1,5,"A(3) H(7) H(8) R(12) R(13)",0.8309,0.9981,0.7867,2.6157,no
mol_12,1,5,"A(5) H(10) H(12) R(15) R(16)",0.8781,0.9996,0.9208,2.7985,no
mol_13,1,5,"A(4) H(11) H(12) R(14) R(15)",0.8482,0.9988,0.8564,2.7034,no
mol_14,1,5,"A(4) H(10) H(11) R(14) R(15)",0.9457,0.9993,0.9255,2.8706,no
mol_15,1,5,"A(3) H(6) H(7) R(10) R(11)",0.9113,0.9990,0.9043,2.8146,no
mol_16,1,5,"A(4) H(9) H(10) R(13) R(14)",0.7935,0.9963,0.8463,2.6361,no
mol_17,1,5,"A(5) H(10) H(11) R(14) R(15)",0.9160,0.9979,0.8562,2.7701,no
mol_18,1,5,"A(3) H(5) H(6) R(9) R(10)",0.8705,0.9953,0.8009,2.6666,no
mol_19,1,5,"A(5) H(11) H(12) R(16) R(14)",0.8685,0.9968,0.9203,2.7855,no
mol_20,1,5,"A(3) H(7) H(8) R(11) R(12)",0.8204,0.9993,0.8522,2.6719,no
mol_21,1,5,"A(6) H(12) H(13) R(16) R(17)",0.9077,1.0000,0.9493,2.8570,no
mol_22,1,5,"A(5) H(10) H(11) R(15) R(13)",0.8665,0.9920,0.9068,2.7654,no
mol_23,1,5,"A(5) H(10) H(12) R(15) R(16)",0.8754,0.9991,0.8659,2.7405,no
mol_24,1,5,"A(5) H(11) H(12) R(15) R(16)",0.9895,0.9984,0.9017,2.8896,no
mol_25,1,5,"A(3) H(9) H(11) R(13) R(14)",0.8372,0.9918,0.7740,2.6030,no
mol_26,1,5,"A(4) H(9) H(10) R(14) R(15)",0.8602,0.9981,0.8511,2.7094,no
mol_27,1,5,"A(5) H(10) H(11) R(15) R(13)",0.8540,0.9904,0.7930,2.6374,no
mol_28,1,5,"A(5) H(11) H(12) R(15) R(16)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,5,"A(5) H(11) H(14) R(15) R(17)",0.9439,0.9915,0.8740,2.8094,no
mol_30,1,5,"A(4) H(6) H(8) R(11) R(12)",0.9338,0.9984,0.9069,2.8391,no
