Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,4,"H(5) H(7) R(9) R(11)",0.9347,0.9915,0.8536,2.7799,no
mol_2,1,4,"H(8) H(9) R(11) R(13)",0.9210,0.9987,0.9007,2.8204,no
mol_3,1,4,"H(11) H(13) R(15) R(17)",0.8668,0.9992,0.9185,2.7845,no
mol_4,1,4,"H(8) H(9) R(11) R(13)",0.9284,0.9986,0.9194,2.8465,no
mol_5,1,4,"H(8) H(9) R(11) R(13)",0.9699,0.9957,0.9040,2.8696,no
mol_6,1,4,"H(7) H(8) R(10) R(12)",0.9499,0.9982,0.9114,2.8595,no
mol_7,1,4,"H(9) H(10) R(12) R(14)",0.9696,0.9972,0.9461,2.9129,no
mol_8,1,4,"H(10) H(11) R(13) R(15)",0.9119,0.9946,0.8767,2.7832,no
mol_9,1,4,"H(9) H(11) R(13) R(15)",0.8681,0.9987,0.8556,2.7224,no
mol_10,1,4,"H(5) H(7) R(9) R(11)",0.9429,0.9988,0.9210,2.8627,no
mol_11,1,4,"H(7) H(8) R(11) R(13)",0.8677,0.9944,0.7786,2.6407,no
mol_12,1,4,"H(10) H(12) R(14) R(16)",0.8704,0.9994,0.9150,2.7847,no
mol_13,1,4,"H(11) H(12) R(13) R(15)",0.8931,0.9970,0.8557,2.7458,no
mol_14,1,4,"H(10) H(11) R(13) R(15)",0.9666,0.9993,0.9274,2.8934,no
mol_15,1,4,"H(6) H(7) R(9) R(11)",0.9361,0.9992,0.9078,2.8431,no
mol_16,1,4,"H(9) H(10) R(12) R(14)",0.8982,0.9875,0.8491,2.7348,no
mol_17,1,4,"H(10) H(11) R(13) R(15)",0.9445,0.9977,0.8597,2.8019,no
mol_18,1,4,"H(5) H(6) R(8) R(10)",0.8953,0.9905,0.7946,2.6804,no
mol_19,1,4,"H(11) H(12) R(15) R(14)",0.8717,0.9959,0.9185,2.7861,no
mol_20,1,4,"H(7) H(8) R(10) R(12)",0.8837,0.9991,0.8620,2.7447,no
mol_21,1,4,"H(12) H(13) R(15) R(17)",0.9375,0.9997,0.9507,2.8879,no
mol_22,1,4,"H(10) H(11) R(14) R(13)",0.8710,0.9895,0.9052,2.7657,no
mol_23,1,4,"H(10) H(12) R(14) R(16)",0.8675,0.9987,0.8596,2.7258,no
mol_24,1,4,"H(11) H(12) R(14) R(16)",0.9936,0.9974,0.9001,2.8912,no
mol_25,1,4,"H(9) H(11) R(12) R(14)",0.8895,0.9904,0.7832,2.6631,no
mol_26,1,4,"H(9) H(10) R(13) R(15)",0.9232,0.9939,0.8513,2.7684,no
mol_27,1,4,"H(10) H(11) R(14) R(13)",0.8823,0.9878,0.7947,2.6648,no
mol_28,1,4,"H(11) H(12) R(14) R(16)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,4,"H(11) H(14) R(16) R(17)",0.9584,0.9861,0.8716,2.8161,no
mol_30,1,4,"H(6) H(8) R(10) R(12)",0.9571,0.9982,0.9092,2.8646,no
