Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,4,"H(5) R(10) R(11) R(12)",0.8840,0.9946,0.8580,2.7365,no
mol_2,1,4,"H(8) R(12) R(13) R(14)",0.9814,0.9960,0.8907,2.8681,no
mol_3,1,4,"H(11) R(16) R(17) R(18)",0.8642,0.9947,0.9075,2.7665,no
mol_4,1,4,"H(8) R(12) R(13) R(14)",0.8927,0.9977,0.9210,2.8115,no
mol_5,1,4,"H(8) R(12) R(13) R(14)",0.9791,0.9894,0.9041,2.8726,no
mol_6,1,4,"H(7) R(11) R(12) R(13)",0.9776,0.9985,0.9092,2.8854,no
mol_7,1,4,"H(9) R(13) R(14) R(15)",0.9834,0.9954,0.9442,2.9230,no
mol_8,1,4,"H(10) R(14) R(15) R(16)",0.9897,0.9964,0.8827,2.8689,no
mol_9,1,4,"H(9) R(14) R(15) R(16)",0.8635,0.9480,0.8199,2.6314,no
mol_10,1,4,"H(5) R(10) R(11) R(12)",0.8929,0.9982,0.9263,2.8174,no
mol_11,1,4,"H(7) R(12) R(13) R(14)",0.8961,0.9935,0.7751,2.6646,no
mol_12,1,4,"H(10) R(15) R(16) R(17)",0.8649,0.9924,0.9045,2.7617,no
mol_13,1,4,"H(11) R(14) R(15) R(16)",0.9875,0.9998,0.8621,2.8494,no
mol_14,1,4,"H(10) R(14) R(15) R(16)",0.9889,0.9982,0.9082,2.8953,no
mol_15,1,4,"H(6) R(10) R(11) R(12)",0.8971,0.9780,0.9060,2.7812,no
mol_16,1,4,"H(9) R(13) R(14) R(15)",0.9940,0.9967,0.8383,2.8290,no
mol_17,1,4,"H(10) R(14) R(15) R(16)",0.9847,0.9969,0.8565,2.8381,no
mol_18,1,4,"H(5) R(9) R(10) R(11)",0.8955,0.9806,0.7717,2.6478,no
mol_19,1,4,"H(11) R(16) R(14) R(17)",0.9058,0.9970,0.8920,2.7948,no
mol_20,1,4,"H(7) R(11) R(12) R(13)",0.8906,0.9987,0.8562,2.7455,no
mol_21,1,4,"H(12) R(16) R(17) R(18)",0.9795,0.9999,0.9451,2.9245,no
mol_22,1,4,"H(10) R(15) R(13) R(16)",0.9095,0.9931,0.8746,2.7773,no
mol_23,1,4,"H(10) R(15) R(16) R(17)",0.8626,0.9504,0.8245,2.6375,no
mol_24,1,4,"H(11) R(15) R(16) R(17)",0.9875,0.9831,0.8748,2.8453,no
mol_25,1,4,"H(9) R(13) R(14) R(15)",0.9877,0.9746,0.7540,2.7163,no
mol_26,1,4,"H(9) R(14) R(15) R(16)",0.9890,0.9872,0.8449,2.8211,no
mol_27,1,4,"H(10) R(15) R(13) R(16)",0.9464,0.9829,0.7766,2.7059,no
mol_28,1,4,"H(11) R(15) R(16) R(17)",1.0000,1.0000,1.0000,3.0000,yes
mol_29,1,4,"H(11) R(15) R(17) R(18)",0.9911,0.9758,0.8680,2.8349,no
mol_30,1,4,"H(6) R(11) R(12) R(13)",0.9853,0.9973,0.9049,2.8875,no
