Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,3,"D(6) R(9) R(13)",0.9962,0.9933,0.8520,2.8415,no
mol_2,1,3,"D(3) R(10) R(13)",1.0000,1.0000,1.0000,3.0000,yes
mol_3,1,3,"D(6) R(9) R(13)",0.9936,0.9990,0.9320,2.9246,no
mol_4,1,3,"D(6) R(10) R(14)",0.9865,0.9980,0.9288,2.9133,no
mol_5,1,3,"D(9) R(12) R(16)",0.9965,0.8707,0.5217,2.3889,no
mol_6,1,3,"D(6) R(10) R(14)",0.9786,0.9942,0.5788,2.5517,no
mol_7,1,3,"D(8) R(12) R(16)",0.9802,0.8388,0.4778,2.2968,no
mol_8,1,3,"D(6) R(10) R(14)",0.9808,0.9988,0.9272,2.9069,no
mol_9,1,3,"D(4) R(10) R(14)",0.9729,0.9980,0.8313,2.8022,no
mol_10,1,3,"D(5) R(10) R(13)",0.9855,0.9972,0.8438,2.8265,no
mol_11,1,3,"D(7) R(11) R(15)",0.9696,0.9260,0.5078,2.4035,no
mol_12,1,3,"D(2) R(8) R(11)",0.9711,0.8434,0.5595,2.3739,no
mol_13,1,3,"D(9) R(12) R(16)",0.9928,0.9949,0.8223,2.8100,no
mol_14,1,3,"D(5) R(11) R(14)",0.9800,0.9875,0.7136,2.6811,no
mol_15,1,3,"D(7) R(11) R(14)",0.9976,0.9763,0.7829,2.7568,no
mol_16,1,3,"D(3) R(10) R(13)",0.9875,0.9366,0.5764,2.5005,no
mol_17,1,3,"D(3) R(11) R(14)",0.9632,0.9951,0.6011,2.5594,no
mol_18,1,3,"D(8) R(11) R(15)",0.9859,0.8482,0.6332,2.4672,no
mol_19,1,3,"D(6) R(11) R(14)",0.9704,0.9962,0.7970,2.7637,no
mol_20,1,3,"D(6) R(10) R(14)",0.9809,0.9973,0.9087,2.8869,no
mol_21,1,3,"D(6) R(11) R(14)",0.9834,0.9976,0.8999,2.8809,no
mol_22,1,3,"D(7) R(12) R(15)",0.9843,0.9973,0.8645,2.8461,no
mol_23,1,3,"D(2) R(8) R(11)",0.9552,0.9360,0.5460,2.4371,no
mol_24,1,3,"D(6) R(10) R(14)",0.9920,0.9963,0.8706,2.8589,no
mol_25,1,3,"D(7) R(12) R(16)",0.9719,0.9287,0.5002,2.4007,no
mol_26,1,3,"D(8) R(11) R(15)",0.9898,0.9289,0.4897,2.4084,no
mol_27,1,3,"D(6) R(10) R(14)",0.9901,0.8610,0.4862,2.3374,no
mol_28,1,3,"D(5) R(12) R(15)",0.9872,0.9987,0.5839,2.5698,no
mol_29,1,3,"D(3) R(11) R(14)",0.9869,0.8584,0.5611,2.4064,no
mol_30,1,3,"D(7) R(12) R(16)",0.9977,0.8318,0.5990,2.4285,no
mol_31,1,3,"D(8) R(11) R(15)",0.9893,0.9162,0.4879,2.3934,no
mol_32,1,3,"D(9) R(12) R(16)",0.9688,0.9465,0.4926,2.4079,no
mol_33,1,3,"D(7) R(11) R(14)",0.9958,0.8843,0.4520,2.3321,no
mol_34,1,3,"D(4) R(12) R(15)",0.9865,0.9929,0.8489,2.8284,no
mol_35,1,3,"D(2) R(8) R(11)",0.9712,0.8426,0.5607,2.3745,no
mol_36,1,3,"D(2) R(8) R(11)",0.9803,0.8297,0.5534,2.3634,no
mol_37,1,3,"D(2) R(8) R(11)",0.9732,0.8427,0.5600,2.3759,no
