Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,4,"A(3) D(5) R(9) R(11)",0.9727,0.9995,0.3794,2.3516,no
mol_2,1,4,"A(3) D(5) R(9) R(11)",0.9833,0.8596,0.3576,2.2006,no
mol_3,1,4,"A(3) D(5) R(10) R(12)",0.8883,0.8425,0.3268,2.0576,no
mol_4,1,4,"A(5) D(7) R(12) R(14)",0.9767,0.9997,0.7368,2.7132,no
mol_5,1,4,"A(3) D(6) R(10) R(12)",0.9968,1.0000,0.9634,2.9602,no
mol_6,1,4,"A(4) D(6) R(10) R(13)",0.9715,0.8479,0.3515,2.1709,no
mol_7,1,4,"A(2) D(6) R(10) R(11)",0.9919,1.0000,0.8088,2.8006,no
mol_8,1,4,"A(4) D(6) R(10) R(13)",0.9770,0.8529,0.3575,2.1874,no
mol_9,1,4,"A(4) D(6) R(10) R(12)",1.0000,1.0000,1.0000,3.0000,yes
mol_10,1,4,"A(4) D(6) R(10) R(12)",0.9930,0.9998,0.8567,2.8495,no
mol_11,1,4,"A(3) D(5) R(10) R(12)",0.9659,0.8503,0.3503,2.1665,no
mol_12,1,4,"A(3) D(5) R(10) R(12)",0.9916,0.9999,0.6785,2.6700,no
mol_13,1,4,"A(4) D(6) R(10) R(13)",0.9000,0.9849,0.4230,2.3079,no
mol_14,1,4,"A(4) D(6) R(10) R(13)",0.9699,0.9993,0.4058,2.3750,no
mol_15,1,4,"A(5) D(7) R(12) R(14)",0.9742,0.9995,0.5471,2.5208,no
mol_16,1,4,"A(5) D(7) R(12) R(14)",0.9857,0.8467,0.3361,2.1685,no
mol_17,1,4,"A(3) D(5) R(9) R(11)",0.9583,0.8533,0.3393,2.1510,no
mol_18,1,4,"A(3) D(5) R(9) R(11)",0.9848,0.9997,0.3738,2.3582,no
mol_19,1,4,"A(6) D(9) R(16) R(19)",0.9775,0.9998,0.3775,2.3547,no
mol_20,1,4,"A(6) D(9) R(15) R(18)",0.9826,0.9988,0.3598,2.3412,no
mol_21,1,4,"A(3) D(5) R(9) R(11)",0.9693,0.8610,0.3451,2.1753,no
mol_22,1,4,"A(4) D(6) R(11) R(14)",0.9812,0.9998,0.6201,2.6011,no
mol_23,1,4,"A(4) D(6) R(10) R(13)",0.9543,0.8645,0.3514,2.1702,no
mol_24,1,4,"A(4) D(6) R(11) R(14)",0.9837,0.9996,0.8116,2.7950,no
mol_25,1,4,"A(4) D(6) R(11) R(14)",0.9812,0.9998,0.6410,2.6220,no
mol_26,1,4,"A(4) D(6) R(10) R(13)",0.9642,0.8519,0.3504,2.1664,no
mol_27,1,4,"A(4) D(6) R(10) R(13)",0.9845,0.8540,0.3425,2.1809,no
mol_28,1,4,"A(4) D(6) R(10) R(13)",0.9814,0.8556,0.3424,2.1795,no
mol_29,1,4,"A(5) D(7) R(12) R(14)",0.9703,0.9993,0.3618,2.3314,no
mol_30,1,4,"A(3) D(5) R(9) R(11)",0.9581,0.8560,0.3372,2.1513,no
mol_31,1,4,"A(4) D(6) R(10) R(13)",0.8710,0.8211,0.3745,2.0666,no
mol_32,1,4,"A(3) D(5) R(9) R(12)",0.9507,0.8636,0.3507,2.1650,no
mol_33,1,4,"A(3) D(5) R(9) R(12)",0.9782,0.9996,0.7912,2.7690,no
mol_34,1,4,"A(3) D(6) R(10) R(13)",0.9979,0.9999,0.8066,2.8044,no
mol_35,1,4,"A(3) D(6) R(11) R(14)",0.9764,0.9996,0.7994,2.7754,no
mol_36,1,4,"A(3) D(5) R(10) R(13)",0.9563,0.8600,0.3574,2.1738,no
mol_37,1,4,"A(5) D(8) R(16) R(17)",0.9114,0.8288,0.2701,2.0102,no
mol_38,1,4,"A(4) D(5) R(10) R(13)",0.9740,0.9995,0.4035,2.3770,no
mol_39,1,4,"A(5) D(8) R(17) R(18)",0.9275,0.9818,0.3147,2.2240,no
mol_40,1,4,"A(3) D(5) R(9) R(12)",0.9590,0.8568,0.3453,2.1611,no
mol_41,1,4,"A(3) D(6) R(10) R(13)",0.9742,0.9994,0.7303,2.7039,no
mol_42,1,4,"A(3) D(5) R(10) R(13)",0.9740,0.9995,0.7466,2.7200,no
mol_43,1,4,"A(3) D(5) R(10) R(12)",0.9820,0.8546,0.3438,2.1804,no
