Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,3,"A(3) R(9) R(11)",0.9943,0.9989,0.3759,2.3690,no
mol_2,1,3,"A(3) R(9) R(11)",0.9972,0.8140,0.3498,2.1610,no
mol_3,1,3,"A(3) R(10) R(12)",0.9888,0.8028,0.3280,2.1197,no
mol_4,1,3,"A(5) R(12) R(14)",0.9965,0.9996,0.7636,2.7596,no
mol_5,1,3,"A(3) R(10) R(12)",0.9974,0.9997,0.8839,2.8809,no
mol_6,1,3,"A(4) R(10) R(13)",0.9948,0.7988,0.3420,2.1356,no
mol_7,1,3,"A(2) R(10) R(11)",0.9988,0.9997,0.8475,2.8460,no
mol_8,1,3,"A(4) R(10) R(13)",0.9957,0.8044,0.3486,2.1488,no
mol_9,1,3,"A(4) R(10) R(12)",0.9975,0.9997,0.8617,2.8589,no
mol_10,1,3,"A(4) R(10) R(12)",1.0000,1.0000,1.0000,3.0000,yes
mol_11,1,3,"A(3) R(10) R(12)",0.9951,0.8035,0.3427,2.1413,no
mol_12,1,3,"A(3) R(10) R(12)",0.9946,0.9993,0.6942,2.6881,no
mol_13,1,3,"A(4) R(10) R(13)",0.9751,0.9759,0.4636,2.4146,no
mol_14,1,3,"A(4) R(10) R(13)",0.9976,0.9983,0.4190,2.4149,no
mol_15,1,3,"A(5) R(12) R(14)",0.9929,0.9994,0.5619,2.5541,no
mol_16,1,3,"A(5) R(12) R(14)",0.9991,0.7954,0.3411,2.1356,no
mol_17,1,3,"A(3) R(9) R(11)",0.9919,0.8086,0.3315,2.1320,no
mol_18,1,3,"A(3) R(9) R(11)",0.9946,0.9996,0.3847,2.3789,no
mol_19,1,3,"A(6) R(16) R(19)",0.9957,0.9992,0.3721,2.3670,no
mol_20,1,3,"A(6) R(15) R(18)",0.9990,0.9993,0.3575,2.3558,no
mol_21,1,3,"A(3) R(9) R(11)",0.9971,0.8181,0.3490,2.1642,no
