Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,3,"D(5) H(8) R(9)",0.9982,0.9920,0.3675,2.3577,no
mol_2,1,3,"D(5) H(8) R(9)",0.9989,0.9991,0.3623,2.3603,no
mol_3,1,3,"D(5) H(9) R(10)",0.9813,0.8494,0.2498,2.0805,no
mol_4,1,3,"D(7) H(11) R(12)",0.9986,0.9955,0.7649,2.7590,no
mol_5,1,3,"D(6) H(9) R(10)",0.9998,0.9923,0.6660,2.6580,no
mol_6,1,3,"D(6) H(9) R(10)",0.9986,0.9898,0.3480,2.3364,no
mol_7,1,3,"D(6) H(9) R(10)",0.9994,1.0000,0.7350,2.7344,no
mol_8,1,3,"D(6) H(9) R(10)",0.9988,0.9969,0.3599,2.3556,no
mol_9,1,3,"D(6) H(8) R(10)",0.9938,0.9958,0.7817,2.7714,no
mol_10,1,3,"D(6) H(8) R(10)",0.9944,0.9554,0.5643,2.5140,no
mol_11,1,3,"D(5) H(8) R(10)",0.9954,0.9645,0.3223,2.2822,no
mol_12,1,3,"D(5) H(8) R(10)",0.9922,0.9880,0.5240,2.5042,no
mol_13,1,3,"D(6) H(8) R(10)",0.9879,0.7573,0.3106,2.0558,no
mol_14,1,3,"D(6) H(8) R(10)",0.9957,0.9432,0.3423,2.2812,no
mol_15,1,3,"D(7) H(10) R(12)",0.9908,0.9945,0.5563,2.5416,no
mol_16,1,3,"D(7) H(10) R(12)",0.9932,0.9842,0.3213,2.2987,no
mol_17,1,3,"D(5) H(7) R(9)",0.9955,0.9482,0.3080,2.2517,no
mol_18,1,3,"D(5) H(7) R(9)",0.9940,0.9603,0.3349,2.2891,no
mol_19,1,3,"D(9) H(15) R(16)",0.9992,0.9996,0.3823,2.3810,no
mol_20,1,3,"D(9) H(14) R(15)",0.9992,0.9915,0.3512,2.3420,no
mol_21,1,3,"D(5) H(8) R(9)",0.9993,0.9988,0.3470,2.3452,no
mol_22,1,3,"D(6) H(10) R(11)",0.9981,0.9982,0.6792,2.6754,no
