Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,3,"A(1) A(3) R(7)",0.9974,0.9998,0.8451,2.8424,no
mol_2,1,3,"A(1) A(3) R(6)",0.9974,0.9993,0.6398,2.6366,no
mol_3,1,3,"A(1) A(4) R(8)",0.9922,0.9998,0.8034,2.7954,no
mol_4,1,3,"A(1) A(4) R(8)",0.9988,0.9997,0.8207,2.8192,no
mol_5,1,3,"A(1) A(4) R(8)",0.9994,0.9995,0.5893,2.5882,no
mol_6,1,3,"A(1) A(3) R(8)",0.9987,0.9998,0.8184,2.8168,no
mol_7,1,3,"A(1) A(3) R(7)",0.9989,0.9998,0.7715,2.7702,no
mol_8,1,3,"A(1) A(3) R(8)",0.9975,0.9996,0.6458,2.6429,no
mol_9,1,3,"A(1) A(3) R(8)",0.9989,0.9993,0.6064,2.6046,no
mol_10,1,3,"A(1) A(3) R(10)",0.9987,0.9999,0.7346,2.7332,no
mol_11,1,3,"A(1) A(5) R(9)",0.9885,0.9991,0.6339,2.6214,no
mol_12,1,3,"A(1) A(3) R(8)",0.9989,0.9998,0.7374,2.7361,no
mol_13,1,3,"A(1) A(5) R(8)",0.9935,0.9998,0.7144,2.7077,no
mol_14,1,3,"A(1) A(4) R(8)",0.9936,0.9999,0.5700,2.5635,no
mol_15,1,3,"A(1) A(4) R(8)",0.9910,0.9996,0.7020,2.6926,no
mol_16,1,3,"A(1) A(4) R(8)",0.9946,1.0000,0.7436,2.7381,no
mol_17,1,3,"A(1) A(3) R(7)",0.9939,0.9999,0.8377,2.8315,no
mol_18,1,3,"A(1) A(3) R(7)",0.9987,0.9998,0.8728,2.8714,no
mol_19,1,3,"A(1) A(3) R(7)",0.9953,1.0000,0.5866,2.5818,no
mol_20,1,3,"A(1) A(3) R(7)",0.9912,0.9997,0.7861,2.7770,no
mol_21,1,3,"A(1) A(3) R(7)",0.9955,1.0000,0.5873,2.5828,no
mol_22,1,3,"A(1) A(3) R(7)",0.9971,0.9999,0.8204,2.8174,no
mol_23,1,3,"A(1) A(3) R(7)",0.9990,0.9999,0.8502,2.8491,no
mol_24,1,3,"A(1) A(3) R(7)",0.9976,0.9993,0.6184,2.6153,no
mol_25,1,3,"A(1) A(3) R(6)",0.9940,0.9995,0.5515,2.5449,no
mol_26,1,3,"A(4) A(3) R(10)",0.4108,0.6819,0.2571,1.3499,no
mol_27,1,3,"A(4) A(3) R(10)",0.5988,0.5201,0.2756,1.3945,no
mol_28,1,3,"A(1) A(3) R(7)",0.9984,0.9999,0.6260,2.6244,no
mol_29,1,3,"A(1) A(4) R(8)",0.9971,0.9993,0.6343,2.6306,no
mol_30,1,3,"A(1) A(3) R(7)",0.9971,0.9994,0.6614,2.6578,no
mol_31,1,3,"A(1) A(4) R(9)",0.9983,0.9993,0.7247,2.7222,no
mol_32,1,3,"A(1) A(4) R(7)",0.9934,0.9998,0.6077,2.6008,no
mol_33,1,3,"A(1) A(4) R(9)",0.9987,0.9999,0.5851,2.5838,no
mol_34,1,3,"A(1) A(3) R(8)",0.9992,1.0000,0.6085,2.6077,no
mol_35,1,3,"A(1) A(3) R(8)",0.9996,0.9999,0.6130,2.6125,no
mol_36,1,3,"A(1) A(3) R(7)",0.9961,1.0000,0.9153,2.9114,no
mol_37,1,3,"A(1) A(4) R(8)",1.0000,1.0000,1.0000,3.0000,yes
mol_38,1,3,"A(1) A(3) R(7)",0.9966,1.0000,0.9498,2.9464,no
mol_40,1,3,"A(1) A(4) R(7)",0.9987,0.9998,0.8906,2.8890,no
mol_41,1,3,"A(1) A(4) R(9)",0.9954,0.9996,0.8978,2.8929,no
mol_42,1,3,"A(1) A(3) R(8)",0.9989,0.9999,0.9413,2.9402,no
mol_43,1,3,"A(1) A(3) R(7)",0.9926,0.9998,0.5463,2.5387,no
mol_44,1,3,"A(1) A(3) R(7)",0.9924,0.9998,0.5313,2.5235,no
mol_45,1,3,"A(1) A(4) R(8)",1.0000,1.0000,1.0000,3.0000,no
mol_46,1,3,"A(1) A(3) R(8)",0.9989,0.9999,0.9413,2.9402,no
mol_47,1,3,"A(1) A(3) R(7)",0.9971,0.9999,0.5765,2.5735,no
mol_48,1,3,"A(1) A(3) R(7)",0.9888,0.9997,0.5840,2.5724,no
mol_49,1,3,"A(1) A(5) R(10)",0.9953,1.0000,0.7816,2.7768,no
mol_50,1,3,"A(1) A(3) R(7)",0.9963,0.9998,0.6394,2.6355,no
mol_51,1,3,"A(1) A(3) R(6)",0.9961,0.9998,0.8096,2.8056,no
mol_52,1,3,"A(1) A(3) R(6)",0.9901,0.9998,0.6549,2.6448,no
mol_53,1,3,"A(1) A(3) R(7)",0.9988,1.0000,0.6247,2.6235,no
mol_54,1,3,"A(1) A(3) R(8)",0.9967,0.9999,0.8160,2.8126,no
mol_55,1,3,"A(2) A(4) R(7)",0.9981,0.9998,0.8291,2.8271,no
mol_56,1,3,"A(1) A(4) R(9)",0.9942,0.9996,0.6895,2.6833,no
mol_57,1,3,"A(1) A(3) R(8)",0.9990,0.9999,0.8449,2.8438,no
mol_58,1,3,"A(2) A(4) R(7)",0.9950,0.9999,0.8474,2.8424,no
mol_59,1,3,"A(1) A(3) R(8)",0.9952,0.9999,0.5732,2.5684,no
mol_60,1,3,"A(1) A(3) R(8)",0.9948,1.0000,0.5635,2.5583,no
mol_61,1,3,"A(1) A(5) R(10)",0.9972,0.9997,0.7913,2.7882,no
mol_62,1,3,"A(1) A(3) R(7)",0.9961,0.9997,0.8406,2.8364,no
mol_63,1,3,"A(1) A(3) R(7)",0.9898,0.9997,0.6299,2.6195,no
mol_64,1,3,"A(2) A(4) R(7)",0.9926,1.0000,0.6247,2.6172,no
mol_65,1,3,"A(1) A(3) R(7)",0.9961,0.9997,0.6793,2.6751,no
mol_66,1,3,"A(1) A(3) R(6)",0.9986,0.9996,0.5858,2.5840,no
mol_67,1,3,"A(1) A(4) R(9)",0.9949,1.0000,0.5859,2.5808,no
mol_68,1,3,"A(1) A(3) R(7)",0.9984,0.9999,0.7050,2.7033,no
mol_69,1,3,"A(1) A(3) R(7)",0.9988,0.9997,0.6743,2.6728,no
