UniprotID Prot_A,UniprotID Prot_B,String Score,Prot_A,Prot_B
P25100,P41180,0.904,ADRA1D,CASR
P25100,P41180,0.902,ADRA1A,CASR
P25100,P62873,0.915,ADRA1D,GNB1
P25100,Q14344,0.961,ADRA1D,GNA13
P25100,Q14344,0.965,ADRA1A,GNA13
P25100,Q15077,0.913,ADRA1D,P2RY6
P25100,Q15077,0.913,ADRA1A,P2RY6
P25100,Q15722,0.9,ADRA1D,LTB4R
P25100,Q15722,0.9,ADRA1A,LTB4R
P25100,Q9NPC1,0.9,ADRA1D,LTB4R2
P25100,Q9NPC1,0.9,ADRA1A,LTB4R2
P25100,Q9NZN5,0.945,ADRA1D,ARHGEF12
P25100,Q9NZN5,0.953,ADRA1A,ARHGEF12
P25100,Q9UBY5,0.902,ADRA1D,LPAR3
P25100,Q9UBY5,0.902,ADRA1A,LPAR3
P25103,O60262,0.901,TACR1,GNG7
P25103,O95665,0.907,TACR1,NTSR2
P25103,P05305,0.917,TACR1,EDN1
P25103,P06307,0.947,TACR1,CCK
P25103,P0C0P6,0.975,TACR1,NPS
P25103,P20366,0.998,TACR1,TAC1
P25103,P20382,0.905,TACR1,PMCH
P25103,P21731,0.914,TACR1,TBXA2R
P25103,P24530,0.908,TACR1,EDNRB
P25103,P25098,0.937,TACR1,ADRBK1
P25103,P25100,0.914,TACR1,ADRA1A
P25103,P25100,0.914,TACR1,ADRA1D
P25103,P25105,0.901,TACR1,PTAFR
P25103,P28223,0.917,TACR1,HTR2A
P25103,P30411,0.905,TACR1,BDKRB2
P25103,P30550,0.92,TACR1,GRPR
P25103,P30989,0.911,TACR1,NTSR1
P25103,P35367,0.921,TACR1,HRH1
P25103,P35368,0.915,TACR1,ADRA1B
P25103,P41594,0.948,TACR1,GRM5
P25103,P47871,0.901,TACR1,GCGR
P25103,Q13255,0.926,TACR1,GRM1
P25103,Q86VW2,0.903,TACR1,ARHGEF25
P25103,Q9NPC1,0.9,TACR1,LTB4R2
P25103,Q9NQ66,0.905,TACR1,PLCB1
P25105,O14626,0.9,PTAFR,GPR17
P25105,P04083,0.914,PTAFR,ANXA1
P25105,P05305,0.91,PTAFR,EDN1
P25105,P0C0P6,0.903,PTAFR,NPS
P25105,P21731,0.931,PTAFR,TBXA2R
P25105,P25090,0.926,PTAFR,FPR2
P25105,P28223,0.907,PTAFR,HTR2A
P25105,P30411,0.903,PTAFR,BDKRB2
P25105,P30550,0.902,PTAFR,GRPR
P25105,P35367,0.925,PTAFR,HRH1
P25105,P47871,0.907,PTAFR,GCGR
P25105,Q15722,0.929,PTAFR,LTB4R
P25105,Q9Y271,0.917,PTAFR,CYSLTR1
P25391,Q496J9,0.627,LAMA1,SV2C
P25391,Q7L1I2,0.613,LAMA1,SV2B
P25490,O75376,0.949,YY1,NCOR1
P25490,Q09028,0.943,YY1,RBBP4
P25490,Q15022,0.975,YY1,SUZ12
P25490,Q15910,0.993,YY1,EZH2
P25490,Q16576,0.95,YY1,RBBP7
P25490,Q92769,0.988,YY1,HDAC2
P25685,O60884,0.962,DNAJB1,DNAJA2
P25685,O75506,0.99,DNAJB1,HSF1
P25685,O95757,0.999,DNAJB1,HSPA4
P25685,P07900,0.995,DNAJB1,HSP90AA1
P25685,P08238,0.987,DNAJB1,HSP90AB1
P25685,P0DMV8,0.996,DNAJB1,HSPA1A
P25685,P11142,0.999,DNAJB1,HSPA8
P25685,P31689,0.951,DNAJB1,DNAJA1
P25685,P31948,0.996,DNAJB1,STIP1
P25685,Q08752,0.945,DNAJB1,PPID
P25774,P01034,0.96,CTSS,CST3
P25774,P01903,0.945,CTSS,HLA-DRA
P25774,P01906,0.916,CTSS,HLA-DQA2
P25774,P01920,0.934,CTSS,HLA-DQB1
P25774,P04440,0.925,CTSS,HLA-DPB1
P25774,P05538,0.924,CTSS,HLA-DQB2
P25774,P20036,0.926,CTSS,HLA-DPA1
P25774,P39059,0.902,CTSS,COL15A1
P25774,Q30154,0.921,CTSS,HLA-DRB5
P25774,Q9NYK1,0.963,CTSS,TLR7
P25815,Q15109,0.953,S100P,AGER
P25963,A6ND01,0.968,NFKBIA,JUN
P25963,O00220,0.992,NFKBIA,TNF
P25963,O14920,0.999,NFKBIA,IKBKB
P25963,O15111,0.998,NFKBIA,CHUK
P25963,O43318,0.971,NFKBIA,MAP3K7
P25963,O95999,0.959,NFKBIA,BCL10
P25963,P19838,0.999,NFKBIA,NFKB1
P25963,P31749,0.76,NFKBIA,AKT1
P25963,Q00653,0.994,NFKBIA,NFKB2
P25963,Q04206,0.998,NFKBIA,RELA
P25963,Q12933,0.946,NFKBIA,TRAF2
P25963,Q13546,0.937,NFKBIA,RIPK1
P25963,Q15653,0.977,NFKBIA,NFKBIB
P25963,Q9NYJ8,0.941,NFKBIA,TAB2
P25963,Q9Y4K3,0.958,NFKBIA,TRAF6
P25963,Q9Y6K9,0.997,NFKBIA,IKBKG
P26010,O14713,0.905,ITGB7,ITGB1
P26010,P05106,0.907,ITGB7,ITGB3
P26010,P21333,0.986,ITGB7,FLNA
P26367,P19793,0.908,PAX6,RXRA
P26441,O60674,0.952,CNTF,JAK2
P26441,P15509,0.613,CNTF,CSF2RA
P26441,P29597,0.939,CNTF,TYK2
P26441,Q99062,0.724,CNTF,CSF3R
P26951,O60674,0.96,IL3RA,JAK2
P26951,P15509,0.922,IL3RA,CSF2RA
P26951,P23458,0.953,IL3RA,JAK1
P26951,P32927,0.982,IL3RA,CSF2RB
P26951,Q06124,0.922,IL3RA,PTPN11
P27169,P02647,0.956,PON1,APOA1
P27169,P02649,0.914,PON1,APOE
P27169,P02656,0.894,PON1,APOC3
P27169,P04114,0.915,PON1,APOB
P27169,P04180,0.935,PON1,LCAT
P27169,P08519,0.93,PON1,LPA
P27169,Q13093,0.862,PON1,PLA2G7
P27338,P09172,0.951,MAOB,DBH
P27338,P20711,0.981,MAOB,DDC
P27338,P30838,0.912,MAOB,ALDH3A1
P27338,P43353,0.924,MAOB,ALDH3B1
P27348,P31749,0.948,YWHAQ,AKT1
P27348,P63104,0.931,YWHAQ,YWHAZ
P27348,Q7KZI7,0.656,YWHAQ,MARK2
P27361,B2RPK0,0.949,MAPK3,HMGB1
P27361,O00264,0.95,MAPK3,PGR
P27361,O00429,0.924,MAPK3,DNM1
P27361,O43823,0.904,MAPK3,AKAP9
P27361,O60271,0.948,MAPK3,MAPK8
P27361,O75674,0.964,MAPK3,SRC
P27361,O75791,0.984,MAPK3,GRB2
P27361,P01111,0.985,MAPK3,HRAS
P27361,P01138,0.966,MAPK3,NGF
P27361,P03372,0.979,MAPK3,ESR1
P27361,P04271,0.938,MAPK3,S100B
P27361,P04629,0.96,MAPK3,NTRK1
P27361,P05067,0.955,MAPK3,APP
P27361,P06239,0.954,MAPK3,LCK
P27361,P07900,0.972,MAPK3,HSP90AA1
P27361,P08238,0.953,MAPK3,HSP90AB1
P27361,P0DJI8,0.908,MAPK3,SAA1
P27361,P0DMV8,0.943,MAPK3,HSPA1A
P27361,P15056,0.969,MAPK3,BRAF
P27361,P17252,0.943,MAPK3,PRKCA
P27361,P17655,0.949,MAPK3,CAPN2
P27361,P29353,0.972,MAPK3,SHC1
P27361,P40763,0.986,MAPK3,STAT3
P27361,P48552,0.916,MAPK3,NRIP1
P27361,P49023,0.979,MAPK3,PXN
P27361,P61586,0.978,MAPK3,RHOA
P27361,P63104,0.94,MAPK3,YWHAZ
P27361,P63215,0.6,MAPK3,GNG3
P27361,P80511,0.916,MAPK3,S100A12
P27361,Q02156,0.96,MAPK3,PRKCE
P27361,Q02790,0.937,MAPK3,FKBP5
P27361,Q04206,0.95,MAPK3,RELA
P27361,Q05397,0.942,MAPK3,PTK2
P27361,Q06124,0.996,MAPK3,PTPN11
P27361,Q15109,0.945,MAPK3,AGER
P27361,Q16288,0.534,MAPK3,NTRK3
P27361,Q8WU20,0.954,MAPK3,FRS2
P27361,Q9Y490,0.916,MAPK3,TLN1
P27361,Q9Y618,0.919,MAPK3,NCOR2
P27695,O00591,0.607,HAP1,GABRP
P27695,O14764,0.745,HAP1,GABRD
P27695,P14867,0.747,HAP1,GABRA1
P27695,P18507,0.732,HAP1,GABRG2
P27695,P31644,0.624,HAP1,GABRA5
P27695,P34903,0.626,HAP1,GABRA3
P27695,P47869,0.625,HAP1,GABRA2
P27695,P78334,0.697,HAP1,GABRE
P27695,Q99928,0.65,HAP1,GABRG3
P27695,Q9UN88,0.743,HAP1,GABRQ
P27707,Q08499,0.912,DCK,PDE4D
P27707,Q14432,0.9,DCK,PDE3A
P27930,P14778,0.859,IL1R2,IL1R1
P27930,P22301,0.946,IL1R2,IL10
P27930,P29466,0.953,IL1R2,CASP1
P27986,O15520,0.921,PIK3R1,FGF1
P27986,P07948,0.939,PIK3R1,LYN
P27986,P15692,0.928,PIK3R1,VEGFA
P27986,P22102,0.906,PIK3R1,PGF
P27986,P49767,0.918,PIK3R1,VEGFC
P27986,P49771,0.915,PIK3R1,FLT3LG
P27986,Q15389,0.914,PIK3R1,ANGPT1
P27986,Q8WU20,0.92,PIK3R1,FRS2
P27986,Q9UBW7,0.9,PIK3R1,ZMYM2
P28221,O60262,0.939,HTR1D,GNG7
P28221,P01189,0.918,HTR1D,POMC
P28221,P01213,0.922,HTR1D,PDYN
P28221,P01303,0.915,HTR1D,NPY
P28221,P18825,0.91,HTR1D,ADRA2C
P28221,P35372,0.915,HTR1D,OPRM1
P28221,P35462,0.909,HTR1D,DRD3
P28221,P59533,0.901,HTR1D,TAS2R38
P28221,P62873,0.915,HTR1D,GNB1
P28221,Q14416,0.93,HTR1D,GRM2
P28221,Q14833,0.927,HTR1D,GRM4
P28221,Q86YR5,0.9,HTR1D,GPSM1
P28221,Q8TE23,0.901,HTR1D,TAS1R2
P28221,Q99527,0.9,HTR1D,GPER1
P28221,Q9UBS5,0.933,HTR1D,GABBR1
P28222,O00230,0.903,HTR1B,CORT
P28222,O60262,0.914,HTR1B,GNG7
P28222,P01189,0.943,HTR1B,POMC
P28222,P01213,0.927,HTR1B,PDYN
P28222,P01303,0.948,HTR1B,NPY
P28222,P28221,0.933,HTR1B,HTR1D
P28222,P34972,0.905,HTR1B,CNR2
P28222,P35372,0.919,HTR1B,OPRM1
P28222,P35462,0.913,HTR1B,DRD3
P28222,P62873,0.988,HTR1B,GNB1
P28222,Q14416,0.931,HTR1B,GRM2
P28222,Q14833,0.925,HTR1B,GRM4
P28222,Q86YR5,0.902,HTR1B,GPSM1
P28222,Q99527,0.9,HTR1B,GPER1
P28222,Q9UBS5,0.929,HTR1B,GABBR1
P28222,Q9Y2T6,0.901,HTR1B,GPR55
P28223,P30411,0.903,HTR2A,BDKRB2
P28223,Q01970,0.91,HTR2A,PLCB3
P28223,Q9NPC1,0.9,HTR2A,LTB4R2
P28335,O00254,0.932,HTR2C,F2RL2
P28335,O43612,0.939,HTR2C,HCRT
P28335,O60262,0.932,HTR2C,GNG7
P28335,O95665,0.912,HTR2C,NTSR2
P28335,P01275,0.923,HTR2C,GCG
P28335,P06307,0.947,HTR2C,CCK
P28335,P08912,0.913,HTR2C,CHRM5
P28335,P0C0P6,0.946,HTR2C,NPS
P28335,P11229,0.921,HTR2C,CHRM1
P28335,P20366,0.938,HTR2C,TAC1
P28335,P20382,0.922,HTR2C,PMCH
P28335,P20396,0.923,HTR2C,TRH
P28335,P24530,0.907,HTR2C,EDNRB
P28335,P25098,0.926,HTR2C,ADRBK1
P28335,P25100,0.916,HTR2C,ADRA1A
P28335,P25100,0.918,HTR2C,ADRA1D
P28335,P25103,0.913,HTR2C,TACR1
P28335,P28223,0.91,HTR2C,HTR2A
P28335,P30411,0.9,HTR2C,BDKRB2
P28335,P32238,0.908,HTR2C,CCKAR
P28335,P34995,0.903,HTR2C,PTGER1
P28335,P35368,0.915,HTR2C,ADRA1B
P28335,P37288,0.904,HTR2C,AVPR1A
P28335,P41180,0.909,HTR2C,CASR
P28335,P41594,0.949,HTR2C,GRM5
P28335,P49407,0.934,HTR2C,ARRB1
P28335,P50148,0.95,HTR2C,GNAQ
P28335,P55085,0.9,HTR2C,F2RL1
P28335,P62879,0.923,HTR2C,GNB2
P28335,P63215,0.918,HTR2C,GNG3
P28335,Q01970,0.911,HTR2C,PLCB3
P28335,Q13255,0.937,HTR2C,GRM1
P28335,Q9H1C0,0.9,HTR2C,LPAR5
P28335,Q9NQ66,0.92,HTR2C,PLCB1
P28472,A8MPY1,0.576,GABRB3,GABRR3
P28472,O00591,0.563,GABRB3,GABRP
P28472,O14764,0.606,GABRB3,GABRD
P28472,O60296,0.607,GABRB3,TRAK2
P28472,P14867,0.979,GABRB3,GABRA1
P28472,P18507,0.984,GABRB3,GABRG2
P28472,P24046,0.566,GABRB3,GABRR1
P28472,P27695,0.713,GABRB3,HAP1
P28472,P28476,0.567,GABRB3,GABRR2
P28472,P31644,0.981,GABRB3,GABRA5
P28472,P34903,0.96,GABRB3,GABRA3
P28472,P46459,0.645,GABRB3,NSF
P28472,P47869,0.96,GABRB3,GABRA2
P28472,P78334,0.821,GABRB3,GABRE
P28472,Q15111,0.609,GABRB3,PLCL1
P28472,Q99928,0.942,GABRB3,GABRG3
P28472,Q9NQX3,0.82,GABRB3,GPHN
P28472,Q9UN88,0.908,GABRB3,GABRQ
P28476,O00591,0.574,GABRR2,GABRP
P28476,P14867,0.714,GABRR2,GABRA1
P28476,P18507,0.714,GABRR2,GABRG2
P28476,P47869,0.72,GABRR2,GABRA2
P28476,Q99928,0.718,GABRR2,GABRG3
P28476,Q9UN88,0.59,GABRR2,GABRQ
P28566,P01213,0.915,HTR1E,PDYN
P28566,P01303,0.911,HTR1E,NPY
P28566,P08172,0.907,HTR1E,CHRM2
P28566,P08908,0.928,HTR1E,HTR1A
P28566,P14416,0.915,HTR1E,DRD2
P28566,P21554,0.915,HTR1E,CNR1
P28566,P30542,0.917,HTR1E,ADORA1
P28566,P35372,0.912,HTR1E,OPRM1
P28566,P35462,0.908,HTR1E,DRD3
P28566,P41146,0.911,HTR1E,OPRL1
P28566,Q14416,0.917,HTR1E,GRM2
P28566,Q14831,0.91,HTR1E,GRM7
P28566,Q14832,0.928,HTR1E,GRM3
P28566,Q9UBS5,0.918,HTR1E,GABBR1
P28566,Q9Y5N1,0.937,HTR1E,HRH3
P28702,O95477,0.924,RXRB,ABCA1
P28702,P10828,0.956,RXRB,THRB
P28702,P11473,0.94,RXRB,VDR
P28702,P13631,0.996,RXRB,RARG
P28702,P19793,0.905,RXRB,RXRA
P28702,P29373,0.921,RXRB,CRABP2
P28702,P31749,0.912,RXRB,AKT1
P28702,P48552,0.963,RXRB,NRIP1
P28702,Q07869,0.95,RXRB,PPARA
P28702,Q13133,0.984,RXRB,NR1H3
P28702,Q15596,0.933,RXRB,NCOA2
P28702,Q15788,0.942,RXRB,NCOA1
P28702,Q96RI1,0.978,RXRB,NR1H4
P28702,Q9Y618,0.979,RXRB,NCOR2
P28845,P04798,0.93,HSD11B1,CYP1A1
P28845,P05181,0.92,HSD11B1,CYP2E1
P28845,P08686,0.943,HSD11B1,CYP21A2
P28845,P14060,0.963,HSD11B1,HSD3B1
P28845,P17516,0.944,HSD11B1,AKR1C4
P28845,P19793,0.905,HSD11B1,RXRA
P28845,P26439,0.944,HSD11B1,HSD3B2
P28907,O14638,0.918,CD38,ENPP3
P28907,O95544,0.932,CD38,NADK
P28907,P00491,0.914,CD38,PNP
P28907,P22413,0.918,CD38,ENPP1
P28907,P40261,0.923,CD38,NNMT
P28907,Q10588,0.913,CD38,BST1
P28907,Q13423,0.901,CD38,NNT
P28907,Q4G0N4,0.9,CD38,NADK2
P28907,Q6IA69,0.901,CD38,NADSYN1
P28907,Q96T66,0.926,CD38,NMNAT3
P28907,Q9BQG2,0.9,CD38,NUDT12
P28907,Q9BZQ4,0.922,CD38,NMNAT2
P28907,Q9HAN9,0.933,CD38,NMNAT1
P29218,O15327,0.9,IMPA1,INPP4B
P29218,P51178,0.73,IMPA1,PLCD1
P29218,Q01970,0.751,IMPA1,PLCB3
P29274,P62873,0.834,ADORA2A,GNB1
P29275,O43306,0.933,ADORA2B,ADCY6
P29275,O43314,0.928,ADORA2B,VIP
P29275,O95467,0.934,ADORA2B,GNAS
P29275,O95622,0.935,ADORA2B,ADCY5
P29275,P01258,0.923,ADORA2B,CALCA
P29275,P01275,0.922,ADORA2B,GCG
P29275,P0C0P6,0.931,ADORA2B,NPS
P29275,P21918,0.921,ADORA2B,DRD5
P29275,P51828,0.941,ADORA2B,ADCY7
P29275,P59768,0.929,ADORA2B,GNG2
P29275,Q08462,0.939,ADORA2B,ADCY2
P29275,Q8NFM4,0.936,ADORA2B,ADCY4
P29275,Q96G91,0.953,ADORA2B,P2RY11
P29275,Q9NQS5,0.923,ADORA2B,GPR84
P29317,O75791,0.96,EPHA2,GRB2
P29317,P20827,0.999,EPHA2,EFNA1
P29317,P29353,0.964,EPHA2,SHC1
P29317,P52797,0.994,EPHA2,EFNA3
P29317,P52798,0.995,EPHA2,EFNA4
P29317,P61586,0.953,EPHA2,RHOA
P29323,Q9NZ42,0.915,EPHB2,PSENEN
P29350,P07948,0.984,PTPN6,LYN
P29350,P15498,0.922,PTPN6,VAV1
P29350,P15509,0.905,PTPN6,CSF2RA
P29350,P42685,0.919,PTPN6,FRK
P29353,P01111,0.965,SHC1,HRAS
P29353,P04629,0.998,SHC1,NTRK1
P29353,P05106,0.997,SHC1,ITGB3
P29353,P07948,0.985,SHC1,LYN
P29353,P15692,0.947,SHC1,VEGFA
P29353,P23560,0.953,SHC1,BDNF
P29353,P27986,0.992,SHC1,PIK3R1
P29353,P34130,0.932,SHC1,NTF4
P29353,P49767,0.92,SHC1,VEGFC
P29353,Q15389,0.915,SHC1,ANGPT1
P29371,P01185,0.916,TACR3,AVP
P29371,P0C0P6,0.97,TACR3,NPS
P29371,P20396,0.915,TACR3,TRH
P29371,P25098,0.912,TACR3,ADRBK1
P29371,P29371,0.997,TACR3,TAC3
P29371,P34947,0.906,TACR3,GRK5
P29371,P34981,0.908,TACR3,TRHR
P29371,P47901,0.901,TACR3,AVPR1B
P29371,Q15726,0.978,TACR3,KISS1
P29371,Q9HB89,0.915,TACR3,NMUR1
P29400,Q01955,0.911,COL4A5,COL4A3
P29466,P35237,0.779,CASP1,SERPINB6
P29474,P03372,0.985,NOS3,ESR1
P29474,P07900,0.991,NOS3,HSP90AA1
P29474,P08238,0.951,NOS3,HSP90AB1
P29474,P15692,0.993,NOS3,VEGFA
P29474,P31749,0.999,NOS3,AKT1
P29474,Q92731,0.967,NOS3,ESR2
P29803,P19793,0.9,PDHA2,RXRA
P29803,Q03181,0.9,PDHA2,PPARD
P29992,O00398,0.904,GNA11,P2RY1
P29992,O14775,0.976,GNA11,GNB5
P29992,O43194,0.916,GNA11,GPR39
P29992,O43612,0.915,GNA11,HCRT
P29992,O60229,0.926,GNA11,KALRN
P29992,O60262,0.952,GNA11,GNG7
P29992,O95665,0.906,GNA11,NTS
P29992,P01042,0.923,GNA11,KNG1
P29992,P01148,0.912,GNA11,GNRH1
P29992,P01178,0.908,GNA11,OXT
P29992,P01185,0.917,GNA11,AVP
P29992,P05305,0.919,GNA11,EDN1
P29992,P06307,0.926,GNA11,CCK
P29992,P08912,0.918,GNA11,CHRM5
P29992,P0C0P6,0.913,GNA11,NPS
P29992,P11229,0.938,GNA11,CHRM1
P29992,P20366,0.915,GNA11,TAC1
P29992,P20382,0.906,GNA11,PMCH
P29992,P20396,0.919,GNA11,TRH
P29992,P21731,0.946,GNA11,TBXA2R
P29992,P25100,0.952,GNA11,ADRA1D
P29992,P25100,0.951,GNA11,ADRA1A
P29992,P28223,0.947,GNA11,HTR2A
P29992,P28335,0.933,GNA11,HTR2C
P29992,P29371,0.913,GNA11,TACR3
P29992,P30411,0.944,GNA11,BDKRB2
P29992,P30556,0.933,GNA11,AGTR1
P29992,P30559,0.922,GNA11,OXTR
P29992,P30968,0.925,GNA11,GNRHR
P29992,P34947,0.921,GNA11,GRK5
P29992,P34981,0.925,GNA11,TRHR
P29992,P35368,0.97,GNA11,ADRA1B
P29992,P41180,0.956,GNA11,CASR
P29992,P41594,0.912,GNA11,GRM5
P29992,P43088,0.916,GNA11,PTGFR
P29992,P62879,0.992,GNA11,GNB2
P29992,P63215,0.958,GNA11,GNG3
P29992,Q13255,0.918,GNA11,GRM1
P29992,Q8NFJ6,0.914,GNA11,PROKR2
P29992,Q969F8,0.921,GNA11,KISS1R
P29992,Q9HAV0,0.992,GNA11,GNB4
P29992,Q9HC23,0.9,GNA11,PROK2
P29992,Q9NQ66,0.961,GNA11,PLCB1
P30273,P07948,0.973,FCER1G,LYN
P30273,P14317,0.927,FCER1G,HCLS1
P30273,P15498,0.943,FCER1G,VAV1
P30273,P29350,0.94,FCER1G,PTPN6
P30273,P29353,0.947,FCER1G,SHC1
P30273,Q9UQC2,0.944,FCER1G,GAB2
P30305,P49137,0.954,CDC25B,MAPKAPK2
P30305,Q99459,0.591,CDC25B,CDC5L
P30518,O95467,0.957,AVPR2,GNAS
P30518,P01189,0.937,AVPR2,POMC
P30518,P30556,0.942,AVPR2,AGTR1
P30518,P32121,0.966,AVPR2,ARRB2
P30518,P34947,0.583,AVPR2,GRK5
P30518,P47871,0.901,AVPR2,GCGR
P30518,P48546,0.936,AVPR2,GIPR
P30518,P49407,0.977,AVPR2,ARRB1
P30518,Q13639,0.914,AVPR2,HTR4
P30532,P07510,0.585,CHRNA5,CHRNG
P30532,P11230,0.585,CHRNA5,CHRNB1
P30532,P17787,0.956,CHRNA5,CHRNB2
P30532,P32297,0.961,CHRNA5,CHRNA3
P30532,P36544,0.923,CHRNA5,CHRNA7
P30532,P43681,0.943,CHRNA5,CHRNA4
P30532,Q15822,0.942,CHRNA5,CHRNA2
P30532,Q5T5C0,0.54,CHRNA5,STXBP5
P30532,Q9UGM1,0.909,CHRNA5,CHRNA9
P30542,O95622,0.944,ADORA1,ADCY5
P30542,P01213,0.933,ADORA1,PDYN
P30542,P01303,0.934,ADORA1,NPY
P30542,P08172,0.903,ADORA1,CHRM2
P30542,P21554,0.925,ADORA1,CNR1
P30542,P28221,0.915,ADORA1,HTR1D
P30542,P28222,0.911,ADORA1,HTR1B
P30542,P35372,0.92,ADORA1,OPRM1
P30542,P35462,0.924,ADORA1,DRD3
P30542,P41180,0.913,ADORA1,CASR
P30542,P51582,0.956,ADORA1,P2RY4
P30542,P51828,0.934,ADORA1,ADCY7
P30542,P62873,0.982,ADORA1,GNB1
P30542,Q14416,0.936,ADORA1,GRM2
P30542,Q14833,0.941,ADORA1,GRM4
P30542,Q15761,0.911,ADORA1,NPY5R
P30542,Q86YR5,0.911,ADORA1,GPSM1
P30542,Q8TE23,0.911,ADORA1,TAS1R2
P30542,Q99527,0.903,ADORA1,GPER1
P30542,Q9UBS5,0.946,ADORA1,GABBR1
P30550,O14626,0.9,GRPR,GPR17
P30550,P0C0P6,0.953,GRPR,NPS
P30550,P21731,0.901,GRPR,TBXA2R
P30550,P25090,0.903,GRPR,FPR2
P30550,P28223,0.903,GRPR,HTR2A
P30550,P30411,0.902,GRPR,BDKRB2
P30550,P35367,0.941,GRPR,HRH1
P30550,P47871,0.907,GRPR,GCGR
P30550,P51810,0.908,GRPR,GPR143
P30550,Q15722,0.9,GRPR,LTB4R
P30550,Q99677,0.906,GRPR,LPAR4
P30550,Q9NPC1,0.901,GRPR,LTB4R2
P30550,Q9Y271,0.91,GRPR,CYSLTR1
P30556,P30411,0.944,AGTR1,BDKRB2
P30556,P62873,0.915,AGTR1,GNB1
P30556,Q9NPC1,0.9,AGTR1,LTB4R2
P30559,O43194,0.903,OXTR,GPR39
P30559,P05305,0.923,OXTR,EDN1
P30559,P14138,0.912,OXTR,EDN3
P30559,P20800,0.912,OXTR,EDN2
P30559,P25100,0.911,OXTR,ADRA1D
P30559,P30556,0.906,OXTR,AGTR1
P30559,P43088,0.946,OXTR,PTGFR
P30559,P47901,0.904,OXTR,AVPR1B
P30559,P62873,0.915,OXTR,GNB1
P30559,Q9NPC1,0.9,OXTR,LTB4R2
P30559,Q9UBI6,0.912,OXTR,GNG12
P30679,O00398,0.91,GNA15,P2RY1
P30679,O43194,0.914,GNA15,GPR39
P30679,O43612,0.915,GNA15,HCRT
P30679,O60262,0.953,GNA15,GNG7
P30679,P01042,0.925,GNA15,KNG1
P30679,P01185,0.917,GNA15,AVP
P30679,P05305,0.921,GNA15,EDN1
P30679,P06307,0.929,GNA15,CCK
P30679,P0C0P6,0.915,GNA15,NPS
P30679,P11229,0.935,GNA15,CHRM1
P30679,P20366,0.915,GNA15,TAC1
P30679,P20382,0.905,GNA15,PMCH
P30679,P20396,0.917,GNA15,TRH
P30679,P21731,0.914,GNA15,TBXA2R
P30679,P25100,0.95,GNA15,ADRA1D
P30679,P25100,0.95,GNA15,ADRA1A
P30679,P28223,0.924,GNA15,HTR2A
P30679,P28335,0.93,GNA15,HTR2C
P30679,P30411,0.91,GNA15,BDKRB2
P30679,P30556,0.929,GNA15,AGTR1
P30679,P30559,0.919,GNA15,OXTR
P30679,P34947,0.92,GNA15,GRK5
P30679,P35368,0.952,GNA15,ADRA1B
P30679,P41180,0.915,GNA15,CASR
P30679,P41594,0.908,GNA15,GRM5
P30679,P43088,0.917,GNA15,PTGFR
P30679,P62879,0.973,GNA15,GNB2
P30679,P63215,0.952,GNA15,GNG3
P30679,Q13255,0.907,GNA15,GRM1
P30679,Q9NQ66,0.924,GNA15,PLCB1
P30837,P27338,0.922,ALDH1B1,MAOB
P30872,O00222,0.916,SSTR1,GRM8
P30872,O00222,0.917,SST,GRM8
P30872,O00230,0.97,SSTR1,CORT
P30872,O00230,0.972,SST,CORT
P30872,O15218,0.9,SST,GPR18
P30872,O43306,0.917,SST,ADCY6
P30872,O60262,0.906,SST,GNG7
P30872,O60503,0.96,SST,ADCY9
P30872,O60828,0.936,SSTR1,NPW
P30872,O60828,0.925,SST,NPW
P30872,O95622,0.919,SST,ADCY5
P30872,P01189,0.955,SSTR1,POMC
P30872,P01189,0.979,SST,POMC
P30872,P01210,0.957,SST,PENK
P30872,P01213,0.926,SSTR1,PDYN
P30872,P01213,0.972,SST,PDYN
P30872,P01298,0.94,SSTR1,PPY
P30872,P01298,0.99,SST,PPY
P30872,P01303,0.941,SSTR1,NPY
P30872,P01303,0.991,SST,NPY
P30872,P04899,0.918,SSTR1,GNAI2
P30872,P04899,0.902,SST,GNAI2
P30872,P05067,0.923,SSTR1,APP
P30872,P08172,0.924,SST,CHRM2
P30872,P08754,0.923,SSTR1,GNAI3
P30872,P08754,0.903,SST,GNAI3
P30872,P08908,0.942,SST,HTR1A
P30872,P0DMS8,0.919,SST,ADORA3
P30872,P10082,0.971,SST,PYY
P30872,P14416,0.923,SSTR1,DRD2
P30872,P14416,0.957,SST,DRD2
P30872,P18089,0.943,SST,ADRA2B
P30872,P18825,0.943,SST,ADRA2C
P30872,P20382,0.926,SST,PMCH
P30872,P21453,0.9,SST,S1PR1
P30872,P21554,0.93,SSTR1,CNR1
P30872,P21554,0.953,SST,CNR1
P30872,P28221,0.916,SST,HTR1D
P30872,P28222,0.921,SST,HTR1B
P30872,P28566,0.912,SST,HTR1E
P30872,P30542,0.93,SST,ADORA1
P30872,P30872,0.995,SSTR1,SST
P30872,P30874,0.997,SST,SSTR2
P30872,P32745,0.995,SST,SSTR3
P30872,P34972,0.921,SST,CNR2
P30872,P35346,0.94,SSTR1,SSTR5
P30872,P35346,0.995,SST,SSTR5
P30872,P35372,0.956,SST,OPRM1
P30872,P35462,0.946,SST,DRD3
P30872,P41146,0.954,SST,OPRL1
P30872,P41180,0.928,SST,CASR
P30872,P47898,0.923,SST,HTR5A
P30872,P48039,0.917,SST,MTNR1A
