Title,PhaseScreenScore
RA_58,0.309
LA_86E,0.309
LA_125,0.309
CA-C7E,0.309
RA_45,0.309
Raul_10,0.309
Andrea_8,0.309
Pila_Y29,0.309
RA_63S,0.309
Pila_Z14,0.309
Pila_V8,0.309
RA_48R,0.309
RA_48S,0.309
Andrea-2_8,0.309
RA_63R,0.309
LA_76,0.309
CA-C3R,0.309
CA-C13Z,0.309
Raul_9,0.309
Sara_R29,0.309
Laug_59,0.309
CA-C12Z,0.309
LA_152,0.309
Pila_L54,0.308
Laug_66,0.308
RA_54,0.308
LA_70,0.308
RA_65,0.308
LA_123,0.308
Lau_61,0.308
RA_66,0.308
CA-D1R,0.308
Andrea-2_13.1,0.308
LA_110,0.308
LA_93,0.308
RA_62,0.308
Pila_AD17,0.308
LA_65,0.308
LA_109,0.308
Pila_AF14,0.308
RA_51,0.308
Pila_R53,0.308
Pila_AC19,0.308
Pila_AA12,0.308
LA_75,0.308
Andrea_13,0.308
Pila_R60,0.308
RA_52S,0.308
LA_64,0.308
Pila_21,0.308
RA_46,0.308
Andrea-2_6,0.307
LA_77,0.307
Jose_10,0.307
Pila_30,0.305
My_3,0.286
Sara-2_128,0.284
Youn_71c,0.284
LA_34,0.279
My_113P1,0.278
My_52,0.278
Youn_132d,0.277
My_182,0.276
Youn_100,0.276
My_174,0.275
My_111,0.274
CA-A4,0.274
My_288,0.274
My_264,0.274
My_264,0.274
LA_139Z,0.274
My_291,0.274
My_322,0.274
My_316,0.274
My_316,0.274
My_322,0.274
My_321,0.274
My_162,0.274
My_263,0.273
My_321,0.273
My_297,0.273
My_400,0.273
My_172,0.273
My_181,0.273
My_263,0.273
My_276,0.273
My_390,0.273
My_323,0.273
My_297,0.273
My_291,0.273
My_399,0.273
My_399,0.273
My_299,0.273
My_306,0.273
My_292,0.273
My_299,0.273
My_300,0.273
My_153,0.273
My_305,0.273
My_373,0.273
My_375,0.273
My_69A3,0.273
My_99,0.273
My_290,0.273
My_300,0.273
Laug_105,0.273
My_271,0.273
Pila_N20,0.273
My_254,0.273
Rafa_55,0.273
LA_136E,0.272
CJ_2,0.272
CJ_4,0.272
Pila_O72,0.272
My_37,0.272
My_313,0.272
My_148P1,0.272
My_308,0.272
My_39A1,0.272
My_29,0.272
My_273,0.272
My_311,0.272
My_392,0.272
My_311,0.272
My_118,0.272
Youn_10c,0.272
My_318,0.272
My_288,0.271
My_310,0.271
My_160,0.271
My_185,0.271
My_117,0.271
My_175,0.271
My_395,0.271
My_32,0.271
My_308,0.271
My_310,0.271
My_303,0.271
My_185,0.271
My_357,0.271
My_254,0.271
My_313,0.271
Youn_4a,0.271
My_148P2,0.271
Youn_99,0.271
My_273,0.271
My_337,0.271
My_391,0.271
My_27,0.271
My_389,0.271
My_280B,0.271
CJ_7,0.271
My_260,0.271
My_195,0.271
My_394,0.271
My_188,0.271
My_391,0.271
My_27,0.271
My_35,0.271
My_303,0.271
My_30,0.271
My_271,0.271
My_93,0.271
My_93,0.271
Sara-2_110,0.271
My_274,0.271
My_88,0.27
My_188,0.27
Laug_99,0.27
My_88,0.27
My_33,0.27
CJ_3,0.27
My_338,0.27
My_132,0.27
My_37A1,0.27
Laug_107,0.27
Youn_32,0.269
My_286,0.267
My_295,0.267
My_320,0.266
LA_58,0.259
Yaiza_17,0.259
Youn_4crist,0.259
LA_59,0.259
Youn_19,0.259
LA_60E,0.258
LA_43,0.258
LA_44Z,0.258
LA_112,0.258
CJ_5,0.257
Youn_127,0.255
Youn_38,0.255
CJ_8,0.254
Youn_41,0.252
CJ_16,0.251
Youn_9,0.25
CJ_14,0.25
LA_44E,0.249
My_111,0.249
LA_42,0.249
LA_60Z,0.249
LA_57Z,0.249
Youn_18,0.249
LA_115Z,0.249
Youn_37,0.247
Laug_20,0.247
My_113P4,0.246
CA-B19R,0.246
RA-39,0.246
My_131,0.245
Pila_R14,0.245
My_358,0.245
CA-D12E,0.245
RA-27S,0.245
CA-B8E,0.245
Jose_15,0.245
Laug_94,0.245
RA_43,0.245
Pila_ACL,0.245
My_124,0.245
Laug_17,0.245
RA-32,0.245
My_362,0.245
LA_32,0.245
Rafa_RPO95C,0.245
Laug_19,0.245
RA-34,0.245
Laug_22,0.245
RA_61E,0.245
RA-35,0.245
RA-38,0.245
My_3E,0.245
My_96,0.245
RA_64,0.245
CA-D7Z,0.245
My_20,0.245
CA-B2,0.245
Laug_18,0.245
CA-B4,0.245
CA-B7Z,0.245
CA-B3S,0.245
My_98,0.245
My_98,0.245
My_43,0.244
My_DANI10,0.244
My_194,0.244
RA_68R,0.244
My_351,0.244
My_315,0.244
RA_68S,0.244
My_330,0.244
My_296,0.244
Jose_23,0.244
Jose_7,0.244
My_97,0.244
My_302,0.244
Rome_6,0.244
My_366,0.244
CA-B1R,0.244
My_376,0.244
My_DANI11,0.244
My_194,0.244
My_350,0.244
My_204A3,0.244
CA-D1S,0.244
My_193P3,0.244
My_97,0.244
My_378,0.244
CA-B3R,0.244
My_112P1,0.244
My_341,0.244
My_189,0.244
My_369,0.244
CA-B1S,0.244
My_186,0.244
RA-26R,0.244
Jose_29,0.244
My_402,0.244
My_331,0.244
Pila_ACF47,0.244
My_189,0.244
My_191,0.244
RA-30,0.244
My_204A3,0.244
My_403,0.244
My_193P1,0.244
My_359,0.244
Yaiza_16,0.244
Yaiza_14,0.244
My_257,0.244
My_359,0.244
Jose_W13-16,0.244
My_339,0.244
My_352,0.244
CA-A16S,0.244
Yaiza_8,0.244
CA-A2,0.244
Pila_ACK,0.244
Jose_8,0.244
My_404,0.244
Jose_24,0.244
My_170,0.244
My_411,0.244
RA-23,0.244
Rafa_65,0.244
CJ_11,0.244
My_91,0.244
My_407,0.244
Rafa_3B,0.244
Laug_55,0.243
My_112P2,0.243
RA-22,0.243
RA_52R,0.243
My_192,0.243
My_169,0.243
My_307,0.243
My_236,0.243
My_236,0.243
My_11,0.243
RA_56,0.243
My_69A5,0.243
My_76,0.243
My_46,0.243
NMAR_13,0.243
RA-25,0.243
Laug_93,0.243
My_354,0.243
RA-19,0.243
CA-A7E,0.243
My_25,0.243
My_173,0.243
Raul_8,0.243
My_289,0.243
My_1,0.243
Roxi_6B2-10,0.243
My_249,0.243
Youn_120,0.243
My_405,0.243
Rafa_18-07,0.243
CA-E8E,0.243
RA-20,0.243
My_408,0.243
My_120,0.243
Jose_P6-7,0.243
My_40A1,0.243
My_253,0.243
NMAR_2,0.243
CJ_15Z,0.243
My_26,0.243
My_92A1,0.243
My_167,0.243
Pila_X24,0.243
Laug_60,0.243
Laug_56,0.243
Youn_85,0.243
Jose_T24-30,0.243
My_99,0.243
Alex_15,0.243
My_414,0.243
My_324,0.243
My_23,0.243
RA_77,0.243
Rafa_RPO91A,0.243
Pila_9,0.243
Youn_53,0.243
Rome_2,0.243
My_142,0.243
My_135,0.243
Marc_16E-2,0.243
Pila_25,0.243
RA_78,0.243
Rafa_18-14,0.243
Carbamolecombretastatin,0.243
My_90,0.243
My_346,0.243
Yaiza_5,0.243
Yaiza_18,0.243
My_361,0.243
LA_27E,0.243
LA_27Z,0.243
My_155,0.243
My_242,0.243
My_256,0.243
My_255,0.243
My_79,0.243
RA_75,0.243
Jose_22,0.243
Jose_V11-18,0.243
My_268,0.242
My_247,0.242
My_328,0.242
My_307,0.242
My_335B,0.242
My_246,0.242
Yaiza_6,0.242
My_245,0.242
LA_39R,0.242
LA_37,0.242
LA_38,0.242
LA_40,0.242
LA_28,0.242
LA_25,0.242
LA_41E,0.241
LA_29,0.241
Yaiza_11,0.241
LA_26,0.241
LA_31E,0.241
LA_31Z,0.241
Sara-2_61,0.241
Youn_89,0.241
Jose_25,0.241
Sara-2_74,0.241
Azah_4B,0.241
Youn_95,0.241
Youn_72c,0.241
Youn_87b,0.241
Jose_9,0.241
Sara-2_126,0.241
Yaiza_19,0.241
Jose_20,0.241
My_418,0.24
Yaiza_1,0.24
My_3H,0.24
My_213,0.24
My_87,0.24
My_406,0.24
My_420,0.24
My_84,0.24
My_223,0.24
My_223,0.24
My_240,0.24
My_9G,0.24
My_327B,0.24
My_8,0.24
My_42A1,0.24
My_243,0.24
My_419,0.24
My_89,0.24
Albe_13,0.24
My_DANI8,0.24
My_238,0.24
My_421,0.24
Albe_1,0.24
My_425,0.24
My_417,0.24
My_190,0.24
My_102,0.24
Ana_R9,0.24
Sara-2_71,0.24
My_165,0.24
My_265,0.24
My_387,0.24
My_104,0.24
My_DANI12,0.24
My_73,0.24
My_232,0.24
My_10,0.24
My_158,0.24
My_426,0.24
My_178,0.24
My_141,0.24
My_168,0.24
My_128,0.24
My_119,0.24
My_42,0.24
My_12,0.24
My_327,0.24
My_146,0.24
Dani_10,0.24
My_9,0.24
My_270-281B,0.24
My_DANI12S,0.24
My_145,0.24
My_133,0.24
My_43P3,0.24
My_190,0.24
Laug_73,0.239
Elena_1,0.235
My_180,0.23
LA_127,0.228
My_283,0.227
LA_128,0.227
Andrea-2_11,0.227
LA_129,0.222
My_287,0.222
Andrea-2_14Z,0.221
Albe_10,0.207
Pila_R22,0.207
My_201,0.204
Pila_R25,0.202
Pila_K20,0.199
My_233,0.195
Pila_R62,0.195
Sara-2_70,0.194
Sara_R35,0.193
Sara_R42,0.193
Youn_20,0.192
My_36,0.192
RA-27R,0.192
CA-A3S,0.192
My_21P3,0.191
My_211,0.191
My_384,0.191
My_161,0.191
Laug_103,0.191
My_401,0.19
My_381,0.189
Laug_101,0.189
My_304,0.189
CA-A8E,0.189
Rafa_50B,0.189
RA_50Z,0.189
NMAR_4,0.189
RA-24,0.189
Rafa_71B,0.189
My_222,0.189
CJ_22,0.188
CA-C12E,0.188
Yaiza_7,0.188
Youn_34,0.188
Laug_61,0.188
Pila_L13,0.188
CJ_13,0.188
RA_49,0.188
NMAR_10,0.188
My_372,0.188
Youn_52,0.188
Rafa_56,0.188
My_197,0.188
Sara_R30,0.188
Pila_14,0.188
NMAR_8,0.187
Yaiza_3,0.187
NMAR_19,0.187
My_197,0.187
Sara_J36-45,0.187
Jose_S14-17,0.186
CA-A7Z,0.186
Yaiza_2,0.186
My_304,0.178
ePharma_5OSK_A9Q,
My_36,1.549
My_3E,1.421
My_9G,1.33
My_122,1.328
My_170,1.327
My_173,1.286
My_94,1.244
My_121,1.219
My_169,1.178
My_104,1.16
Ana_R9,1.145
My_159,1.14
My_30F,1.135
My_404,1.124
My_43,1.12
My_131,1.119
My_114,1.111
My_405,1.108
My_138,1.106
My_129,1.081
My_73,1.061
Ana_R15,1.05
Ana_R10,0.83
ePharma_50V7_6FS,
CA-D1S,1
My_287,1
CA-D1R,1
My_180,1
My_9G,1
My_282,1
My_426,1
My_351,1
LA_132,1
My_76,1
CA-A7E,1
Sara_L19-31,1
Andrea_14E,1
RA_52S,1
RA_52R,0.999
Rafa_18-21,0.999
My_403,0.999
LA_65,0.999
CA-C3S,0.999
LA_117,0.999
CA-E1R,0.999
My_302,0.999
My_131,0.999
LA_71,0.999
My_320,0.999
My_296,0.999
My_104,0.999
Raul_9,0.999
Andrea_13,0.999
My_63,0.999
My_130,0.999
My_358,0.999
My_309,0.999
CA-F1S,0.999
My_167,0.999
Pila_16,0.998
My_136,0.998
Pila_R53,0.998
Andrea_14Z,0.998
My_316,0.998
Rafa_18-07,0.998
Sara_R48,0.998
My_341,0.998
My_232,0.998
My_308,0.998
My_415,0.998
My_DANI8,0.998
My_308,0.998
Laug_72,0.998
NMAR_4,0.998
Laug_78,0.997
Laug_94,0.997
My_283,0.997
My_240,0.997
Pila_15,0.997
My_84,0.997
My_311,0.997
LA_80E,0.997
CA-A12E,0.997
Sara_R42,0.997
My_192,0.997
CA-E3S,0.997
NMAR_8,0.996
Marc_16E-1,0.996
Laug_59,0.996
My_194,0.996
My_194,0.996
Jose_T24-30,0.996
My_246,0.996
Andrea-2_14E,0.996
Pila_P22,0.996
CA-B1S,0.996
CA-B8E,0.996
My_223,0.996
My_223,0.996
Pila_AD17,0.996
My_172,0.996
Jose_W13-16,0.996
Laug_85,0.996
My_405,0.996
My_1,0.996
My_25,0.996
My_315,0.996
Pila_N13,0.995
Rafa_18-19,0.995
CA-A8E,0.995
Roxi_15A2,0.995
CA-B1R,0.995
Dani_14,0.995
CA-B2,0.995
My_10,0.995
My_27,0.995
My_27,0.995
CA-B7E,0.995
RA_48R,0.995
LA_85,0.995
CA-E1S,0.995
My_402,0.995
Laug_77,0.995
Jose_25,0.995
Laug_65,0.995
My_186,0.994
Pila_38,0.994
Ruth_13E,0.994
My_191,0.994
CA-B3R,0.994
My_316,0.994
Pila_AF14,0.994
My_288,0.994
Jose_15,0.994
Marc_18,0.994
My_153,0.994
Jose_V11-18,0.994
CA-F16R,0.994
Sara_R43,0.994
LA_74E,0.994
My_159,0.994
LA_77,0.994
CA-C3R,0.994
LA_133E,0.994
My_170,0.993
My_173,0.993
CA-A3R,0.993
Pila_AC19,0.993
My_323,0.993
Andrea_13_1,0.993
Dani_12S,0.993
Rafa_18-22,0.993
CA-C13Z,0.993
RA_48S,0.993
My_350,0.993
My_8,0.993
My_289,0.993
My_174,0.993
Pila_AA12,0.993
My_99,0.992
Jose_13,0.992
LA_70,0.992
LA_63,0.992
CA-C7E,0.992
CJ_24E,0.992
LA_125,0.992
NMAR_10,0.992
My_26,0.992
LA_99,0.992
My_31,0.992
Albe_10,0.992
My_390,0.991
My_257,0.991
CA-F1R,0.991
CJ_23,0.991
Jose_10,0.991
RA_56,0.991
My_244,0.991
Jose_29,0.991
My_98,0.991
My_168,0.991
Jose_7,0.99
CA-B19R,0.99
RA_47,0.99
RA_54,0.99
My_264,0.99
My_264,0.99
My_389,0.99
My_97,0.99
My_91,0.99
Rafa_4B,0.99
CA-B3S,0.989
My_249,0.989
My_117,0.989
My_211,0.989
My_23,0.989
My_412,0.989
Laug_89,0.989
Laug_68,0.989
CA-C4,0.989
Pila_14,0.988
Laug_75,0.988
Andrea-2_13,0.988
Laug_67,0.988
My_DANI12S,0.987
My_259,0.987
My_254,0.987
CA-B4,0.987
NMAR_17,0.987
My_255,0.987
Laug_80,0.987
Sara_R30,0.987
My_242,0.987
My_85,0.986
My_155,0.986
My_288,0.986
CA-E7E,0.986
My_359,0.986
Jose_23,0.986
Jose_12,0.986
My_73,0.986
My_311,0.986
LA_86E,0.986
My_245,0.986
Andrea-2_12,0.986
NMAR_2,0.985
My_148P2,0.985
My_419,0.985
My_359,0.985
My_297,0.985
My_158,0.985
Pila_O44,0.985
Andrea_12,0.985
My_418,0.985
CA-A4,0.985
My_12,0.984
Andrea-2_14Z,0.984
Andrea-2_11,0.984
NMAR_14,0.983
Andrea-2_9E,0.983
Andrea_9E,0.983
My_96,0.983
CA-B19S,0.983
LA_106E,0.983
CA-C7Z,0.982
NMAR_13,0.982
LA_97Z,0.982
My_254,0.982
My_297,0.982
My_267,0.982
My_9,0.982
My_276,0.982
CA-D13Z,0.982
My_99,0.982
Jose_8,0.981
Jose_S14-17,0.981
RA_63S,0.981
RA_63R,0.981
My_267,0.981
CA-D11E,0.981
CA-D11Z,0.981
Rafa_18-14,0.981
CA-E3R,0.981
My_263,0.981
NMAR_19,0.981
My_253,0.98
CA-A3S,0.98
LA_64,0.979
CA-F16S,0.979
Jose_9,0.979
RA_68R,0.979
Andrea-2_16,0.979
LA_88,0.978
My_97,0.978
CA-F7E,0.978
Jose_P6-7,0.978
Andrea_9Z,0.978
Andrea-2_9Z,0.978
My_3,0.977
My_36,0.977
LA_61,0.977
LA_126,0.977
RA_45,0.977
My_273,0.977
Andrea-2_6,0.977
My_312,0.977
Andrea_6,0.977
My_376,0.977
Rafa_35,0.976
Andrea-2_13.1,0.976
My_69A3,0.976
Andrea_11,0.976
My_286,0.976
CA-D7E,0.976
Sara_J-10-18,0.975
Laug_9,0.975
My_11,0.975
Yaiza_17,0.975
My_233,0.975
LA_115E,0.975
My_79,0.975
My_185,0.975
My_185,0.975
My_273,0.975
My_322,0.974
My_407,0.974
LA_68E,0.974
LA_68Z,0.974
My_256,0.974
Pila_L54,0.974
My_299,0.974
My_299,0.974
My_291,0.974
Pila_R27,0.973
My_132,0.973
My_197,0.973
My_366,0.973
Laug_84,0.973
My_39A1,0.973
Laug_76,0.973
My_112P1,0.973
My_404,0.973
Sara_J36-45,0.973
My_92A1,0.973
My_175,0.973
My_133,0.972
My_421,0.972
My_69A5,0.972
LA_110,0.972
My_360,0.972
My_221,0.972
Sara_R29,0.971
LA_128,0.971
LA_131,0.971
My_291,0.971
Laug_1,0.97
LA_152,0.97
Rafa_18-28,0.97
Laug_83,0.97
Pila_30,0.969
My_310,0.969
CA-E2,0.969
Ruth_2B,0.969
My_69A3,0.968
My_19,0.968
My_182,0.968
LA_129,0.968
RA_68S,0.968
Yaiza_19,0.968
CA-C2,0.968
My_204A3,0.968
My_327,0.968
Albe_1,0.968
My_120,0.968
Laug_66,0.968
Andrea-2_4,0.968
My_98,0.968
My_178,0.968
RA_46,0.967
LA_127,0.967
My_124,0.967
My_420,0.967
My_188,0.966
My_188,0.966
CA-C13E,0.966
My_268,0.966
My_40A1,0.966
My_303,0.965
LA_130,0.965
My_115P1,0.965
Pila_R131,0.965
My_29,0.964
My_294,0.964
Laug_82,0.964
Laug_2,0.964
CJ_22,0.964
My_313,0.964
My_33,0.964
My_243,0.963
My_204A3,0.963
My_DANI10,0.963
My_236,0.963
My_411,0.963
Laug_92,0.963
My_346,0.963
My_197,0.963
My_102,0.963
My_213,0.963
Rafa_18-25,0.963
My_406,0.963
Rafa_3B,0.962
My_303,0.962
My_193P1,0.962
CA-E7Z,0.962
My_113P1,0.962
My_110,0.962
My_193P2,0.962
My_408,0.962
My_204A1,0.962
My_89,0.961
My_327B,0.961
My_161,0.961
Dani_10,0.961
My_305,0.961
My_382,0.96
My_181,0.96
My_189,0.96
My_189,0.96
My_216,0.96
My_330,0.96
My_160,0.96
My_292,0.96
RA_75,0.959
My_38A1,0.959
Laug_6,0.959
My_190,0.958
My_190,0.958
My_307,0.958
My_146,0.958
My_109,0.958
My_118,0.958
My_263,0.958
Albe_5,0.958
My_193P3,0.958
Dani_11,0.958
My_162,0.958
My_37A1,0.958
My_37A1,0.958
My_374,0.958
My_37,0.958
My_236,0.958
My_321,0.957
My_84B,0.957
My_165,0.957
Jose_19,0.957
My_135,0.957
Jose_24,0.957
LA_93,0.957
My_377,0.957
LA_150,0.957
Laug_93,0.957
My_331,0.956
My_105,0.956
My_400,0.956
My_337,0.956
My_260,0.956
My_260,0.956
CJ_24Z,0.956
My_176,0.956
My_183,0.956
Dani_12,0.956
Carbamolecombretastatin,0.956
My_339,0.956
My_247,0.955
CA-A12Z,0.955
CA-B8Z,0.955
Ana_R9,0.955
Laug_88,0.955
LA_37,0.955
Laug_90,0.955
My_307,0.955
My_335,0.955
Pila_39,0.954
My_300,0.954
My_300,0.954
Dani_8,0.954
My_119,0.954
My_105,0.954
My_305,0.954
My_386,0.954
My_317,0.954
My_DANI12,0.954
Sara-2_134,0.954
My_88,0.954
My_88,0.954
My_128,0.953
NMAR_7,0.953
My_141,0.953
LA_87,0.953
My_292,0.953
My_390,0.953
My_391,0.953
Pila_25,0.953
My_381,0.953
LA_75,0.953
RA_80Z,0.953
Laug_7,0.953
My_261,0.952
My_148P1,0.952
My_310,0.952
My_20,0.952
My_142,0.952
My_328,0.951
My_3E,0.951
LA_98,0.951
CA-A2,0.951
CA-B7Z,0.951
My_24P1,0.951
LA_72,0.95
My_238,0.95
LA_151,0.95
LA_94,0.95
My_357,0.95
My_42A1,0.95
Laug_56,0.95
Laug_8,0.949
CA-A8Z,0.949
Pila_11D,0.949
Jose_20,0.949
CA-F13E,0.949
LA_120,0.949
My_378,0.949
LA_104,0.949
Laug_74,0.949
My_87,0.949
LA_107,0.949
My_304,0.948
My_321,0.948
Laug_19,0.948
Pila_R61,0.948
My_387,0.948
My_265,0.948
LA_84,0.947
CA-A7Z,0.947
My_52,0.947
My_342,0.947
My_391,0.946
RA_79Z,0.946
My_32,0.946
My_414,0.946
My_35,0.945
CA-F2,0.945
My_371,0.945
RA_58,0.944
LA_149Z,0.944
My_90,0.943
Pila_10D,0.943
CA-D2,0.943
My_42,0.943
My_392,0.943
Raul_11,0.943
My_361,0.943
LA_133Z,0.942
Pila_J29,0.942
Pila_R132,0.942
My_269,0.941
Laug_55,0.941
My_306,0.941
Laug_107,0.941
LA_147Z,0.94
Pila_21,0.94
My_319,0.94
Albe_13,0.94
My_290,0.94
My_DANI11,0.94
My_274,0.939
RA_78,0.939
My_368P2,0.939
RA_66,0.939
My_177,0.938
My_177,0.938
Laug_18,0.938
My_313,0.938
My_394,0.938
RA_77,0.938
My_271,0.937
CA-A16R,0.937
Pila_R60,0.937
My_348,0.937
Pila_18,0.937
Raul_10,0.936
My_338,0.936
Yaiza_16,0.935
My_410,0.934
RA_61E,0.934
My_335B,0.934
My_369,0.934
Yaiza_8,0.934
Pila_R25,0.934
My_373,0.934
Laug_101,0.934
Pila_9,0.934
Sara-2_110,0.934
My_347,0.934
Ana_R10,0.933
My_362,0.933
Yaiza_14,0.933
My_322,0.933
Sara-2_74,0.933
My_306,0.933
Yaiza_7,0.932
Yaiza_6,0.932
Laug_103,0.932
Sara-2_75,0.932
Azah_4B,0.932
Sara-2_61,0.932
Sara-2_60,0.932
My_164,0.932
My_365,0.931
Pila_R54,0.931
Sara_R58,0.931
Pila_R16,0.931
CA-E11E,0.931
Sara_R32,0.931
Laug_61,0.931
Pila_K20,0.931
Yaiza_5,0.931
My_271,0.931
Albe_8,0.93
Sara_C8_17,0.93
Ana_R5,0.93
My_379,0.93
Ana_R13,0.93
Andrea-2_8,0.93
Laug_20,0.93
Andrea_8,0.93
My_399,0.93
Laug_95,0.93
Pila_R3,0.929
My_298,0.929
RA_50Z,0.929
LA_36,0.929
My_399,0.929
Pila_R62,0.929
My_112P2,0.928
My_354,0.928
My_367,0.927
Lau_61,0.927
Sara_F5-8,0.927
Ana_R11,0.926
My_425,0.926
My_417,0.926
Sara_R35,0.926
Laug_60,0.926
Yaiza_11,0.926
My_298,0.926
My_237,0.926
Laug_99,0.925
CA-D13E,0.925
Yaiza_15,0.925
Pila_O13,0.924
Albe_14,0.924
My_304,0.923
NMAR_6,0.923
My_46,0.922
My_318,0.922
CA-C12E,0.921
My_123,0.921
My_28,0.92
Pila_V18,0.919
Laug_22,0.919
Pila_17D,0.919
My_388,0.918
Pila_V8,0.918
Laug_105,0.918
Sara-2_126,0.918
Raul_8,0.917
Pila_Y29,0.917
Migu_11,0.917
CJ_25E,0.916
My_63dim,0.916
Pila_5,0.916
NMAR_11,0.916
Yaiza_18,0.916
CA-E8E,0.916
Jose_22,0.916
Pila_9D,0.915
Migu_10,0.915
My_209,0.914
Laug_17,0.913
Pila_Z14,0.913
Pila_X24,0.912
LA_121,0.911
LA_105,0.911
LA_73,0.91
LA_89,0.91
Raul_7,0.91
Rafa_18-36,0.909
LA_109,0.909
LA_96,0.909
LA_76,0.908
LA_82,0.907
LA_123,0.907
Marc_14Z,0.906
LA_83,0.905
LA_102,0.905
LA_103,0.905
LA_119,0.904
LA_100,0.904
CA-D12E,0.902
LA_112,0.902
CA-D4,0.901
My_293,0.899
Pila_36,0.899
Laug_73,0.899
CA-F4,0.899
CA-E4,0.897
RA_59,0.896
Ana_R15,0.896
RA_60,0.894
My_329,0.893
RA_62,0.893
RA_49,0.892
RA_65,0.89
RA_51,0.89
My_385,0.887
RA_64,0.887
Rafa_71B,0.887
Rafa_50B,0.886
My_401,0.881
My_356,0.877
RA_50E,0.877
My_363,0.874
Yaiza_2,0.872
Yaiza_1,0.872
My_355,0.872
CA-F13Z,0.871
LA_111,0.87
CA-F7Z,0.87
LA_74Z,0.869
My_375,0.868
My_326B,0.868
CA-D8Z,0.868
CA-D8E,0.868
RA_67,0.868
My_384,0.867
LA_115Z,0.866
CA-D12Z,0.866
LA_86Z,0.865
LA_106Z,0.865
CA-D7Z,0.864
LA_97E,0.864
CA-E11Z,0.863
CA-E8Z,0.862
NMAR_12,0.86
CJ_25Z,0.86
CA-A16S,0.86
CA-C12Z,0.859
LA_80Z,0.857
Yaiza_3,0.855
My_145,0.853
LA_62,0.852
My_422,0.847
My_301,0.844
My_301,0.844
My_293,0.842
Dani_9,0.838
My_393,0.836
Migu_8,0.834
Laug_21,0.833
Migu_2,0.822
Pila_35,0.787
CA-B14E,0.771
Migu_17,0.77
My_281,0.769
Migu_16,0.755
My_370,0.747
My_395,0.735
Raul_19,0.732
My_364,0.732
Pila_30D,0.728
Migu_12,0.7
Migu_13,0.699
Rafa_56,0.671
My_332,0.671
Albe_6,0.669
My_63C,0.668
My_121,0.66
My_114,0.658
My_122,0.654
My_63trim,0.652
My_352,0.646
My_43P3,0.635
My_201,0.614
My_24P3,0.606
My_115,0.603
My_21P3,0.602
My_380,0.599
My_1B,0.596
Alex_11-11B,0.583
My_111,0.583
My_93,0.574
My_93,0.574
My_111,0.573
Alex_15,0.57
Alex_14B,0.559
My_147,0.551
My_295,0.549
My_179,0.542
My_169,0.536
My_275,0.528
My_324,0.527
Alex_12,0.527
Dani_15,0.526
My_280B,0.507
My_275,0.503
My_94,0.502
My_326,0.498
My_222,0.498
My_349,0.496
My_270-281B,0.492
My_278,0.492
My_21P4,0.476
My_129,0.475
My_30F,0.469
My_16,0.469
My_43,0.468
My_138,0.466
My_30,0.463
My_195,0.434
My_274,0.432
My_372,0.362
CJ_5,0.349
CJ_8,0.348
Youn_18,0.348
CJ_11,0.347
RA-23,0.347
CJ_2,0.347
RA-30,0.347
RA-22,0.346
Rafa_55,0.345
LA_148Z,0.345
Rome_2,0.345
Youn_100,0.345
Rafa_65,0.345
CJ_18,0.345
Marc_16E-2,0.344
Sara-2_107,0.343
RA-19,0.343
Youn_51,0.342
Youn_47,0.341
LA_32,0.341
Sara-2_63,0.341
Sara-2_87,0.341
LA_53,0.341
Azah_10,0.341
Pila_ACF47,0.341
Youn_42a,0.34
LA_144,0.34
LA_54,0.339
LA_34,0.339
LA_134,0.339
Rafa_RPO91A,0.339
LA_137,0.339
LA_140,0.338
LA_49,0.338
Youn_4crist,0.338
LA_28,0.338
Pila_R14,0.338
LA_38,0.338
LA_40,0.338
Rafa_RPO95C,0.337
RA-34,0.337
LA_58,0.337
LA_55,0.337
LA_42,0.337
LA_45,0.337
LA_25,0.336
Pila_O72,0.336
Pila_R22,0.335
Sara-2_70,0.334
Pila_ACK,0.334
Sara-2_117,0.327
Sara-2_122,0.327
Pila_ACL,0.326
Youn_19,0.324
My_113P4,0.319
Pila_N20,0.319
Youn_32,0.312
Pila_ACQ,0.312
Youn_71c,0.311
Youn_120,0.31
Pila_ACO,0.309
Youn_72c,0.308
Youn_87b,0.308
Youn_95,0.308
Youn_132d,0.308
Roxi_15A1,0.307
LA_138,0.303
Youn_89,0.301
LA_142,0.301
RA-38,0.299
RA_43,0.299
Youn_20,0.299
Combretastatin_A4,0.298
CJ_7,0.298
Migu_3,0.297
CJ_14,0.297
LA_50,0.297
LA_56,0.297
Youn_37,0.297
CJ_13,0.297
RA-39,0.297
Youn_41,0.296
Youn_10c,0.296
CJ_15Z,0.296
Youn_24,0.296
CJ_15E,0.296
Youn_4a,0.296
Youn_99,0.296
LA_30,0.296
LA_46,0.296
LA_43,0.296
CJ_19,0.296
CJ_16,0.295
LA_135,0.295
CJ_3,0.295
LA_59,0.295
RA-35,0.295
LA_146Z,0.295
LA_48S,0.295
LA_26,0.294
Youn_38,0.294
LA_29,0.294
RA-24,0.293
Youn_53,0.292
Youn_85,0.292
RA-32,0.291
RA-25,0.291
Youn_127,0.29
Rome_6,0.29
RA-20,0.289
LA_136Z,0.288
Youn_34,0.287
LA_136E,0.284
LA_143E,0.283
LA_143Z,0.283
CJ_20Z,0.283
