Title,PhaseScreenScore
My_10,1.213
LA_86Z,1.213
Yaiza_5,1.212
My_327,1.212
My_DANI10,1.212
Yaiza_18,1.211
My_113P1,1.211
My_197,1.21
My_119,1.209
CA-F13E,1.209
My_89,1.208
CA-E7Z,1.208
My_211,1.207
LA_68E,1.206
LA_68Z,1.206
My_268,1.205
My_236,1.204
My_236,1.204
My_38A1,1.203
Dani_10,1.203
My_97,1.203
My_105,1.203
My_105,1.203
My_377,1.202
My_406,1.202
CA-C7Z,1.201
My_12,1.2
My_335B,1.199
CJ_20Z,1.199
CJ_20E,1.199
LA_60Z,1.199
My_418,1.198
CA-E11E,1.197
Sara-2_134,1.197
My_DANI8,1.196
CA-C3S,1.195
My_420,1.195
My_339,1.195
My_98,1.194
My_98,1.194
My_76,1.194
My_8,1.193
My_421,1.192
My_403,1.192
RA_66,1.191
My_42,1.19
My_96,1.19
My_97,1.19
My_366,1.19
My_197,1.189
My_155,1.189
Youn_9,1.189
Dani_8,1.189
CA-D7E,1.188
My_350,1.187
My_223,1.187
My_223,1.187
My_243,1.186
Pila_21,1.185
Pila_R62,1.185
My_204A3,1.182
My_359,1.182
My_112P1,1.18
My_204A3,1.18
My_376,1.177
My_369,1.177
My_174,1.176
My_240,1.175
Alex_15,1.175
Yaiza_11,1.172
My_425,1.171
My_417,1.171
My_91,1.171
Jose_24,1.17
My_255,1.167
My_194,1.167
Dani_14,1.166
My_194,1.166
My_92A1,1.166
My_3,1.165
My_359,1.164
My_360,1.163
CA-F2,1.162
My_3E,1.162
My_158,1.162
My_84,1.161
My_11,1.161
Sara-2_126,1.159
My_186,1.159
Sara_R35,1.158
My_128,1.155
Yaiza_16,1.155
My_249,1.153
CJ_24Z,1.152
My_407,1.15
LA_74E,1.15
CA-C3R,1.149
CA-C7E,1.144
Jose_22,1.143
My_354,1.143
My_352,1.142
LA_44Z,1.142
My_104,1.141
My_109,1.14
CA-D2,1.139
CA-E3R,1.139
RA_58,1.138
Yaiza_15,1.137
Jose_19,1.136
Yaiza_14,1.135
My_159,1.135
My_183,1.133
LA_80Z,1.131
Yaiza_17,1.131
Yaiza_19,1.13
My_204A1,1.13
My_289,1.129
My_362,1.128
My_253,1.12
LA_84,1.117
LA_93,1.117
My_309,1.11
NMAR_12,1.102
My_315,1.099
My_332,1.097
Migu_10,1.096
My_20,1.096
CA-B19R,1.09
Jose_V11-18,1.089
My_381,1.086
My_167,1.083
My_319,1.069
My_363,1.067
CA-E1R,1.066
CA-E1S,1.065
CA-F16R,1.05
My_395,1.04
My_112P2,1.039
My_94,1.035
My_286,1.028
CA-B19S,1.012
Pila_18,1.003
My_382,1.001
Pila_30D,0.997
Jose_9,0.984
LA_37,0.981
Jose_25,0.975
My_276,0.975
Albe_14,0.965
LA_36,0.958
Ana_R5,0.958
Jose_20,0.938
Ana_R9,0.919
My_370,0.908
Pila_17D,0.874
My_275,0.871
My_275,0.871
Sara_F5-8,0.869
CA-F1S,0.857
My_422,0.831
CA-F13Z,0.811
CA-D11E,0.803
CA-D11Z,0.803
Ana_R10,0.802
RA_64,0.79
Ana_R13,0.786
Ana_R11,0.777
CA-D13Z,0.767
My_412,0.756
CA-F16S,0.754
RA_60,0.698
Ana_R15,0.687
CA-D1S,0.668
CA-E11Z,0.631
CA-A12Z,0.618
CA-C13E,0.618
ePharma_4X1I_LOC,
Rafa_50B,2.203
CA-A8E,2.079
Rafa_71B,2.077
CA-A12E,2.075
CA-E8E,2.062
CA-C12E,2.061
Pila_ACO,2.034
CA-B8E,2.031
My_340,1.925
My_DANI12S,1.92
Andrea_6,1.901
Andrea-2_6,1.901
CA-D12E,1.899
Andrea-2_9Z,1.898
Andrea-2_4,1.898
Laug_66,1.898
Andrea_9Z,1.898
Andrea-2_16,1.892
Andrea-2_9E,1.887
Andrea-2_13.1,1.886
Andrea_9E,1.886
Andrea_12,1.882
Andrea-2_12,1.882
Andrea_11,1.881
Andrea-2_11,1.88
Andrea_14E,1.875
Laug_73,1.873
Andrea_14Z,1.872
Andrea-2_14E,1.87
My_414,1.865
Andrea-2_14Z,1.859
Andrea_13_1,1.856
Youn_120,1.84
My_269,1.833
My_342,1.829
CA-D8Z,1.826
CA-D8E,1.826
CA-B8Z,1.815
Pila_L54,1.806
Pila_ACQ,1.805
My_192,1.8
Sara_R29,1.798
My_190,1.787
My_190,1.787
CA-A8Z,1.785
My_145,1.784
Pila_16,1.78
My_176,1.777
My_378,1.775
LA_126,1.774
Pila_J29,1.774
My_164,1.77
My_331,1.769
Sara_R30,1.765
Pila_ACK,1.761
My_201,1.755
My_165,1.752
Pila_ACL,1.749
Pila_AC19,1.746
Pila_P22,1.744
My_1B,1.744
My_195,1.743
Youn_95,1.738
My_400,1.737
Sara_J-10-18,1.734
My_177,1.732
My_177,1.732
My_265,1.731
My_322,1.73
My_301,1.73
My_301,1.73
Sara_L19-31,1.728
Raul_19,1.724
Pila_R22,1.724
My_313,1.722
My_338,1.722
My_347,1.721
My_372,1.721
Pila_10D,1.721
My_274,1.721
My_274,1.721
My_365,1.72
My_318,1.717
My_379,1.717
My_322,1.717
Sara_J36-45,1.715
My_401,1.714
LA_129,1.704
Pila_O72,1.703
My_394,1.702
Sara_R42,1.702
My_368P2,1.695
My_375,1.693
Pila_ACJ,1.692
My_371,1.691
Pila_N20,1.681
LA_145,1.678
My_216,1.677
My_189,1.676
My_189,1.676
My_367,1.674
Pila_R131,1.671
Pila_N13,1.67
My_238,1.669
Sara-2_117,1.664
My_293,1.663
Pila_R132,1.659
My_415,1.656
CA-E8Z,1.654
My_290,1.654
My_233,1.652
My_28,1.65
CA-D12Z,1.644
Pila_35,1.643
My_178,1.64
My_313,1.639
LA_39R,1.635
Pila_R27,1.634
My_79,1.632
Laug_84,1.63
Andrea-2_13,1.626
My_393,1.624
My_387,1.623
Sara_R43,1.623
Sara-2_71,1.621
Sara_R48,1.619
My_19,1.615
Youn_42a,1.613
My_16,1.61
My_364,1.608
My_304,1.605
My_349,1.605
RA_61E,1.603
My_293,1.603
My_388,1.599
My_329,1.599
My_357,1.596
CA-C14Z,1.592
CA-A12Z,1.591
My_209,1.59
My_222,1.588
My_282,1.585
Sara-2_122,1.583
LA_37,1.581
Laug_80,1.576
Laug_75,1.576
LA_36,1.573
Azah_10,1.571
Sara-2_63,1.569
Pila_O44,1.568
My_306,1.568
RA_50Z,1.568
Sara-2_87,1.567
My_306,1.565
My_147,1.562
My_374,1.561
Andrea_13,1.559
My_117,1.558
Laug_77,1.556
LA_39S,1.552
My_304,1.55
Sara-2_70,1.547
My_84B,1.545
My_237,1.544
My_31,1.543
My_279,1.542
My_232,1.532
My_169,1.532
RA_67,1.529
My_356,1.528
My_298,1.526
My_298,1.526
My_131,1.526
My_90,1.516
Laug_82,1.51
My_271,1.508
RA_50E,1.504
LA_111,1.504
My_270-281B,1.501
Rafa_18-14,1.499
My_271,1.497
My_355,1.493
Alex_14B,1.49
My_43P3,1.49
CA-B3S,1.489
My_111,1.489
My_111,1.489
My_380,1.486
My_312,1.486
My_115,1.485
CA-C3R,1.484
CA-B14Z,1.48
NMAR_14,1.479
NMAR_7,1.478
Alex_11-11B,1.476
My_221,1.475
My_326B,1.474
My_21P3,1.474
Laug_90,1.469
My_244,1.468
Laug_65,1.466
CA-E3R,1.462
My_63dim,1.46
My_168,1.457
NMAR_4,1.456
My_124,1.455
My_385,1.451
My_260,1.45
My_260,1.45
My_52,1.449
LA_60E,1.446
My_24P1,1.439
My_141,1.434
My_411,1.434
Rafa_18-07,1.433
My_326,1.432
Sara-2_120,1.431
Laug_89,1.425
NMAR_6,1.423
My_247,1.421
Sara-2_107,1.42
My_408,1.416
My_341,1.416
NMAR_17,1.416
My_24P3,1.415
My_405,1.415
My_281,1.414
My_256,1.414
My_191,1.411
My_43,1.406
Pila_9D,1.406
My_93,1.406
NMAR_13,1.404
Jose_S14-17,1.403
My_93,1.402
My_63,1.401
My_110,1.401
Rafa_18-19,1.401
My_85,1.401
My_113P4,1.4
My_14,1.398
My_261,1.398
My_63C,1.394
My_280,1.392
NMAR_19,1.391
My_294,1.388
CJ_24E,1.386
Rafa_18-25,1.383
Laug_72,1.382
LA_86E,1.378
My_21P4,1.371
Laug_83,1.371
CA-E7E,1.362
Rafa_18-28,1.361
Sara-2_128,1.359
Jose_W13-16,1.359
Dani_11,1.358
My_132,1.357
Ana_R9,1.357
Jose_T24-30,1.356
NMAR_10,1.355
My_142,1.354
Jose_7,1.353
Dani_12,1.352
CA-C7E,1.352
My_87,1.345
My_179,1.344
My_278,1.343
My_DANI12,1.337
My_264,1.337
My_264,1.337
Laug_76,1.336
My_DANI11,1.334
My_94,1.332
Sara-2_113,1.327
My_170,1.326
CA-A3R,1.325
Laug_85,1.32
NMAR_8,1.317
CA-F7E,1.312
My_40A1,1.308
My_135,1.306
Dani_12S,1.298
NMAR_11,1.298
My_63trim,1.291
NMAR_2,1.29
Jose_23,1.284
My_46,1.282
Pila_38,1.279
Pila_11D,1.278
Pila_25,1.277
My_122,1.273
CA-B14E,1.273
CA-B3R,1.273
Alex_15,1.266
My_366,1.261
My_161,1.26
My_368P1,1.259
LA_51Z,1.259
Rafa_18-22,1.259
Dani_10,1.256
My_DANI10,1.256
My_204A3,1.254
My_419,1.248
Dani_15,1.247
My_295,1.237
Pila_30,1.233
My_102,1.232
My_320,1.226
CA-C14E,1.225
My_120,1.223
My_36,1.222
My_404,1.222
Jose_V11-18,1.22
Albe_1,1.219
My_173,1.216
My_1,1.215
My_73,1.214
My_3E,1.214
My_123,1.214
CA-D7E,1.213
My_361,1.213
My_182,1.211
My_146,1.211
Yaiza_5,1.21
My_327B,1.209
Yaiza_18,1.209
My_213,1.209
My_115P1,1.208
My_133,1.207
My_10,1.207
Laug_78,1.205
My_9,1.204
My_42A1,1.204
My_113P1,1.204
My_327,1.203
My_332,1.202
My_259,1.202
LA_47E,1.201
My_268,1.2
Rafa_18-21,1.2
My_211,1.2
My_406,1.2
My_105,1.199
My_105,1.199
My_89,1.198
My_114,1.198
My_9G,1.198
My_DANI8,1.198
My_418,1.196
My_350,1.196
My_236,1.195
My_236,1.195
LA_41Z,1.194
LA_74Z,1.194
My_98,1.193
My_98,1.193
LA_27E,1.193
LA_27Z,1.193
My_339,1.192
My_76,1.192
My_97,1.192
My_403,1.191
My_8,1.189
My_15,1.188
My_335,1.188
LA_47Z,1.187
My_96,1.187
My_38A1,1.186
My_12,1.186
My_97,1.185
LA_139Z,1.185
Sara-2_126,1.184
My_155,1.184
Dani_8,1.184
My_223,1.183
My_223,1.183
My_421,1.183
LA_143E,1.183
Pila_5,1.183
My_197,1.183
My_420,1.182
My_243,1.182
My_194,1.181
LA_97E,1.18
LA_44E,1.18
LA_86Z,1.178
LA_133Z,1.178
My_204A3,1.178
My_186,1.178
My_319,1.176
My_359,1.176
My_197,1.176
LA_44Z,1.174
My_363,1.174
My_158,1.173
My_240,1.173
Pila_39,1.172
LA_51E,1.172
My_129,1.171
LA_57Z,1.17
My_328,1.17
My_359,1.169
My_376,1.168
My_91,1.168
My_112P1,1.167
My_104,1.167
My_121,1.167
My_194,1.165
Dani_14,1.164
My_360,1.164
My_3,1.163
My_425,1.162
My_417,1.162
My_128,1.161
My_84,1.161
LA_106Z,1.161
Jose_22,1.16
My_174,1.16
My_11,1.154
My_255,1.153
My_395,1.152
My_138,1.15
My_159,1.149
My_249,1.149
Jose_19,1.147
My_183,1.146
My_384,1.144
My_119,1.142
My_92A1,1.135
My_109,1.133
My_407,1.133
My_352,1.131
Yaiza_19,1.13
CA-E7Z,1.13
Pila_17D,1.129
My_289,1.128
LA_41E,1.128
My_204A1,1.127
My_377,1.122
My_112P2,1.121
My_253,1.112
My_42,1.112
My_381,1.112
Pila_36,1.111
My_309,1.103
My_315,1.103
CA-E1R,1.102
My_362,1.102
My_354,1.1
My_167,1.092
My_20,1.087
My_369,1.075
Jose_8,1.062
LA_80Z,1.062
NMAR_12,1.058
Marc_16E-2,1.056
LA_68E,1.052
LA_68Z,1.052
Jose_9,1.049
CA-C7Z,1.039
My_286,1.037
Jose_24,1.03
Ana_R5,1.03
CA-A7Z,1.022
CA-A3S,1.016
Yaiza_17,1.011
Jose_25,1.01
My_38A2,1.005
My_412,1.003
Yaiza_14,0.99
CJ_20Z,0.981
CJ_20E,0.981
Alex_12,0.979
My_335B,0.977
Sara_F5-8,0.976
My_370,0.97
Jose_20,0.967
Pila_R62,0.94
CA-F16R,0.933
CA-C12Z,0.932
CA-F1R,0.928
CA-F16S,0.922
CJ_24Z,0.912
Pila_R54,0.906
LA_57E,0.905
My_382,0.888
Migu_10,0.874
CA-F13Z,0.873
CA-D7Z,0.871
LA_115Z,0.866
CA-E11Z,0.864
CA-F7Z,0.863
CA-D11E,0.862
CA-D11Z,0.862
CA-D13Z,0.86
Ana_R13,0.858
CA-D1R,0.854
My_426,0.853
CA-C13E,0.847
CA-F1S,0.822
CA-D1S,0.749
RA_62,0.715
ePharma_4X20_LOC,
Rafa_RPO95C,2.07
CA-D12E,1.967
CA-D8Z,1.955
CA-D8E,1.955
RA-30,1.954
CA-B8Z,1.948
RA_43,1.947
CA-B8E,1.946
RA-38,1.945
CA-C12Z,1.933
RA-39,1.933
Combretastatin_A4,1.926
CA-A12Z,1.92
RA-35,1.908
CA-D12Z,1.906
CA-A8Z,1.905
Roxi_15A1,1.898
RA-34,1.897
RA_79Z,1.895
CJ_11,1.892
RA-32,1.892
RA-24,1.891
Youn_18,1.887
Youn_132d,1.887
RA-25,1.879
Rafa_RPO91A,1.874
Rome_6,1.872
Youn_38,1.869
Pila_ACK,1.868
CJ_13,1.867
RA-23,1.867
CA-B14E,1.866
Pila_ACO,1.866
Youn_72c,1.862
Youn_87b,1.862
My_164,1.859
My_414,1.858
Rome_2,1.856
Pila_ACF47,1.855
RA-20,1.855
My_365,1.855
Rafa_50B,1.853
RA_80Z,1.852
RA-19,1.85
CA-A8E,1.845
Raul_7,1.842
Youn_37,1.842
LA_148Z,1.838
CJ_14,1.838
Pila_ACQ,1.837
CA-E8E,1.834
LA_32,1.833
RA-22,1.832
My_378,1.828
LA_53,1.828
CA-C12E,1.828
Pila_ACL,1.826
My_192,1.826
Pila_R14,1.825
My_165,1.824
My_195,1.821
Youn_85,1.819
Pila_R22,1.817
CA-A12E,1.816
CA-E8Z,1.814
My_342,1.811
LA_50,1.809
LA_30,1.807
Raul_8,1.806
My_329,1.804
Youn_71c,1.803
My_145,1.803
LA_34,1.801
LA_29,1.8
LA_49,1.8
CJ_15Z,1.799
RA_64,1.799
LA_59,1.797
LA_28,1.796
Youn_127,1.795
My_290,1.792
Youn_100,1.792
LA_58,1.788
My_238,1.788
Sara_R42,1.786
Raul_19,1.786
CA-C14E,1.784
Andrea-2_14E,1.776
Pila_R27,1.776
Youn_24,1.773
My_400,1.772
Youn_4crist,1.772
Pila_L54,1.77
My_379,1.769
My_322,1.768
Andrea_6,1.766
Sara_R29,1.766
My_269,1.765
CJ_15E,1.765
My_394,1.764
Pila_N13,1.763
Andrea-2_16,1.762
Pila_O72,1.761
Andrea-2_4,1.76
Laug_66,1.76
CJ_16,1.759
Youn_41,1.759
Sara_R30,1.758
My_177,1.755
My_177,1.755
Andrea-2_9E,1.754
Andrea_9E,1.754
My_306,1.753
My_313,1.753
Youn_10c,1.752
Andrea-2_11,1.751
Andrea_11,1.75
Andrea-2_13.1,1.749
Andrea_13_1,1.746
My_304,1.746
Laug_72,1.745
RA_46,1.744
Andrea_14E,1.743
My_265,1.743
My_375,1.742
RA_77,1.74
My_306,1.738
Andrea_13,1.737
Andrea-2_13,1.736
My_372,1.734
Pila_9,1.734
Laug_21,1.732
RA_68R,1.732
LA_126,1.729
My_322,1.727
Andrea-2_12,1.724
LA_52R,1.721
Pila_R61,1.721
My_313,1.721
RA_75,1.719
My_190,1.718
My_190,1.718
My_19,1.717
Rafa_71B,1.716
RA_51,1.714
My_105,1.714
My_105,1.714
Laug_19,1.713
Sara_J36-45,1.713
Andrea-2_6,1.712
LA_129,1.711
My_347,1.71
CA-C3R,1.707
Sara-2_117,1.705
RA_62,1.702
RA_78,1.701
My_406,1.701
Pila_ACJ,1.7
Youn_52,1.7
RA-27S,1.695
My_304,1.695
My_DANI12S,1.692
Laug_84,1.691
My_204A1,1.691
RA_60,1.691
Sara_J-10-18,1.691
RA-26R,1.687
Pila_16,1.686
LA_145,1.684
RA-27R,1.684
LA_89,1.683
CA-A3R,1.682
RA_56,1.679
My_216,1.679
My_237,1.677
Pila_R54,1.677
Pila_9D,1.677
RA_49,1.677
My_274,1.675
My_274,1.675
Pila_18,1.675
Sara_L19-31,1.675
My_176,1.674
My_201,1.67
RA_68S,1.67
LA_93,1.67
Pila_R131,1.668
My_63dim,1.666
LA_88,1.666
Youn_19,1.666
RA-26S,1.665
Pila_25,1.664
Pila_R62,1.66
My_282,1.658
My_338,1.658
My_368P2,1.657
My_411,1.656
Youn_53,1.654
My_388,1.653
Sara-2_71,1.65
Sara-2_74,1.649
My_355,1.647
Laug_17,1.647
LA_54,1.647
Laug_65,1.645
CA-B14Z,1.643
LA_42,1.64
LA_144,1.638
My_380,1.638
My_341,1.635
LA_38,1.634
LA_40,1.634
My_318,1.634
LA_55,1.634
LA_25,1.634
LA_26,1.632
My_415,1.632
LA_48S,1.632
My_326B,1.63
Yaiza_7,1.63
Laug_76,1.63
Pila_38,1.629
Pila_N20,1.629
My_312,1.626
My_93,1.626
My_93,1.626
CA-B7E,1.624
CA-D7E,1.623
Laug_18,1.616
My_293,1.616
Laug_78,1.614
Albe_1,1.614
LA_52S,1.614
Pila_36,1.611
LA_45,1.608
Pila_R132,1.606
My_301,1.606
My_301,1.606
LA_44E,1.601
LA_57E,1.6
My_178,1.6
My_401,1.597
Laug_83,1.595
Pila_11D,1.594
LA_56,1.593
CA-F7E,1.593
Pila_21,1.592
My_371,1.589
My_244,1.589
Youn_20,1.589
RA_65,1.589
Yaiza_8,1.589
LA_47E,1.588
My_280,1.587
My_403,1.584
LA_41E,1.584
My_293,1.581
CA-B3S,1.579
LA_111,1.579
Sara-2_134,1.577
My_405,1.575
My_326,1.573
Laug_82,1.57
Pila_R60,1.569
Laug_85,1.567
Laug_68,1.567
My_331,1.567
My_189,1.565
My_189,1.565
Youn_9,1.561
Laug_90,1.56
Sara_R48,1.56
My_340,1.56
Elena_1,1.559
My_364,1.558
Andrea_9Z,1.558
Andrea-2_9Z,1.557
My_191,1.556
Pila_30,1.556
Sara_F5-8,1.553
Pila_10D,1.552
Migu_10,1.551
LA_43,1.55
Pila_AC19,1.55
LA_77,1.549
LA_71,1.547
My_321,1.546
My_408,1.546
Yaiza_3,1.545
CA-C14Z,1.543
Laug_74,1.542
Pila_R16,1.537
LA_39R,1.536
Albe_5,1.536
LA_109,1.536
LA_112,1.536
My_104,1.534
My_63,1.534
My_170,1.534
CA-E3R,1.533
LA_110,1.533
My_69A3,1.531
My_69A3,1.531
My_159,1.53
LA_100,1.53
My_222,1.53
My_21P4,1.53
LA_65,1.53
LA_76,1.528
LA_99,1.527
LA_46,1.527
NMAR_6,1.527
Rafa_18-36,1.526
My_412,1.526
My_37A1,1.525
My_37,1.525
My_37A1,1.525
My_69A5,1.523
My_291,1.522
My_291,1.522
My_346,1.521
CJ_4,1.521
My_305,1.521
My_393,1.521
Pila_15,1.521
Laug_67,1.521
LA_83,1.52
NMAR_11,1.519
Rafa_18-22,1.519
My_386,1.518
My_110,1.518
My_271,1.518
My_271,1.518
LA_103,1.518
Rafa_18-14,1.518
My_99,1.517
Andrea-2_14Z,1.517
My_88,1.516
My_88,1.516
Yaiza_6,1.515
My_142,1.515
My_288,1.515
My_292,1.515
NMAR_14,1.513
My_263,1.512
Sara-2_70,1.512
My_373,1.512
CA-C3S,1.512
My_298,1.512
My_298,1.512
My_297,1.512
Dani_12,1.512
My_29,1.511
My_303,1.511
My_233,1.511
Youn_97,1.51
My_356,1.51
My_297,1.51
My_27,1.51
My_27,1.51
NMAR_17,1.509
My_39A1,1.509
LA_70,1.508
My_391,1.508
My_292,1.508
My_305,1.507
My_288,1.507
My_399,1.507
LA_139E,1.506
My_391,1.506
My_63C,1.505
My_246,1.505
My_25,1.504
My_390,1.504
My_135,1.504
My_389,1.504
My_DANI12,1.504
My_148P1,1.504
Jose_V11-18,1.5
My_263,1.5
My_DANI11,1.5
My_392,1.5
My_99,1.499
My_303,1.499
My_348,1.499
My_257,1.499
My_162,1.498
My_260,1.498
My_260,1.498
My_351,1.498
My_35,1.498
My_169,1.498
My_23,1.497
My_132,1.497
My_117,1.496
My_30F,1.496
My_294,1.496
Sara-2_87,1.495
LA_41Z,1.495
My_310,1.494
Rafa_18-07,1.494
NMAR_13,1.494
NMAR_8,1.494
My_32,1.493
My_311,1.493
Laug_88,1.493
CA-A7E,1.493
My_307,1.493
My_26,1.493
Pila_14,1.493
My_307,1.492
LA_27E,1.492
LA_27Z,1.492
LA_44Z,1.492
CA-E7E,1.49
LA_47Z,1.49
My_30,1.49
My_118,1.489
RA_54,1.489
My_308,1.488
LA_119,1.488
My_308,1.486
LA_57Z,1.486
My_283,1.486
My_399,1.485
My_316,1.485
My_402,1.484
LA_51Z,1.484
My_153,1.483
My_316,1.483
My_311,1.483
CA-C7E,1.483
NMAR_2,1.483
Pila_39,1.481
My_390,1.481
NMAR_4,1.481
My_321,1.48
My_310,1.48
RA_50E,1.477
Pila_L13,1.474
My_111,1.473
My_111,1.473
My_358,1.471
My_367,1.471
My_324,1.47
LA_86E,1.47
CA-E3S,1.468
My_287,1.467
Azah_10,1.467
Sara-2_63,1.467
CA-B3R,1.467
Youn_120,1.467
Youn_95,1.466
My_33,1.465
My_385,1.461
My_148P2,1.461
My_141,1.453
My_46,1.452
Ana_R9,1.45
Jose_T24-30,1.448
My_24P3,1.448
NMAR_19,1.446
My_87,1.446
My_24P1,1.446
My_221,1.445
LA_74E,1.445
My_43P3,1.443
LA_68E,1.443
LA_68Z,1.443
Jose_S14-17,1.442
My_DANI10,1.442
Dani_10,1.442
Laug_77,1.442
My_31,1.442
LA_117,1.442
My_52,1.441
Azah_4B,1.44
Sara-2_61,1.44
Dani_11,1.436
Pila_5,1.436
CA-A3S,1.435
RA_67,1.435
My_278,1.433
Jose_W13-16,1.431
LA_80Z,1.431
Sara-2_120,1.43
NMAR_10,1.427
Sara-2_128,1.425
Pila_17D,1.42
My_273,1.418
My_273,1.418
LA_106E,1.417
Laug_89,1.416
LA_146Z,1.415
My_232,1.415
LA_86Z,1.414
LA_139Z,1.413
Dani_12S,1.41
NMAR_7,1.409
My_366,1.405
My_15,1.405
Rafa_18-25,1.404
Ana_R10,1.404
Rafa_18-19,1.403
My_43,1.401
My_299,1.399
My_299,1.399
My_279,1.398
My_1B,1.396
My_16,1.393
Sara-2_113,1.393
CJ_24E,1.391
LA_97Z,1.391
My_40A1,1.387
My_357,1.387
LA_51E,1.385
My_3E,1.385
My_21P3,1.38
My_368P1,1.38
Sara-2_122,1.38
Laug_8,1.378
LA_31E,1.376
LA_31Z,1.376
Rafa_18-28,1.375
My_179,1.371
Sara_R35,1.371
LA_37,1.361
Sara-2_107,1.361
Alex_11-11B,1.359
My_387,1.357
LA_120,1.356
LA_75,1.355
My_404,1.354
My_1,1.354
Andrea_12,1.352
Youn_89,1.35
RA_61E,1.348
Alex_14B,1.346
My_85,1.345
Laug_6,1.344
My_300,1.342
My_300,1.342
Albe_13,1.341
LA_72,1.341
LA_84,1.338
LA_125,1.338
Pila_P21,1.338
My_173,1.338
LA_104,1.338
LA_64,1.337
My_8,1.337
LA_107,1.336
LA_61,1.336
LA_94,1.335
My_97,1.334
My_115,1.331
My_124,1.33
LA_98,1.328
Pila_30D,1.325
My_361,1.324
Alex_15,1.323
My_197,1.323
Albe_8,1.321
My_320,1.32
LA_36,1.32
My_97,1.318
My_339,1.317
Ana_R11,1.317
My_91,1.31
My_114,1.309
CA-A7Z,1.308
Dani_8,1.308
My_92A1,1.307
My_9G,1.306
My_DANI8,1.305
My_119,1.304
My_73,1.304
My_236,1.302
My_236,1.302
Sara-2_126,1.3
My_102,1.299
Laug_2,1.298
My_42A1,1.298
My_120,1.295
LA_151,1.293
LA_39S,1.293
CA-D7Z,1.293
CA-F7Z,1.29
Laug_75,1.29
My_182,1.289
My_38A1,1.288
My_9,1.288
CA-B7Z,1.286
My_146,1.281
My_42,1.281
My_161,1.28
My_289,1.278
My_36,1.277
LA_123,1.277
My_213,1.276
My_350,1.276
My_245,1.275
Jose_7,1.275
CJ_24Z,1.274
My_255,1.273
Laug_1,1.272
My_197,1.272
My_10,1.271
My_211,1.271
My_109,1.271
My_354,1.27
My_63trim,1.269
My_90,1.269
My_240,1.269
My_223,1.268
My_84,1.267
Jose_23,1.267
Laug_80,1.267
My_223,1.267
CA-E7Z,1.266
My_362,1.265
Yaiza_11,1.263
My_295,1.263
My_281,1.262
My_419,1.261
LA_87,1.261
My_115P1,1.258
CA-C7Z,1.256
My_337,1.255
My_359,1.254
My_3,1.254
My_112P1,1.254
My_79,1.253
My_168,1.252
Yaiza_16,1.25
My_384,1.25
My_407,1.249
My_174,1.246
Yaiza_17,1.246
My_243,1.244
My_309,1.244
LA_80E,1.244
My_158,1.241
Youn_42a,1.24
My_410,1.24
My_369,1.238
Sara_R43,1.238
CA-D13E,1.235
Dani_14,1.233
My_381,1.233
LA_60E,1.233
My_11,1.233
CA-C13Z,1.231
My_352,1.231
My_133,1.227
LA_115E,1.227
Ana_R15,1.226
My_359,1.226
My_249,1.224
CA-F13E,1.223
My_112P2,1.222
CA-E11E,1.22
My_12,1.215
My_209,1.214
My_418,1.208
My_256,1.208
Yaiza_19,1.207
My_420,1.202
LA_60Z,1.202
My_421,1.201
My_155,1.199
My_123,1.198
Jose_8,1.196
CA-F16S,1.191
Rafa_18-21,1.19
CA-F2,1.189
My_261,1.189
My_20,1.185
Yaiza_15,1.185
My_286,1.185
CA-E1R,1.184
RA_58,1.182
Yaiza_5,1.181
My_335,1.18
My_317,1.18
My_121,1.178
LA_74Z,1.176
My_28,1.175
Pila_O44,1.173
My_327,1.169
My_425,1.167
My_417,1.167
My_138,1.166
CA-D2,1.162
My_113P1,1.161
My_131,1.155
Yaiza_14,1.154
My_204A3,1.153
My_276,1.151
Yaiza_18,1.147
My_264,1.147
My_264,1.147
My_328,1.146
Jose_19,1.143
My_327B,1.14
My_128,1.139
My_376,1.137
My_76,1.135
My_129,1.133
My_113P4,1.133
CA-B19R,1.131
My_98,1.131
My_98,1.131
Jose_22,1.126
My_175,1.122
My_96,1.116
My_194,1.115
My_194,1.113
My_242,1.112
My_130,1.106
My_94,1.103
My_382,1.103
My_302,1.101
My_254,1.096
My_254,1.096
Marc_16E-2,1.092
Pila_J29,1.09
My_253,1.089
My_9G2,1.089
My_267,1.087
My_267,1.087
My_296,1.086
My_370,1.084
My_183,1.082
My_259,1.078
My_84B,1.076
Pila_35,1.075
My_332,1.075
My_377,1.07
My_180,1.069
My_335B,1.066
My_268,1.065
My_204A3,1.063
My_247,1.062
My_147,1.06
My_185,1.059
CA-E1S,1.058
LA_115Z,1.058
My_185,1.055
My_3H,1.055
My_363,1.053
My_319,1.049
CA-F16R,1.04
Dani_15,1.037
Jose_24,1.036
My_136,1.035
My_89,1.034
My_395,1.027
My_186,1.026
My_160,1.025
Jose_25,1.022
My_330,1.021
My_188,1.021
My_188,1.02
My_193P1,1.02
My_181,1.018
My_360,1.015
My_193P2,1.014
Jose_9,1.009
Laug_73,1.008
CA-F1R,1.002
CA-F13Z,1.001
CA-D11E,0.999
CA-D11Z,0.999
CA-D1R,0.993
CA-D13Z,0.993
Pila_P22,0.987
My_122,0.976
CA-F1S,0.972
My_315,0.95
My_167,0.946
Jose_20,0.935
