AAHRRR_1	1.369114
AAAHRR_1	1.365436
AAAHRR_2	1.361074
AHRRR_1	1.354096
AHRRR_2	1.35268
AAHRR_1	1.352392
AHRRR_3	1.349236
AAHRR_2	1.348534
AAHRR_3	1.345798
AHRRR_4	1.344412
AAAHR_1	1.344394
AAHRRR_2	1.34398
AAHRR_4	1.34143
AAAHRR_3	1.340428
AAHRR_5	1.337206
AAAHRR_4	1.335976
AHRR_1	1.326436
AHRR_2	1.326394
AAHR_1	1.32604
AHRR_3	1.325002
AHRR_4	1.32412
HRRR_1	1.32412
AHRR_5	1.323856
AAHR_2	1.323664
HRRR_2	1.323538
AHRR_6	1.323328
AHR_1	1.307638
AHR_2	1.305964
AAH_1	1.305274
AHR_3	1.305214
AHR_4	1.304314
HRR_1	1.303654
AAH_2	1.302478
AAH_3	1.302004
AHR_5	1.301602
ARR_1	1.299832
