AADHRRR_1	1.38914
ADHRRR_3	1.380924
ADHRRR_5	1.378382
AADHRR_1	1.371124
ADHRRR_1	1.3616
AHRRR_2	1.35343
AHRRR_3	1.352782
AAHRRR_1	1.351274
DHRRR_1	1.349702
ADHRR_1	1.34894
AADHRR_2	1.339346
HRRR_1	1.322508
DHRR_4	1.320592
ADHRR_2	1.319482
DHRR_2	1.314168
ADHRR_3	1.30818
ADHR_1	1.303688
ADHRRR_4	1.295182
AHRR_1	1.274928
ADHRRR_2	1.27257
DHR_2	1.269218
DHRR_1	1.268126
HRR_3	1.267604
AHRRR_1	1.267456
AHRRR_4	1.265098
AHR_3	1.264368
DDHRRR_1	1.259034
AHR_2	1.258808
ADDHRR_1	1.257318
HRRR_2	1.237306
DHRRR_2	1.237074
AHRR_2	1.2368
ADHRR_4	1.233756
DHR_1	1.231288
HRR_1	1.228666
HRR_2	1.217842
ADDHRRR_1	1.210898
DHRR_3	1.20969
DHR_3	1.18947
AHR_1	1.143872
DRRR_1	1.084336
DRR_1	0.616308
