Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,1,3,"A(1) D(4) R(10)",0.9999,1.0000,0.8158,2.8157,no
mol_2,1,3,"A(1) D(5) R(11)",0.9998,1.0000,0.4872,2.4869,no
mol_3,1,3,"A(2) D(4) R(8)",0.9999,0.9999,0.2855,2.2853,no
mol_4,1,3,"A(1) D(4) R(10)",0.9998,0.9999,0.3519,2.3517,no
mol_5,1,3,"A(1) D(5) R(10)",0.9998,0.9999,0.3374,2.3372,no
mol_6,1,3,"A(2) D(4) R(7)",0.9998,1.0000,0.2935,2.2933,no
mol_7,1,3,"A(1) D(4) R(9)",0.9998,1.0000,0.2794,2.2792,no
mol_8,1,3,"A(1) D(4) R(9)",0.9998,0.9999,0.4146,2.4144,no
mol_9,1,3,"A(1) D(3) R(9)",0.9998,0.9999,0.2894,2.2891,no
mol_10,1,3,"A(1) D(3) R(8)",0.9999,1.0000,0.8886,2.8885,no
mol_11,1,3,"A(1) D(4) R(10)",0.9998,1.0000,0.9060,2.9058,no
mol_12,1,3,"A(1) D(3) R(9)",0.9998,1.0000,0.8253,2.8251,no
mol_13,1,3,"A(1) D(4) R(10)",0.9999,0.9999,0.3543,2.3541,no
mol_14,1,3,"A(1) D(3) R(9)",0.9999,0.9999,0.3492,2.3489,no
mol_15,1,3,"A(1) D(3) R(9)",0.9999,1.0000,0.8165,2.8164,no
mol_16,1,3,"A(1) D(4) R(10)",0.9998,1.0000,0.8918,2.8916,no
mol_17,1,3,"A(1) D(3) R(10)",0.9999,0.9999,0.2874,2.2873,no
mol_18,1,3,"A(1) D(3) R(10)",0.9998,0.9998,0.3243,2.3239,no
mol_19,1,3,"A(1) D(6) R(11)",0.9998,1.0000,0.5315,2.5313,no
mol_20,1,3,"A(1) D(3) R(9)",0.9997,0.9999,0.2745,2.2741,no
mol_21,1,3,"A(1) D(3) R(9)",0.9999,1.0000,0.4999,2.4997,no
mol_22,1,3,"A(1) D(3) R(9)",0.9998,0.9999,0.3674,2.3671,no
mol_23,1,3,"A(1) D(4) R(9)",0.9999,0.9998,0.3057,2.3055,no
mol_24,1,3,"A(1) D(3) R(9)",0.9998,0.9999,0.2808,2.2805,no
mol_25,1,3,"A(1) D(3) R(10)",0.9998,0.9999,0.2874,2.2872,no
mol_26,1,3,"A(1) D(5) R(10)",0.9999,1.0000,0.2879,2.2878,no
mol_27,1,3,"A(1) D(3) R(10)",0.9998,0.9999,0.3703,2.3701,no
mol_28,1,3,"A(1) D(5) R(12)",1.0000,0.9999,0.2448,2.2447,no
mol_29,1,3,"A(1) D(5) R(10)",0.9998,0.9999,0.6139,2.6136,no
mol_30,1,3,"A(1) D(3) R(7)",0.9999,0.9999,0.2962,2.2961,no
mol_31,1,3,"A(1) D(3) R(10)",0.9998,0.9999,0.4218,2.4215,no
mol_32,1,3,"A(1) D(3) R(9)",0.9999,1.0000,0.5655,2.5653,no
mol_33,1,3,"A(1) D(4) R(9)",1.0000,1.0000,1.0000,3.0000,yes
mol_34,1,3,"A(1) D(3) R(9)",0.9999,0.9999,0.2879,2.2877,no
mol_35,1,3,"A(1) D(4) R(9)",0.9999,1.0000,0.5575,2.5574,no
mol_36,1,3,"A(1) D(3) R(8)",0.9999,1.0000,0.4595,2.4593,no
mol_37,1,3,"A(2) D(4) R(8)",0.9998,1.0000,0.5522,2.5519,no
mol_38,1,3,"A(1) D(6) R(11)",0.9999,0.9999,0.2745,2.2743,no
mol_39,1,3,"A(1) D(3) R(9)",0.9998,0.9999,0.3782,2.3779,no
mol_40,1,3,"A(1) D(5) R(10)",0.9998,0.9999,0.2712,2.2710,no
mol_41,1,3,"A(1) D(5) R(9)",0.9997,1.0000,0.8483,2.8480,no
mol_42,1,3,"A(1) D(5) R(10)",0.9998,1.0000,0.8086,2.8084,no
mol_43,1,3,"A(1) D(3) R(10)",0.9998,0.9999,0.3394,2.3391,no
mol_44,1,3,"A(1) D(3) R(8)",0.9999,0.9999,0.2949,2.2947,no
mol_45,1,3,"A(1) D(5) R(9)",0.9998,0.9999,0.3809,2.3807,no
mol_46,1,3,"A(1) D(4) R(9)",0.9999,0.9999,0.2857,2.2856,no
